ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300724.SZ,20260331,1.3855,34.5859,-61.8295,-63.5172,46.7086,0.7214
300724.SZ,20251231,19.3297,28.2558,-5.3028,-18.0839,46.3307,-3.4579
300724.SZ,20250930,20.1513,29.0728,32.899,6.17,50.1021,-2.3183
300724.SZ,20250630,14.2383,29.6469,49.2571,26.4133,57.4201,-2.2314
300724.SZ,20250331,5.5652,27.5163,22.4214,58.9526,63.914,2.3223
300724.SZ,20241231,25.8849,26.4554,69.1758,116.2634,67.0272,8.4863
300724.SZ,20240930,20.3558,27.8025,65.4468,92.7188,72.2646,5.458
300724.SZ,20240630,12.8879,31.6214,63.1544,62.1851,75.3647,0.5616
300724.SZ,20240331,6.1041,32.9362,71.9288,33.5271,76.1454,-0.3802
300724.SZ,20231231,19.1352,28.9477,56.0425,45.4349,77.6369,10.1022
