ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603881.SH,20260331,1.2612,31.7461,1.6401,-3.7623,54.1763,0.3929
603881.SH,20251231,3.3071,37.5616,4.9527,0.0188,57.2965,1.7413
603881.SH,20250930,3.0461,28.4343,14.0521,4.9342,58.7783,1.0972
603881.SH,20250630,2.1501,28.9906,20.3712,4.127,58.1491,0.5662
603881.SH,20250331,1.2441,29.1939,23.22,3.5719,56.5916,0.4398
603881.SH,20241231,4.0155,30.9988,7.4937,11.5668,56.2375,2.1039
603881.SH,20240930,2.9337,26.6514,3.3939,6.0338,55.6126,1.2625
603881.SH,20240630,2.019,27.2586,2.8043,4.3331,55.7142,0.6434
603881.SH,20240331,1.0121,27.2016,1.9131,2.5147,55.9352,0.3143
603881.SH,20231231,3.2481,28.9777,4.6474,5.9597,55.3567,2.592
