ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300201.SZ,20260331,2.3187,30.5345,50.1445,50.4815,40.6442,-0.1759
300201.SZ,20251231,16.216,31.975,38.1856,8.0723,30.6223,0.4634
300201.SZ,20250930,9.5258,30.9618,32.5658,28.7533,35.8939,-0.021
300201.SZ,20250630,4.0297,30.9357,63.4244,53.8632,37.1826,-0.0698
300201.SZ,20250331,1.8375,29.6276,26.7071,54.795,36.2125,0.0628
300201.SZ,20241231,14.2779,33.8184,8.6372,17.6946,40.4292,-0.0662
300201.SZ,20240930,9.4187,33.8539,0.0989,-6.7482,42.8335,-0.0687
300201.SZ,20240630,3.6674,32.7534,-17.6175,-16.2834,35.9823,-0.1027
300201.SZ,20240331,1.5202,30.026,2.689,-8.9545,33.9252,-0.0724
300201.SZ,20231231,10.2804,32.5808,183.0466,32.0271,39.2652,0.3223
