ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600869.SH,20260331,2.2068,11.4709,110.3612,9.2553,80.263,0.0499
600869.SH,20251231,0.9828,9.1894,118.5119,7.7182,80.1718,0.4336
600869.SH,20250930,2.8795,9.1001,268.8579,10.9077,79.7727,0.2215
600869.SH,20250630,2.653,9.4222,210.6027,14.38,78.9845,0.1953
600869.SH,20250331,0.7821,10.6913,84.6465,1.3015,78.65,0.0569
600869.SH,20241231,-8.438,9.1214,-199.4919,6.6582,78.56,0.1652
600869.SH,20240930,-2.4603,10.3113,-125.8133,4.777,78.6835,-0.096
600869.SH,20240630,-2.9587,9.8596,-140.6554,9.4058,79.002,-0.1618
600869.SH,20240331,0.1237,10.8536,-79.3373,11.6173,77.1752,-0.0737
600869.SH,20231231,5.396,11.7277,-42.0897,12.8466,76.322,0.2241
