ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600895.SH,20260331,0.5115,25.6961,-71.6385,-31.2774,68.6736,-0.4462
600895.SH,20251231,5.8981,48.6501,0.3766,110.847,68.7716,0.2562
600895.SH,20250930,4.0323,39.8711,20.6555,19.0903,67.9329,-0.3792
600895.SH,20250630,2.421,36.9808,38.6359,39.0487,67.7761,-0.6035
600895.SH,20250331,1.9286,28.3586,147.3768,24.4065,67.0869,-0.5139
600895.SH,20241231,6.8199,56.7708,3.642,-2.0949,69.0357,-1.5504
600895.SH,20240930,4.0318,58.5532,-33.09,-3.6558,70.3458,-1.4738
600895.SH,20240630,2.1072,60.0968,-32.1331,126.543,70.1281,-1.2562
600895.SH,20240331,0.9357,57.9303,-39.8631,295.4775,69.0919,-1.173
600895.SH,20231231,7.8905,58.0434,15.2859,6.242,68.6014,-1.7986
