ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600186.SH,20260331,7.2432,31.4337,42.0606,28.0121,45.3737,-0.085
600186.SH,20251231,16.1563,27.4334,52.5891,30.4522,50.2117,0.1228
600186.SH,20250930,13.9477,28.0811,53.0854,28.738,46.966,-0.0182
600186.SH,20250630,9.1994,28.188,60.0081,32.6778,47.6803,-0.068
600186.SH,20250331,5.7776,30.6687,105.1886,37.7727,54.1298,-0.179
600186.SH,20241231,12.5652,25.2952,55.92,25.9776,58.3507,0.3635
600186.SH,20240930,10.1748,23.4786,74.5798,19.836,53.8506,0.1712
600186.SH,20240630,6.4072,23.3092,101.0329,25.4644,51.3311,0.1329
600186.SH,20240331,3.1126,24.4926,134.54,26.45,47.9749,0.0975
600186.SH,20231231,7.9933,17.1453,181.2604,24.2256,45.4652,0.0413
