ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600330.SH,20260331,-0.6595,20.0299,-187.2463,12.6972,31.207,-0.0361
600330.SH,20251231,-2.7547,19.3884,-286.1704,4.2181,32.4341,0.0832
600330.SH,20250930,0.0623,19.8217,-53.8549,-3.9603,30.6052,-0.0385
600330.SH,20250630,0.0399,20.6275,-33.2912,1.0021,31.4085,-0.0451
600330.SH,20250331,0.0241,18.8019,8.1807,-15.3939,29.9797,-0.0101
600330.SH,20241231,0.1453,20.3967,-72.6963,-16.5944,30.7111,0.1584
600330.SH,20240930,1.2518,20.7234,-55.5015,-11.3429,31.568,-0.0327
600330.SH,20240630,0.7408,20.5752,-57.8034,-21.135,29.5984,-0.1154
600330.SH,20240331,0.5157,20.0982,-48.9585,-6.9204,28.2949,-0.0615
600330.SH,20231231,2.5132,21.179,-51.4594,-18.3152,29.456,0.3517
