ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002138.SZ,20260331,2.5421,32.5338,-23.7052,15.3407,48.0306,0.1146
002138.SZ,20251231,15.0003,36.6361,22.7059,14.3869,44.1599,2.1071
002138.SZ,20250930,11.4793,36.74,23.2349,19.9482,45.9217,1.6476
002138.SZ,20250630,7.4172,36.6823,32.0301,19.8033,48.1562,0.9887
002138.SZ,20250331,3.6111,36.5627,37.0152,16.0334,47.7054,0.4082
002138.SZ,20241231,12.7774,36.4961,29.9056,16.9924,45.2786,1.775
002138.SZ,20240930,9.823,37.3097,30.7128,14.1254,45.9767,1.3828
002138.SZ,20240630,5.8581,36.9641,43.8242,15.4291,48.2447,0.8149
002138.SZ,20240331,2.6677,36.9481,111.2639,22.8577,48.1799,0.2956
002138.SZ,20231231,10.2741,35.3485,47.9833,18.9281,47.9678,1.4194
