ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
301489.SZ,20260331,2.4232,33.5587,49.6685,41.7354,30.644,-0.1277
301489.SZ,20251231,5.9,26.999,14.8772,41.4486,36.3741,0.8883
301489.SZ,20250930,5.8394,28.1829,52.2096,57.9295,31.7657,0.0481
301489.SZ,20250630,2.695,27.0305,33.1915,78.2375,32.8946,0.7232
301489.SZ,20250331,1.5819,25.7354,79.5686,93.5939,32.2146,1.1514
301489.SZ,20241231,4.9608,24.8087,-3.883,51.0979,31.6588,0.7468
301489.SZ,20240930,3.9111,25.3926,11.0682,31.6033,25.3462,-0.6442
301489.SZ,20240630,2.1483,25.9127,-4.038,11.4802,22.6819,-0.078
301489.SZ,20240331,0.929,24.1826,-22.9194,-4.4866,17.5753,0.2409
301489.SZ,20231231,7.6427,25.1131,-6.6025,2.7386,16.2926,2.0828
