ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688352.SH,20260331,-0.3667,14.3156,-1095.2674,-11.3714,26.8552,0.0713
688352.SH,20251231,4.0893,29.0865,-15.1579,11.7836,23.5624,0.5139
688352.SH,20250930,2.9536,28.6023,-19.2035,11.7952,17.5059,0.3199
688352.SH,20250630,1.5985,27.653,-38.7799,6.6271,12.357,0.197
688352.SH,20250331,0.481,23.6729,-61.5992,6.9699,12.6172,0.0624
688352.SH,20241231,4.6762,31.2752,-15.7093,20.2558,14.1284,0.5806
688352.SH,20240930,3.7357,32.1592,-6.7594,25.113,15.9233,0.4026
688352.SH,20240630,2.6895,32.8665,32.5657,35.578,15.5041,0.2661
688352.SH,20240331,1.246,33.7683,150.5078,43.7411,16.9935,0.1172
688352.SH,20231231,7.5041,35.7164,22.5901,23.7101,18.4978,0.4552
