ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600589.SH,20260331,,11.7834,-162.4086,21.2211,82.8656,-0.0262
600589.SH,20251231,-17.6852,17.0812,13.3327,7.5853,78.9375,0.055
600589.SH,20250930,-10.2699,20.5964,236.7752,2.2811,76.406,0.0332
600589.SH,20250630,,20.4565,282.4638,0.3716,75.1691,0.0418
600589.SH,20250331,-2.4715,19.2546,1103.7802,4.4328,68.7946,-0.0003
600589.SH,20241231,-13.1974,12.2301,-126.8028,10.5061,60.2764,0.0166
600589.SH,20240930,-9.5136,11.0281,77.1275,10.0307,65.8947,0.0704
600589.SH,20240630,-6.6865,9.6184,52.4923,10.9847,48.5577,0.0484
600589.SH,20240331,,9.0681,110.2438,9.0532,48.4766,0.0469
600589.SH,20231231,,3.9414,111.0771,-12.8828,67.95,-0.0085
