ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002230.SZ,20260331,-2.2822,38.9725,12.1743,13.2331,56.4093,-0.4623
002230.SZ,20251231,1.4446,42.3568,49.8477,16.1174,55.7205,1.3877
002230.SZ,20250930,-1.8989,40.2826,80.6009,14.4105,56.4076,0.0531
002230.SZ,20250630,-2.0426,40.2291,40.3674,17.0131,56.0746,-0.3339
002230.SZ,20250331,-1.2776,40.1812,35.6831,27.7438,54.6323,-0.3081
002230.SZ,20241231,1.0805,42.6333,-14.7799,18.7924,54.881,1.0793
002230.SZ,20240930,-2.7937,40.455,-445.9108,17.725,57.369,-0.3551
002230.SZ,20240630,-2.868,40.1913,-644.5898,18.912,54.7865,-0.6642
002230.SZ,20240331,-2.6093,38.0638,-418.9855,26.2722,53.2443,-0.5978
002230.SZ,20231231,0.7063,42.6648,17.1236,4.4107,53.1285,0.151
