ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300001.SZ,20260331,0.5792,23.0467,11.0462,5.4091,60.3695,-0.8704
300001.SZ,20251231,12.9181,27.364,35.623,2.6788,63.0251,2.212
300001.SZ,20250930,7.4951,26.4088,53.5493,10.5253,64.449,0.1722
300001.SZ,20250630,3.3197,25.6384,69.3234,16.7151,65.4471,-0.8033
300001.SZ,20250331,0.6046,22.1248,5.1653,3.4641,65.2443,-0.6329
300001.SZ,20241231,10.7861,25.9213,86.6163,21.1488,66.1699,1.2453
300001.SZ,20240930,5.6643,20.5238,101.2283,11.5648,67.1206,-0.3084
300001.SZ,20240630,2.4059,20.3735,105.2603,12.9276,67.0525,-0.6683
300001.SZ,20240331,0.7134,18.2795,203.181,29.9286,66.8784,-0.5225
300001.SZ,20231231,6.2092,23.3607,80.4354,25.5566,67.7696,1.2735
