ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002916.SZ,20260331,4.8209,29.169,73.0052,37.8994,47.2425,0.3632
002916.SZ,20251231,19.6032,28.3163,74.4673,32.0511,43.8231,5.7569
002916.SZ,20250930,14.1681,28.2045,56.2997,28.3882,43.6474,3.4708
002916.SZ,20250630,8.4833,26.2844,37.7512,25.6271,42.4901,2.243
002916.SZ,20250331,3.2652,24.7403,29.4744,20.7493,42.1387,1.1947
002916.SZ,20241231,12.5167,24.834,34.2927,32.3886,42.1162,5.8147
002916.SZ,20240930,10.0407,25.907,63.8576,37.9222,42.4657,3.2445
002916.SZ,20240630,6.7233,26.198,108.321,37.9072,42.3405,2.7273
002916.SZ,20240331,2.5089,25.1905,83.8842,42.2412,41.8763,1.0974
002916.SZ,20231231,7.8477,23.4335,-14.8135,-3.3306,41.6686,5.0485
