ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601088.SH,20260331,,32.8892,-10.7289,1.1669,29.0313,0.8005
601088.SH,20251231,11.6245,35.0781,-5.297,-13.2059,23.3066,3.78
601088.SH,20250930,9.183,36.0449,-9.9811,-16.5668,24.3612,3.2842
601088.SH,20250630,5.8697,35.6986,-12.0341,-18.3372,31.1244,2.3
601088.SH,20250331,2.7222,34.0634,-17.9552,-21.0714,23.7128,1.0337
601088.SH,20241231,14.3916,34.04,-1.7137,-1.3697,23.4195,4.7
601088.SH,20240930,11.1777,33.6949,-4.5474,0.5672,24.1007,4.2028
601088.SH,20240630,7.3171,32.8919,-11.3435,-0.805,29.786,2.65
601088.SH,20240331,3.9422,33.6669,-14.6572,0.6951,23.5681,1.4371
601088.SH,20231231,15.6671,35.8966,-14.2919,-0.4235,24.084,4.51
