ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688270.SH,20260331,1.598,70.5155,76.1746,67.0082,6.2347,-0.0626
688270.SH,20251231,5.2105,75.877,580.7601,42.2986,6.9135,0.2951
688270.SH,20250930,3.7511,82.2559,579.9226,65.7578,7.0704,0.1006
688270.SH,20250630,2.569,84.5445,913.1679,73.6368,5.9915,0.0477
688270.SH,20250331,0.7809,87.3963,495.7388,34.8295,4.7823,-0.0713
688270.SH,20241231,-0.1363,76.2324,-73.2643,8.0417,4.2619,0.0442
688270.SH,20240930,0.195,84.114,-63.7892,7.0054,4.6215,-0.0287
688270.SH,20240630,0.009,85.1677,-81.0408,6.0828,4.2985,-0.0201
688270.SH,20240331,,87.5619,-178.4119,29.2992,4.3487,-0.2865
688270.SH,20231231,3.068,83.1244,-27.6598,19.9203,4.9537,0.0577
