ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688200.SH,20260331,1.7519,75.3031,52.116,37.5183,8.0444,-0.124
688200.SH,20251231,12.8655,73.794,60.5487,48.7179,9.162,2.2445
688200.SH,20250930,9.228,74.3008,81.5747,51.2102,7.2073,0.9332
688200.SH,20250630,4.8245,74.6953,74.0447,40.9901,6.6555,0.5217
688200.SH,20250331,1.4111,75.2941,164.2306,44.4578,6.145,0.163
688200.SH,20241231,9.8525,73.3095,32.689,31.0458,6.2446,1.3888
688200.SH,20240930,6.5963,76.5706,8.1386,19.7531,6.5436,0.1293
688200.SH,20240630,3.7938,75.8527,-30.2491,-0.6333,5.3939,0.1158
688200.SH,20240331,0.9536,75.0888,-68.6196,-31.6086,3.8778,-0.0593
688200.SH,20231231,7.8223,72.4736,-52.1838,-35.4671,3.8759,2.3751
