ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300017.SZ,20260331,0.7688,37.0828,-37.0586,-9.6611,11.9458,0.0585
300017.SZ,20251231,4.6307,35.538,18.5324,-5.4988,12.9998,0.4005
300017.SZ,20250930,3.4784,34.5236,43.5992,-3.2678,15.2273,0.3236
300017.SZ,20250630,2.66,33.4442,25.3336,2.1894,18.1046,0.1538
300017.SZ,20250331,1.5001,30.9602,38.5351,10.263,17.9607,0.0834
300017.SZ,20241231,5.3274,31.3647,10.0191,4.8134,16.3242,0.3556
300017.SZ,20240930,3.1592,30.4509,0.7884,2.6362,18.3359,0.3102
300017.SZ,20240630,2.247,31.7294,15.1191,-1.1288,14.8183,0.1011
300017.SZ,20240331,1.0117,33.314,45.9633,-4.1316,11.0243,0.0999
300017.SZ,20231231,4.3752,32.1769,221.6789,-7.4491,10.7572,0.3248
