ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603601.SH,20260331,0.3559,18.7313,-57.3688,-7.2832,12.7669,0.0303
603601.SH,20251231,0.6459,19.658,-38.1641,-13.6347,20.6713,0.2794
603601.SH,20250930,2.1434,21.607,-10.5877,-10.1142,27.0578,0.253
603601.SH,20250630,2.0601,23.5082,-20.8352,-12.2947,27.7126,0.1455
603601.SH,20250331,1.2654,25.1049,3.6908,-4.5856,28.395,0.07
603601.SH,20241231,2.5696,21.9636,137.9923,-10.8676,28.3283,0.2192
603601.SH,20240930,2.9217,22.3983,-22.5094,-13.3751,26.8535,0.159
603601.SH,20240630,2.4768,22.8954,-6.2987,-8.6688,26.7616,0.0755
603601.SH,20240331,1.18,21.1561,-2.7453,-9.8864,26.9473,0.0291
603601.SH,20231231,0.8765,21.9203,-74.7582,2.3018,26.7677,0.0016
