ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601168.SH,20260331,8.372,22.6008,96.3409,13.1917,58.5159,1.7218
601168.SH,20251231,,19.5656,24.2582,23.3104,57.501,4.2849
601168.SH,20250930,16.6774,19.6528,7.7991,31.9048,57.9183,3.697
601168.SH,20250630,10.8854,19.9774,15.3463,26.5918,58.9694,2.1024
601168.SH,20250331,4.4608,17.4005,9.6076,50.7352,57.5654,1.0974
601168.SH,20241231,18.2159,19.9046,5.1003,17.0241,58.5691,3.4605
601168.SH,20240930,17.2216,22.4296,24.3266,13.9348,59.6061,3.4048
601168.SH,20240630,10.8065,21.0551,7.5538,10.1084,60.1445,2.1148
601168.SH,20240331,4.5715,18.4662,8.3901,-5.1838,59.4513,0.2096
601168.SH,20231231,16.2736,18.0408,-18.3788,6.2371,60.9279,2.6182
