ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603308.SH,20260331,2.3048,33.7236,30.5532,34.1321,59.8242,-0.2262
603308.SH,20251231,6.6231,35.7963,21.7405,16.1278,58.3835,0.3776
603308.SH,20250930,5.7279,36.917,29.5869,11.0246,62.5008,-0.0872
603308.SH,20250630,3.9622,36.3251,23.9119,9.1101,58.4724,-0.2224
603308.SH,20250331,1.9184,36.8292,1.6495,0.0255,57.0916,-0.2311
603308.SH,20241231,6.0921,34.2419,-5.5669,4.2094,56.1337,0.1462
603308.SH,20240930,4.8777,33.8933,-6.8967,5.7226,56.5498,0.0024
603308.SH,20240630,3.2947,34.3683,-5.9532,7.1226,55.9076,-0.0343
603308.SH,20240331,1.9943,34.312,11.1242,9.0656,55.3966,-0.1035
603308.SH,20231231,6.4095,36.1671,-24.5004,9.748,52.8813,0.3423
