ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600176.SH,20260331,4.0258,39.6378,73.4831,17.9291,38.9335,0.0552
600176.SH,20251231,11.3898,33.1183,34.3849,19.0788,40.4136,1.0493
600176.SH,20250930,8.4748,32.4226,67.5072,19.5324,39.3985,0.5333
600176.SH,20250630,,32.2121,75.5073,17.7042,39.9553,0.3599
600176.SH,20250331,2.4477,30.5268,108.5158,32.4158,40.1709,-0.0231
600176.SH,20241231,6.0945,25.0261,-19.6958,6.5876,41.0842,0.5077
600176.SH,20240930,4.0111,23.7373,-42.6625,1.8089,42.0252,0.2677
600176.SH,20240630,2.1984,21.5026,-53.4064,-1.1567,42.684,0.0567
600176.SH,20240331,0.5837,20.1335,-61.9705,-7.8643,43.2498,-0.0478
600176.SH,20231231,6.7494,28.0024,-53.942,-26.3291,42.393,0.2166
