ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002031.SZ,20260331,-1.9564,10.4195,-17.0415,-38.945,48.7447,0.0037
002031.SZ,20251231,-11.7833,10.3673,-11.3354,-19.7803,48.3737,0.1083
002031.SZ,20250930,-4.7823,12.579,-1631.6233,-32.8612,46.7081,0.0733
002031.SZ,20250630,-2.7417,12.1725,-1091.3991,-24.6853,47.0514,0.0467
002031.SZ,20250331,-1.4841,10.6142,-116.6227,21.1706,47.6752,0.1446
002031.SZ,20241231,-9.1847,11.6304,-581.695,22.3111,47.6186,-0.0521
002031.SZ,20240930,-0.0841,17.9864,145.202,64.891,44.1501,-0.1013
002031.SZ,20240630,0.0356,20.3585,-34.6657,39.9493,44.3189,-0.1392
002031.SZ,20240331,-0.6871,18.5356,-356.0665,-22.7257,43.9621,-0.1085
002031.SZ,20231231,-3.0211,14.7645,-180.9291,-18.848,41.9792,-0.0531
