ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000887.SZ,20260331,2.4846,25.7751,-20.0063,-9.7795,45.3184,0.315
000887.SZ,20251231,7.8984,23.2427,26.978,5.0164,47.369,1.6422
000887.SZ,20250930,8.4129,24.2913,24.2637,0.4114,46.3432,0.9471
000887.SZ,20250630,5.85,23.5806,14.1071,1.8328,46.5601,0.4687
000887.SZ,20250331,2.7803,23.3243,11.5189,3.4523,45.4174,0.2559
000887.SZ,20241231,8.5892,22.8162,10.6279,9.3339,45.9808,1.3113
000887.SZ,20240930,7.6314,22.3035,20.1034,13.4737,46.4533,0.9441
000887.SZ,20240630,5.2368,22.2286,34.8303,18.0811,46.3653,0.5423
000887.SZ,20240331,2.4733,22.419,37.5595,21.5784,46.3347,0.245
000887.SZ,20231231,8.4102,21.9537,16.7761,15.6322,47.0488,1.0974
