ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300613.SZ,20260331,2.8072,39.0768,481.143,75.5299,23.9774,0.2443
300613.SZ,20251231,4.6726,37.1831,-43.7408,-5.6228,25.2843,1.9084
300613.SZ,20250930,2.3068,36.0312,-55.8188,-12.4154,24.7642,1.7815
300613.SZ,20250630,0.552,35.4489,-78.0984,-14.0438,23.9388,1.5418
300613.SZ,20250331,0.4651,38.3285,-59.4558,-11.0005,22.4039,0.4632
300613.SZ,20241231,8.3621,37.6677,2.0427,-1.7568,23.445,1.2233
300613.SZ,20240930,6.5208,37.8585,3.2721,-3.4915,23.2055,1.1226
300613.SZ,20240630,3.806,37.5649,-18.1847,-9.4016,24.4236,0.8549
300613.SZ,20240331,1.164,36.4858,-38.2799,-13.9116,22.0901,0.5988
300613.SZ,20231231,9.101,38.7757,-36.5804,-13.6546,24.2875,1.9654
