ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300395.SZ,20260331,2.8556,50.7405,36.7658,53.038,21.396,0.0397
300395.SZ,20251231,8.8221,47.3766,41.0447,15.7616,21.3735,0.5014
300395.SZ,20250930,7.0376,48.9622,42.2255,5.1742,20.5069,0.4004
300395.SZ,20250630,4.8323,49.2199,28.7208,-0.7724,21.9939,0.3661
300395.SZ,20250331,2.2682,49.9553,35.7237,-0.9722,18.3812,0.303
300395.SZ,20241231,6.565,42.172,-41.5577,-16.6814,18.7777,0.507
300395.SZ,20240930,4.7634,42.3622,-42.8161,-12.1141,23.6071,0.2633
300395.SZ,20240630,3.4145,42.8545,-39.9356,-10.5446,23.5829,0.0113
300395.SZ,20240331,1.2414,39.6374,-30.7698,-17.8147,24.6811,-0.2239
300395.SZ,20231231,14.3157,49.4784,9.9782,21.588,23.9012,0.5128
