ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601766.SH,20260331,,23.814,10.6555,10.5746,60.2639,-0.3165
601766.SH,20251231,6.439,21.3793,6.4034,10.7876,60.7682,0.8427
601766.SH,20250930,5.373,21.301,37.5254,20.4941,62.736,-0.4017
601766.SH,20250630,3.9332,21.8141,72.4765,32.9921,60.9577,-0.3135
601766.SH,20250331,1.6498,23.4243,202.7889,51.2332,59.6647,-0.1754
601766.SH,20241231,6.1519,21.3804,5.7715,5.2058,59.0123,0.9452
601766.SH,20240930,3.6966,21.2134,17.7738,6.6748,59.3597,0.2656
601766.SH,20240630,2.0911,21.4073,21.3986,3.134,58.3094,0.0643
601766.SH,20240331,0.4136,24.9185,63.862,-0.6049,58.0087,0.5048
601766.SH,20231231,5.7632,22.2658,0.4988,5.0789,58.3453,0.513
