ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688025.SH,20260331,4.0735,42.9601,170.9812,92.7494,34.1268,0.0761
688025.SH,20251231,12.4664,38.4801,110.1135,42.6577,31.774,6.3511
688025.SH,20250930,9.391,40.58,97.3015,41.0214,29.1811,4.0251
688025.SH,20250630,4.4243,39.4391,73.8428,48.3436,29.6956,2.2958
688025.SH,20250331,1.6273,37.4938,37.1093,34.0701,26.9138,2.3635
688025.SH,20241231,5.3045,37.6879,23.5277,18.6208,26.0397,0.8258
688025.SH,20240930,4.6473,40.1961,23.0472,18.4082,25.2879,-0.2122
688025.SH,20240630,2.7014,40.4276,11.6967,4.9085,26.9369,0.1615
688025.SH,20240331,1.2724,40.7162,-13.19,-13.7605,21.7852,0.3124
688025.SH,20231231,4.5441,41.1063,39.8714,4.4588,23.1488,2.4636
