ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300276.SZ,20260331,-0.8582,11.4469,-311.7782,-24.3734,61.1882,0.042
300276.SZ,20251231,-10.8378,13.1483,-737.5172,-8.6873,60.2524,0.1498
300276.SZ,20250930,1.0175,13.2414,104.8424,-21.2179,53.2854,0.1345
300276.SZ,20250630,0.3295,10.4327,139.051,-11.7021,52.7136,0.0083
300276.SZ,20250331,0.2078,14.7643,-44.943,-31.8807,55.4269,0.0003
300276.SZ,20241231,0.7949,14.6594,43.7265,11.6768,54.942,-0.0415
300276.SZ,20240930,0.5061,14.3112,-51.6538,23.2668,55.3153,-0.1482
300276.SZ,20240630,0.2308,12.6408,-73.2262,2.6064,56.9788,-0.0912
300276.SZ,20240331,0.5073,14.7097,4.5232,5.8396,58.6187,-0.0176
300276.SZ,20231231,0.5515,18.0958,103.9952,30.0975,60.9336,0.0487
