ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000725.SZ,20260331,1.063,15.5957,5.7758,0.7951,51.9161,0.332
000725.SZ,20251231,3.1639,15.6352,10.0262,3.1302,52.4551,1.305
000725.SZ,20250930,2.3838,14.417,39.0279,7.5255,52.4261,0.9829
000725.SZ,20250630,1.7164,14.4066,42.1547,8.4509,52.2696,0.6077
000725.SZ,20250331,1.0184,15.775,64.0556,10.2672,50.6677,0.3651
000725.SZ,20241231,2.925,15.2024,108.965,13.6569,52.4287,1.2681
000725.SZ,20240930,1.7654,16.4894,223.802,13.6082,51.74,0.8996
000725.SZ,20240630,1.2398,15.9951,210.4134,16.4738,52.5241,0.6608
000725.SZ,20240331,0.4594,14.4834,297.7972,20.8411,52.4654,0.4311
000725.SZ,20231231,-0.4765,12.553,-66.2208,-2.1693,52.8137,1.0172
