ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002654.SZ,20260331,-0.2721,8.2574,-192.425,3.7144,65.1586,-0.2044
002654.SZ,20251231,0.7332,9.927,-48.7991,14.0967,65.9735,0.2043
002654.SZ,20250930,0.556,9.4418,-16.5846,21.7743,65.324,0.213
002654.SZ,20250630,0.6948,9.147,-46.0747,27.4387,66.2229,-0.0807
002654.SZ,20250331,-0.3026,8.7252,-115.8019,29.5076,66.8792,-0.1966
002654.SZ,20241231,1.1567,9.8261,38.6202,15.0758,66.7456,-0.2652
002654.SZ,20240930,1.002,11.2314,-49.4448,-11.6766,63.5609,-0.2217
002654.SZ,20240630,0.9444,11.6585,524.6122,-8.4744,62.6846,-0.103
002654.SZ,20240331,0.1,11.0324,198.4297,-2.0437,63.3984,-0.0889
002654.SZ,20231231,-8.0404,9.6433,126.4675,13.0059,61.995,0.0446
