ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002518.SZ,20260331,2.6515,29.7124,24.8439,31.4663,37.4525,0.1941
002518.SZ,20251231,12.5775,28.9842,54.9673,26.7201,37.4833,1.5655
002518.SZ,20250930,9.3216,28.565,24.9303,23.9339,35.0462,0.8476
002518.SZ,20250630,5.3706,28.9923,16.4931,14.3454,34.1189,0.235
002518.SZ,20250331,2.3414,29.3703,-10.4436,13.5141,34.8677,-0.2257
002518.SZ,20241231,8.0386,29.4305,-53.3753,-23.5422,38.3198,0.8438
002518.SZ,20240930,7.6746,31.6923,-48.4141,-28.4298,35.0624,0.2865
002518.SZ,20240630,4.9154,32.0069,-56.2446,-32.9865,34.2845,-0.0626
002518.SZ,20240331,2.6963,33.36,-46.9136,-40.7503,33.7215,-0.0863
002518.SZ,20231231,21.0635,32.8939,28.7891,23.6073,37.3785,0.8781
