ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688256.SH,20260331,7.5629,54.3304,185.0387,159.5555,16.3795,1.9777
688256.SH,20251231,20.5105,55.1517,555.2403,453.205,11.8656,-1.1819
688256.SH,20250930,16.9583,55.2929,321.4857,2386.3793,10.1158,-0.07
688256.SH,20250630,14.9871,55.9254,295.8242,4347.8163,19.6829,2.178
688256.SH,20250331,4.9056,55.9897,256.8156,4230.2203,15.9685,-3.3521
688256.SH,20241231,-15.6234,56.7114,46.6858,65.5606,19.163,-3.8758
688256.SH,20240930,-15.989,55.2292,10.3057,27.087,15.5568,-4.3351
688256.SH,20240630,-11.1985,62.7204,2.7016,-43.4206,13.6721,-1.5152
688256.SH,20240331,-4.696,57.6099,11.1182,-65.9094,9.0875,-0.562
688256.SH,20231231,-19.8548,69.1565,32.468,-2.6951,10.7277,-1.4295
