ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300655.SZ,20260331,0.2549,21.3504,-84.6175,13.3883,27.4566,0.0004
300655.SZ,20251231,2.0213,24.9448,183.162,12.1733,27.8691,0.3451
300655.SZ,20250930,1.9625,25.5276,19202.6503,11.922,26.6484,0.2841
300655.SZ,20250630,1.2948,24.4688,1501.6631,10.6836,28.4973,0.1633
300655.SZ,20250331,0.3633,23.0462,582.153,12.1749,29.5947,0.058
300655.SZ,20241231,-7.132,19.2262,-1311.6057,10.4429,29.5317,0.2461
300655.SZ,20240930,-0.4755,19.8203,-97.0372,10.5627,28.3325,0.1432
300655.SZ,20240630,-0.0986,18.4545,-146.4477,10.4595,28.4172,0.113
300655.SZ,20240331,0.0022,21.3943,-150.3277,11.6868,30.7968,0.0316
300655.SZ,20231231,2.0617,23.611,-90.9263,-25.5691,32.4563,0.1443
