ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600580.SH,20260331,,23.3059,2.9405,-1.314,53.9067,0.1644
600580.SH,20251231,7.8416,25.3677,42.0433,-4.884,54.3045,1.1416
600580.SH,20250930,6.9289,25.378,28.2616,-1.8649,55.242,0.7278
600580.SH,20250630,4.6897,25.488,36.7624,0.6602,56.3956,0.4547
600580.SH,20250331,2.3057,24.3502,20.4456,7.9498,55.7069,0.2332
600580.SH,20241231,6.5357,24.0488,49.6317,4.3696,56.6843,1.1804
600580.SH,20240930,5.929,25.4564,-30.9247,1.0571,56.7677,0.6339
600580.SH,20240630,3.6223,25.6997,-35.0853,2.0945,56.5139,0.2707
600580.SH,20240331,2.0825,25.4018,-13.5983,-2.4624,55.9453,-0.0261
600580.SH,20231231,5.1879,25.1624,-33.7303,9.1187,56.608,1.246
