ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603063.SH,20260331,0.7607,40.6622,-51.4798,-25.8221,41.8894,-0.4557
603063.SH,20251231,11.1009,38.0121,20.5285,11.6421,43.3102,0.9082
603063.SH,20250930,6.6674,36.8992,31.9861,20.1912,44.3658,0.0429
603063.SH,20250630,5.0398,36.658,56.7928,36.3867,44.3476,-0.38
603063.SH,20250331,2.1724,38.4063,90.35,41.0226,42.7332,-0.1505
603063.SH,20241231,9.6277,37.8616,-12.2786,-0.4993,44.6331,0.6132
603063.SH,20240930,6.5348,37.4751,-36.9063,-11.6075,44.1811,-0.0902
603063.SH,20240630,4.1088,38.5505,-23.6425,-10.3436,44.6245,-0.2167
603063.SH,20240331,1.7861,43.96,-29.4645,-10.0428,43.5397,-0.7129
603063.SH,20231231,11.4428,35.7574,88.178,33.5645,44.5326,1.1013
