ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
001696.SZ,20260331,2.6369,12.884,-24.161,-5.3583,52.9722,0.3298
001696.SZ,20251231,12.12,13.5897,44.2529,18.5488,53.0488,1.0613
001696.SZ,20250930,13.5625,14.286,93.6964,31.1847,53.3167,0.5997
001696.SZ,20250630,9.5363,14.1777,79.3709,40.2925,55.5723,0.4933
001696.SZ,20250331,4.3258,13.2399,88.2844,40.5728,53.7823,0.3442
001696.SZ,20241231,9.0009,13.5793,27.4505,29.8363,54.8048,0.2838
001696.SZ,20240930,7.5708,14.1829,4.7785,27.0205,53.2302,0.3209
001696.SZ,20240630,5.5626,14.3945,8.6705,19.4156,53.12,-0.3273
001696.SZ,20240331,2.4116,13.5048,8.0018,9.262,51.458,-0.1737
001696.SZ,20231231,6.4581,14.553,-7.2611,-0.0359,48.2295,0.5269
