ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002196.SZ,20260331,0.6615,12.3503,177.3317,53.5364,69.9183,0.0776
002196.SZ,20251231,1.6055,12.9976,174.1208,17.8201,69.8459,0.2311
002196.SZ,20250930,0.5579,13.7269,153128.6021,10.4445,68.0985,-0.0514
002196.SZ,20250630,-0.8816,12.5867,-951.9319,8.5142,66.5047,-0.0845
002196.SZ,20250331,-1.2223,11.3534,-80.3333,9.2222,65.9494,0.0317
002196.SZ,20241231,-2.7495,13.6764,-128.3235,-0.8888,65.893,0.63
002196.SZ,20240930,-0.1828,13.4583,-99.9897,11.9841,63.7752,0.3722
002196.SZ,20240630,-0.194,14.2809,-96.8308,14.7606,65.1246,0.2342
002196.SZ,20240331,-0.8813,13.3372,-202.0356,9.1059,66.4052,0.2551
002196.SZ,20231231,-0.0637,15.8059,143.294,7.0939,65.4084,0.335
