ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600552.SH,20260331,0.5212,18.2445,17.0699,15.0659,61.9266,0.0071
600552.SH,20251231,2.1689,18.0587,-8.1978,20.1493,61.6427,0.504
600552.SH,20250930,1.9956,18.5191,15.0581,20.5749,60.6532,0.1938
600552.SH,20250630,0.6914,16.3617,23.7029,24.697,61.1473,0.2736
600552.SH,20250331,0.2819,17.7401,73.0138,0.1228,60.3649,0.0423
600552.SH,20241231,-0.0058,16.9655,30.7555,-2.3195,58.8937,0.1529
600552.SH,20240930,0.0088,18.6841,16.415,-5.4631,58.875,-0.1341
600552.SH,20240630,-0.7314,15.7774,-47.5983,-9.6427,57.4802,0.0303
600552.SH,20240331,-0.752,14.3336,-54.8307,-0.4805,56.3102,-0.0313
600552.SH,20231231,-1.2854,13.2537,-24.3731,6.1703,56.0355,0.1413
