ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300666.SZ,20260331,2.4705,32.856,33.4161,30.4917,57.6862,0.6992
300666.SZ,20251231,7.6107,27.1716,24.6999,27.7156,54.3983,1.7715
300666.SZ,20250930,6.2526,28.9324,39.7207,25.3682,53.4234,1.3949
300666.SZ,20250630,3.816,29.7234,56.7947,28.7111,51.0332,1.0507
300666.SZ,20250331,1.9913,32.3858,163.5758,29.5268,50.2464,0.2279
300666.SZ,20241231,6.9963,28.1746,56.7921,38.5667,49.0432,-0.363
300666.SZ,20240930,6.1145,29.9571,48.5146,41.7665,42.1228,-0.438
300666.SZ,20240630,4.0204,30.9977,5.3236,35.9125,39.1688,-0.4864
300666.SZ,20240331,1.6741,31.973,7.1585,36.6501,36.447,-0.3357
300666.SZ,20231231,3.8081,29.2024,-3.353,11.8864,34.1511,0.9457
