ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002080.SZ,20260331,2.2366,20.9424,40.1477,24.4978,56.3245,-1.2004
002080.SZ,20251231,6.6782,18.9317,103.817,25.8993,56.791,3.219
002080.SZ,20250930,,19.675,143.2403,29.0883,56.601,2.1581
002080.SZ,20250630,4.2929,20.055,114.9169,26.4817,56.2977,1.183
002080.SZ,20250331,1.3431,18.5417,68.3367,24.2638,55.4883,-0.1718
002080.SZ,20241231,2.0689,17.0221,-59.8856,-7.3719,55.3376,2.1453
002080.SZ,20240930,1.7604,17.811,-64.36,-8.2004,54.7286,1.1287
002080.SZ,20240630,1.2778,18.412,-66.5972,-14.8578,54.9221,-0.0122
002080.SZ,20240331,0.5787,19.434,-47.656,-12.1572,53.9926,-1.0471
002080.SZ,20231231,10.9636,24.647,-37.7737,0.293,53.3549,2.8722
