ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002217.SZ,20260331,-0.0127,17.8341,-79.7385,8.3477,26.2926,-0.0006
002217.SZ,20251231,2.4218,17.4506,-98.5043,27.0173,24.4128,-0.0082
002217.SZ,20250930,1.3219,17.0407,101.4499,23.839,24.2347,-0.0466
002217.SZ,20250630,0.8364,18.4193,101.3703,26.8522,25.0793,-0.0389
002217.SZ,20250331,0.022,15.4608,101.058,8.6311,25.611,-0.0261
002217.SZ,20241231,,-39.0102,112.566,-71.3491,27.5156,-0.0077
002217.SZ,20240930,,-34.2886,62.6951,-75.4686,214.4019,-0.0463
002217.SZ,20240630,,-39.6816,64.9442,-80.2449,206.1606,-0.0286
002217.SZ,20240331,,-29.5826,12.7222,-81.7451,193.1402,-0.0006
002217.SZ,20231231,,-3.6689,-248.8732,-61.1159,193.912,0.0847
