ts_code,name,industry,market,list_date,exchange,trade_date,close,pe_ttm,pb,total_mv,dv_ttm,h1_ann_date,h1_end_date,h1_roe,h1_roe_dt,h1_roic,h1_profit_dedt,h1_ocfps,h1_eps,h1_debt_to_assets,h1_grossprofit_margin,h1_netprofit_margin,h1_or_yoy,h1_netprofit_yoy,h1_dt_netprofit_yoy,h1_ocf_to_or,h1_ocf_to_profit,h1_interestdebt,h1_netdebt,h1_current_ratio,h1_rd_exp,fy_ann_date,fy_end_date,fy_roe,fy_roe_dt,fy_roic,fy_profit_dedt,fy_ocfps,fy_eps,fy_debt_to_assets,fy_grossprofit_margin,fy_netprofit_margin,fy_or_yoy,fy_netprofit_yoy,fy_dt_netprofit_yoy,fy_ocf_to_or,fy_ocf_to_profit,fy_interestdebt,fy_netdebt,fy_current_ratio,fy_rd_exp,years,profit_positive_years,cash_positive_years,roe_median,roic_median,cash_conversion_median,gross_margin_std,profit_cagr5,revenue_cagr5,market_cap_yi,financial,quality_score,growth_score,valuation_score,score,eligible_basic,eligible,gate_failures
001221.SZ,悍高集团,家居用品,主板,20250730,SZSE,20260918.0,35.03,19.1849,4.6085,1401235.03,2.141,20260810.0,20260630.0,9.9821,9.5239,8.7485,278900259.63,0.6174,0.73,28.7454,35.8134,17.4201,15.7405,10.1247,6.82,0.1472,73.2257,389268141.87,-1495523701.74,2.2302,60275443.22,20260427.0,20251231.0,30.8374,30.4275,27.3265,694157387.83,2.5995,1.87,31.4101,37.2031,19.571,25.8291,32.3948,33.4,0.2893,126.2378,385089561.94,-1723921408.63,2.2937,121823215.38,5,5,5,31.3793,27.3265,115.8911,2.6356494440649723,64.71143406431375,33.32965983725848,140.123503,False,57.587161954602244,21.2506,11.746272222222222,90.58403417682446,False,False,上市不足五年；总市值低于200亿元或缺失
603444.SH,吉比特,互联网,主板,20170104,SSE,20260918.0,347.71,11.1802,4.1358,2504941.0881,6.5886,20260814.0,20260630.0,18.8728,18.7893,18.2544,1086707855.97,17.6686,15.15,22.6105,93.7078,34.2236,48.0138,69.3142,67.77,0.3415,83.5202,24240639.42,-4875531224.9,3.344,431424748.7,20260327.0,20251231.0,34.4515,33.2571,33.9513,1731480486.48,38.8089,24.9,24.1584,93.9014,34.5847,67.8894,89.8221,97.39,0.4506,111.7417,23811018.59,-4366195841.73,3.0144,887440582.08,5,5,5,29.2439,33.9513,97.3504,3.2535674520439857,13.988842844348536,17.739146833528928,250.49410880999997,False,54.55229177104393,20.572088443603104,15.0,90.12438021464703,True,True,
605499.SH,东鹏饮料,软饮料,主板,20210527,SSE,20260918.0,111.54,16.6879,4.2049,8189259.1037,1.7241,20260731.0,20260630.0,19.842,17.9787,13.1342,2597599384.58,3.395,3.9949,45.472,48.3649,23.0425,15.8933,20.7201,14.41,0.2003,68.6874,6059043393.62,-8415659575.98,1.5761,46043289.72,20260331.0,20251231.0,51.6141,48.9125,28.1759,4184165425.82,11.8732,8.4907,64.7323,44.905,21.1447,31.7979,32.7217,28.26,0.2958,110.2122,7055606161.06,1375567169.39,0.9154,66338402.68,5,5,5,35.2535,26.6463,126.7698,1.1429451399782933,39.05036117623624,33.30803547247649,818.92591037,False,56.100320634920635,22.22991,11.780036111111112,90.11026674603175,True,True,
002847.SZ,盐津铺子,食品,主板,20170208,SZSE,20260918.0,42.45,14.3193,5.4608,1146945.6786,3.3068,20260820.0,20260630.0,20.0935,18.43,13.7454,390074884.71,2.1719,1.56,49.5508,32.2195,13.8177,4.4079,14.1039,16.76,0.1911,116.4738,1085437859.37,888631556.11,0.9492,41267243.17,20260408.0,20251231.0,38.702,36.9702,27.277,714923986.83,3.3331,2.78,47.069,30.7967,12.8884,8.6407,16.9495,25.86,0.1577,98.0593,977428950.32,810107913.24,0.8611,75646354.39,5,5,5,35.7033,27.277,124.7741,2.2772602503886112,30.4360624014552,24.0845826766116,114.69456785999999,False,54.735532978427756,20.22658,14.1335,89.09561297842775,False,False,总市值低于200亿元或缺失
002517.SZ,恺英网络,互联网,主板,20101207,SZSE,20260918.0,16.61,14.8982,3.3829,3548632.3213,0.5977,20260827.0,20260630.0,14.0087,11.4431,14.7331,1166734977.33,0.6846,0.67,25.7651,76.8728,32.3731,86.0574,50.3442,24.31,0.3049,92.945,153772936.03,-4537898968.89,2.674,218657675.44,20260429.0,20251231.0,23.1442,22.4041,22.202,1842747267.75,1.0591,0.89,24.2735,80.8401,35.7225,4.0402,16.8965,15.21,0.4249,114.2283,178525389.25,-4057417874.41,2.4952,595108685.97,5,5,5,24.2705,26.4461,104.7205,5.22870908848446,88.61273239122731,28.109020766523397,354.86323213,False,53.51246438272242,24.28875,10.747125,88.54833938272242,True,True,
300628.SZ,亿联网络,通信设备,创业板,20170317,SZSE,20260918.0,41.46,18.2079,5.7041,5252643.6864,4.3413,20260819.0,20260630.0,16.4461,15.59,16.3552,1444899264.04,0.6541,1.2032,9.7295,64.8811,45.5096,26.3958,22.9192,25.04,0.2474,49.2783,6800703.73,-1006126969.24,8.6326,230975968.27,20260422.0,20251231.0,28.4602,26.5424,28.3032,2425361907.9,1.4465,2.0551,12.7878,63.3196,43.1051,7.3264,-1.7844,-0.39,0.3037,64.5581,8807355.11,-878325034.56,6.5781,529947069.39,5,5,5,26.5424,28.3032,82.7457,1.7548385204912726,16.816271964354623,16.978879858735873,525.26436864,False,53.249385714285715,20.552758972087826,14.287133333333333,88.08927801970687,True,True,
688615.SH,合合信息,软件服务,科创板,20240926,SSE,20260918.0,87.2,36.7186,5.7566,1709120.0,1.3516,20260820.0,20260630.0,8.3761,7.0789,8.0163,208499982.91,1.3993,1.26,23.8879,86.9548,23.6809,22.2827,4.8097,-1.43,0.266,105.1423,42653886.83,-607685057.6,3.9488,310223793.04,20260317.0,20251231.0,16.2792,14.4137,15.3337,402098901.71,4.3319,3.24,24.4085,86.704,25.0818,25.8318,13.3854,9.6,0.3351,125.8501,42357188.57,-963376876.19,3.9125,527836494.36,5,5,5,35.5255,36.0963,134.4207,1.2978000431499426,33.01779201868267,25.63074263022218,170.912,False,60.0,21.07125,6.863144444444444,87.93439444444444,False,False,上市不足五年；总市值低于200亿元或缺失
300573.SZ,兴齐眼药,化学制药,创业板,20161208,SZSE,20260918.0,36.12,16.198,5.9267,1281962.7324,3.262,20260828.0,20260630.0,20.787,20.8443,20.094,431589421.95,1.1011,1.2,21.1516,82.2912,30.724,20.4801,28.5456,30.4,0.2809,79.4817,59159316.5,-407088304.84,1.954,161302852.97,20260422.0,20251231.0,38.9702,39.037,36.0731,697046957.34,3.0572,2.83,22.0928,81.1569,28.1398,27.2444,105.8368,100.56,0.3047,91.6284,82028488.07,-311685495.72,1.8584,246243474.96,5,5,5,18.2388,18.9017,114.4585,1.440708406652778,52.27618235600999,29.13258923727342,128.19627324,False,49.09323277310924,25.0,13.811277777777779,87.90451055088701,False,False,总市值低于200亿元或缺失
603091.SH,众鑫股份,家居用品,主板,20240920,SSE,20260918.0,46.9,19.5242,2.9439,671299.867,1.4621,20260826.0,20260630.0,8.6752,8.536,7.2589,190978662.58,1.1376,1.36,26.0589,33.861,21.3027,33.6987,66.6116,75.06,0.1804,79.8445,512347197.83,152206762.16,2.2858,15537531.06,20260414.0,20251231.0,12.6922,13.0988,10.5619,274760588.47,4.081,2.6,23.6622,32.9487,17.589,-2.6247,-17.794,-10.78,0.2771,134.7214,385371746.6,59824678.7,2.6876,36759343.77,5,5,5,23.6385,19.8242,83.3528,2.4435205476934296,31.360756216137496,21.086238298562133,67.1299867,False,51.33994923752354,25.0,10.822247222222222,87.16219645974576,False,False,上市不足五年；总市值低于200亿元或缺失
920663.BJ,明阳科技,汽车配件,北交所,20230315,BSE,20260918.0,12.4,17.2596,4.0873,165605.1124,4.8337,20260813.0,20260630.0,10.4696,10.5246,10.4494,42689259.75,0.3356,0.32,21.5788,40.3349,23.048,10.0535,33.1965,33.44,0.2432,91.3653,0.0,-77452479.36,3.1731,9654871.78,20260401.0,20251231.0,21.914,21.6814,21.6164,84459698.26,0.5905,0.64,21.7951,40.7859,21.9418,27.8433,7.8856,15.58,0.2027,80.2622,0.0,-62937710.04,3.1536,25636835.39,5,5,5,23.4804,21.5754,80.2622,2.068449141748474,20.374267726446995,24.48634091193067,16.56051124,False,51.06405458052485,21.530465672463038,14.497866666666667,87.09238691965454,False,False,上市不足五年；总市值低于200亿元或缺失
000933.SZ,神火股份,铝,主板,19990831,SZSE,20260918.0,26.81,8.761,2.1784,6029580.7964,2.9635,20260728.0,20260630.0,18.3032,18.3183,15.1283,4785311221.37,3.2016,2.16,42.3153,36.1731,24.5155,21.3544,151.0625,138.07,0.2904,92.9299,11673112669.2,636433735.6,0.9702,371239922.81,20260324.0,20251231.0,17.3209,17.6232,12.0498,4075249716.28,3.8876,1.81,42.188,23.3586,11.0655,7.4743,-6.9987,-0.94,0.212,128.8286,8959251482.83,5941951202.33,0.7305,326652097.92,5,5,5,32.4484,12.0498,128.9775,5.8986089658494905,115.78539022523033,16.973332295492447,602.95807964,False,49.38043130110597,23.78933291819698,13.704374999999999,86.87413921930295,True,True,
688617.SH,惠泰医疗,医疗保健,科创板,20210107,SSE,20260918.0,240.0,36.4142,11.0021,3396700.8,0.4097,20260820.0,20260630.0,17.4003,17.1235,16.6776,528771505.05,3.8811,3.82,13.7873,72.9767,34.583,25.7493,26.3802,28.71,0.3599,90.9316,13735677.53,-1334822505.31,4.6724,196698473.19,20260325.0,20251231.0,29.2823,28.2203,27.8906,790875930.28,6.8621,5.82,14.2806,72.8769,31.2601,25.0811,21.9096,23.0,0.3745,102.4563,19402953.04,-1245015132.94,4.624,364801511.35,5,5,5,25.52,26.7655,98.6332,1.2961515112053876,51.915754048281656,40.05863195971033,339.67008,False,55.51902857142857,24.83875,5.753413888888889,86.11119246031745,True,True,
603605.SH,珀莱雅,日用化工,主板,20171115,SSE,20260918.0,55.83,11.8402,3.3207,2210734.5663,3.5514,20260825.0,20260630.0,18.1782,10.3388,15.5371,664234371.34,2.4013,2.96,33.6624,74.3208,22.2175,0.2408,46.2592,-13.8,0.1769,71.8489,929364858.36,-4443223251.15,2.8234,99429488.73,20260422.0,20251231.0,25.9505,25.5132,22.6561,1472509703.02,5.5386,3.81,26.1669,73.2648,14.5556,-1.6791,-3.4951,-3.23,0.207,116.9094,911892657.66,-4149088900.61,4.4657,216843240.79,5,5,5,25.5132,22.6561,105.0635,2.5067464804004422,25.66198264527866,23.077473752547096,221.07345663,False,55.307059640225916,16.04816,14.439250000000001,85.79446964022591,False,False,最新扣非利润下降超过10%或缺失
605098.SH,行动教育,文教休闲,主板,20210421,SSE,20260918.0,53.71,17.7803,6.1378,640497.6581,5.0114,20260812.0,20260630.0,16.7207,14.6482,15.5043,150435559.43,1.8641,1.44,57.4779,78.8631,40.2795,24.4397,30.6707,24.93,0.5194,110.638,25423540.44,-1469049451.37,1.602,13471969.57,20260415.0,20251231.0,32.4491,28.2544,29.6609,278566661.73,3.4781,2.68,57.4394,78.8588,39.8368,3.5461,19.1199,15.58,0.5113,111.565,30562493.04,-1409086718.55,1.5929,30759853.55,5,5,5,21.2233,20.1634,126.6541,1.7507019834911979,22.448194600568215,16.459078747426446,64.04976581,False,48.97263781512605,22.133303771152406,14.382155555555556,85.488097141834,False,False,总市值低于200亿元或缺失
001395.SZ,亚联机械,专用机械,主板,20250127,SZSE,20260918.0,29.0,13.3671,2.5917,328894.8,2.6525,20260821.0,20260630.0,12.7563,12.5568,12.673,154912139.75,0.8596,1.39,41.8132,43.2743,30.5732,36.9333,60.0063,65.06,0.1894,54.1912,3194276.07,-178785869.08,1.6545,14416269.34,20260424.0,20251231.0,19.688,18.9129,19.492,179665705.07,0.2394,2.19,44.4799,37.4163,23.359,-7.4199,20.9346,20.26,0.0261,10.1159,1329618.58,-184369148.27,1.4766,41642541.81,5,5,4,18.9129,19.492,131.1818,2.9697593383976413,26.670040821756636,18.142578499149998,32.88948,False,47.602117406965526,24.25703139966,13.315625,85.17477380662552,False,False,上市不足五年；总市值低于200亿元或缺失
688278.SH,特宝生物,生物制药,科创板,20200117,SSE,20260918.0,51.5,19.467,6.7729,2102175.925,1.1937,20260819.0,20260630.0,14.5429,14.8966,12.6094,488115653.17,0.8245,1.17,30.9501,88.9389,25.9467,21.5772,11.3656,13.16,0.1832,58.9659,801020041.34,-36451560.06,4.7308,213702362.56,20260327.0,20251231.0,34.358,35.3872,33.0886,1062128487.04,1.7869,2.53,21.1258,92.9648,27.9047,31.1807,24.6053,28.44,0.1974,58.3201,207461855.21,-345699411.6,3.8613,423261353.16,5,5,5,35.2856,33.0886,75.2292,2.378536455049619,57.17247899150186,36.01264725887538,210.2175925,False,51.727881382260655,22.895,10.499458333333333,85.122339715594,True,True,
000807.SZ,云铝股份,铝,主板,19980408,SZSE,20260918.0,27.37,8.652,2.4873,9491799.4038,2.5539,20260828.0,20260630.0,21.8929,21.7098,21.3802,7619405780.06,2.4157,2.22,15.8049,31.8381,25.2084,20.3002,177.614,176.51,0.2395,80.2117,2099432237.63,-10486907101.14,4.0131,1220953561.9,20260328.0,20251231.0,20.0643,19.884,20.0877,6000259649.47,2.4315,1.75,19.8367,16.7871,12.2377,10.2708,37.2425,40.91,0.1404,97.4728,2385209155.88,-4383818537.61,2.6443,2109407700.68,5,5,5,19.884,15.5553,116.4099,2.6585660593635816,50.74565156522226,15.17062525902,949.17994038,False,48.6649964930098,23.068250103608,13.192375,84.9256215966178,True,True,
920976.BJ,视声智能,通信设备,北交所,20230901,BSE,20260918.0,22.61,20.5494,6.0171,160425.6374,2.635,20260825.0,20260630.0,13.8021,13.5402,13.6912,36956378.39,0.0571,0.53,28.1394,53.9229,22.8332,29.305,39.8914,41.71,0.0246,9.6441,1521903.59,-53001157.78,2.6274,16096017.55,20260411.0,20251231.0,24.5734,23.5434,24.1363,64503886.93,0.8889,0.95,31.6392,55.5735,22.276,21.5343,41.2052,57.55,0.2087,84.5928,2089151.57,-102415504.75,2.4578,33364328.21,5,5,5,23.5434,24.1363,102.6454,7.188037621840888,28.93647888483539,11.542798496821849,16.042563740000002,False,51.13602942752591,21.61711939872874,12.06055,84.81369882625467,False,False,上市不足五年；总市值低于200亿元或缺失
300693.SZ,盛弘股份,电气设备,创业板,20170822,SZSE,20260918.0,38.7,22.1773,5.3896,1210519.746,2.1395,20260811.0,20260630.0,10.3203,10.3214,9.5263,227810093.58,0.5314,0.73,46.8515,40.7029,12.927,29.1564,44.1115,50.45,0.0945,63.9658,116471453.58,-383131042.36,1.3174,157808944.97,20260410.0,20251231.0,23.8877,23.329,21.3678,464978054.24,2.2411,1.5286,47.8033,38.4677,13.6968,14.052,10.9883,11.56,0.2024,135.8512,122431075.56,-569121359.52,1.3569,286843304.68,5,5,5,23.329,21.3678,85.8394,2.438638315125881,39.64207504066053,35.03146571811344,121.05197460000001,False,47.70653377947023,25.0,11.079419444444445,83.78595322391466,False,False,总市值低于200亿元或缺失
301004.SZ,嘉益股份,家居用品,创业板,20210625,SZSE,20260918.0,33.2,15.9852,2.5583,484076.916,2.9822,20260829.0,20260630.0,9.0614,8.5148,7.8538,159985510.92,0.7141,1.17,30.7366,27.1509,16.4618,-26.1022,-44.1028,-45.77,0.1007,60.1611,415222664.83,139357113.25,3.7992,34963970.9,20260429.0,20251231.0,23.1746,22.0109,19.28,415208795.31,5.5636,3.02,30.5651,30.2313,18.5759,-17.029,-40.3552,-42.77,0.3447,164.0622,435793526.16,-78040775.06,3.6406,93154615.01,5,5,5,36.8042,36.3198,101.9013,5.002821445444559,51.42743457254581,45.9313288270146,48.4076916,False,53.94544770770827,16.0,13.508816666666668,83.45426437437493,False,False,总市值低于200亿元或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
301501.SZ,恒鑫生活,造纸,创业板,20250319,SZSE,20260918.0,27.31,25.1592,1.9337,403914.9,1.2816,20260829.0,20260630.0,2.9594,2.6465,2.7032,55497310.88,0.4562,0.4196,22.8801,18.4953,6.7758,7.4169,-50.4948,-38.97,0.0721,91.9263,254801956.19,-113834672.27,2.0734,27371952.52,20260428.0,20251231.0,14.2047,11.4947,12.0274,181137113.48,2.2958,1.6144,23.745,24.0006,12.6078,15.7294,1.7976,-15.44,0.1841,134.9878,214741834.27,-106401671.08,2.1215,52841077.4,5,5,5,22.9343,18.0333,143.171,1.826005102128688,26.322132092447625,34.16182752271364,40.391490000000005,False,56.25863137254902,17.48338,9.3444,83.08641137254901,False,False,上市不足五年；总市值低于200亿元或缺失；最新扣非利润下降超过10%或缺失
300910.SZ,瑞丰新材,化工原料,创业板,20201127,SZSE,20260918.0,27.76,13.6143,2.8017,1063325.4248,4.096,20260826.0,20260630.0,10.8931,10.0273,8.9831,381869385.35,-0.2426,1.34,31.7476,33.1833,21.3826,16.8283,12.0596,7.83,-0.0478,-19.5519,1025680278.49,712959415.39,1.9036,142888971.12,20260321.0,20251231.0,20.5529,18.6529,18.0266,668318230.07,2.5235,2.5,24.4734,34.6015,21.139,11.1124,1.9248,-1.8,0.2129,87.3237,701151904.12,-140040264.61,2.746,160596338.41,5,5,5,19.3937,19.6867,87.3237,2.694637505676786,29.997776120354793,32.444664156535396,106.33254247999999,False,46.276367992191965,21.594409999999996,15.0,82.87077799219196,False,False,总市值低于200亿元或缺失
600938.SH,中国海油,石油开采,主板,20220421,SSE,20260918.0,32.3,11.0953,1.7934,153521751.42,3.5447,20260827.0,20260630.0,10.347,,9.4335,,2.9798,1.81,28.6023,53.4637,35.3865,16.8837,23.4205,,0.5837,124.6346,68088000000.0,-246290000000.0,2.7996,665000000.0,20260327.0,20251231.0,15.7495,15.5298,13.9907,120379000000.0,4.3981,2.57,26.7054,51.4688,30.6735,-5.2998,-11.4937,-9.8,0.5249,123.6108,69800000000.0,-144895000000.0,3.237,5481000000.0,5,5,5,18.8662,16.094,121.3152,1.5906987763244176,41.30173819102217,20.7118493943943,15352.175141999998,False,48.93907899159664,19.37674,14.430875,82.74669399159664,False,False,上市不足五年；最新扣非利润非正或缺失；最新扣非利润下降超过10%或缺失
300750.SZ,宁德时代,电气设备,创业板,20180611,SZSE,20260918.0,301.95,16.4375,3.6831,139719345.7275,2.7511,20260725.0,20260630.0,12.0827,10.8906,8.3676,39013300000.0,13.0152,9.51,63.6525,23.9284,16.9837,54.8004,41.9839,43.44,0.2175,108.1777,149029045000.0,-223024230000.0,1.5595,11376545000.0,20260310.0,20251231.0,24.7249,22.0903,15.5561,64507864000.0,29.1906,16.14,61.9393,26.2728,18.1227,17.0406,42.2834,43.37,0.3144,148.8182,119656489000.0,-213856438000.0,1.5977,22146581000.0,5,5,5,22.0903,13.7848,166.2291,2.540485972210829,72.16503279831095,53.13159433263122,13971.934572749999,False,44.61721979678,25.0,13.119430555555557,82.73665035233556,True,True,
000408.SZ,藏格矿业,农药化肥,主板,19960628,SZSE,20260918.0,72.16,19.896,6.5834,11321289.1968,3.4567,20260811.0,20260630.0,21.7587,22.1631,21.4514,3705693238.72,0.6273,2.32,7.7652,66.6895,175.7614,23.0455,102.0926,104.92,0.4766,25.331,232785645.34,-2601794431.18,3.6257,9600805.73,20260314.0,20251231.0,25.5897,26.7778,25.3164,4031206848.14,1.3376,2.46,8.3473,59.2391,107.2835,10.0268,49.3168,58.28,0.5872,49.8142,246062381.41,-1725827804.33,3.4988,21220978.0,5,5,5,26.7778,25.3164,73.4439,13.418672126294764,83.40534640677168,13.445620634023614,1132.1289196799999,False,46.92055714285714,22.378248253609446,13.232875,82.53168039646658,True,True,
600989.SH,宝丰能源,化工原料,主板,20190516,SSE,20260918.0,23.59,11.2623,3.1337,17299396.24,3.5314,20260813.0,20260630.0,18.7805,17.7805,12.4592,9209887019.74,1.6315,1.33,41.8361,43.5632,32.2139,32.3321,70.1374,65.07,0.3962,100.8996,27241000958.87,24601036407.26,0.3895,526810971.92,20260313.0,20251231.0,24.8376,25.2089,15.8976,11519983716.43,2.2979,1.56,46.3244,35.9159,23.6279,45.644,79.0924,69.91,0.3508,123.2829,30073677972.35,28728707413.48,0.2996,961150998.87,5,5,5,20.812,14.783,113.6594,4.524387296861311,18.902265137415284,24.705473433961878,1729.9396239999999,False,45.0525832429164,23.04872484397289,14.41425,82.51555808688929,True,True,
600961.SH,株冶集团,铅锌,主板,20040830,SSE,20260918.0,25.5,10.9967,4.6683,2735825.385,,20260819.0,20260630.0,36.8443,36.9244,29.3497,1952308116.82,2.1178,1.8,34.0145,20.071,13.7723,35.9091,232.7481,228.6,0.1606,99.3209,697089322.37,93116265.8,1.655,89668037.05,20260417.0,20251231.0,24.8158,32.1351,17.4823,1457105833.74,1.7153,0.99,48.9376,11.6459,5.0593,12.5876,43.0615,99.71,0.0827,132.3838,1778512113.05,948830403.58,1.0935,154687267.59,5,5,5,32.1351,12.9544,132.3838,3.116996257296437,51.2822638150954,2.966543840930136,273.5825385,False,53.712699561411945,18.186617536372054,10.0,81.899317097784,False,False,五年营收连乘增速低于3%或缺失
603202.SH,天有为,汽车配件,主板,20250424,SSE,20260918.0,51.75,12.037,1.2172,828000.0,4.8309,20260825.0,20260630.0,4.3006,,3.4567,,2.6426,1.82,26.7455,29.9378,16.0692,-10.7181,-44.5131,,0.2334,137.2252,480221467.74,-2467203546.31,3.5699,133904919.37,20260424.0,20251231.0,19.1482,18.3578,16.4025,883872616.62,6.6718,6.29,24.5948,34.5063,23.0457,-10.4623,-18.8794,-20.25,0.267,100.8111,452591524.69,-3659351691.38,4.0879,234578474.68,5,5,5,48.1741,35.4659,79.8237,5.745917218773692,106.33367910149562,33.754207600900735,82.8,False,50.49075888112358,16.0,15.0,81.49075888112358,False,False,上市不足五年；总市值低于200亿元或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
600211.SH,西藏药业,生物制药,主板,19990721,SSE,20260918.0,36.15,11.907,2.9774,1165183.908,5.5239,20260814.0,20260630.0,15.7669,11.4026,11.0046,439679798.06,1.4866,1.91,34.406,93.0031,36.7418,-5.832,7.1633,-19.0,0.3083,75.2948,1130940341.78,-1847486351.31,2.8749,57883864.72,20260313.0,20251231.0,24.3106,22.5863,18.7054,871408061.7,3.1173,2.91,33.984,94.2152,30.7553,6.2288,-10.7827,1.48,0.337,96.256,801272110.77,-1526194385.17,2.8274,74080120.0,5,5,5,22.5863,18.7054,118.2772,2.208362118630006,18.98898143422125,16.774318414236667,116.5183908,False,53.51326312496923,12.786201424645467,15.0,81.2994645496147,False,False,总市值低于200亿元或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
920160.BJ,北矿检测,电器仪表,北交所,20251118,BSE,20260918.0,18.84,24.218,3.8624,213419.52,1.327,20260826.0,20260630.0,8.7786,8.6279,7.8738,46840104.95,0.4243,0.42,15.855,65.1728,48.5246,14.2892,29.6579,28.59,0.4894,89.3893,49114828.79,-438604200.77,8.6141,2216874.49,20260404.0,20251231.0,18.4778,18.0918,15.8665,75609653.65,0.9003,0.88,12.5037,58.9832,41.2098,26.598,40.0678,49.34,0.5442,114.0682,27429533.44,-468871757.68,10.0212,12943521.07,5,5,5,18.6218,18.1192,108.8959,2.6350881582975556,27.676251496368366,22.036700290752886,21.341952,False,47.83056709994357,23.68159,9.610305555555556,81.12246265549913,False,False,上市不足五年；总市值低于200亿元或缺失
000792.SZ,盐湖股份,农药化肥,主板,19970904,SZSE,20260918.0,24.74,10.8634,2.7416,13091350.365,,20260826.0,20260630.0,13.3071,12.9447,13.7546,6000549265.36,1.1872,1.1657,14.0677,71.3851,55.5473,79.8793,137.8777,135.19,0.4813,74.1494,1478624726.99,-30792492977.26,6.4585,55419476.28,20260331.0,20251231.0,20.7902,20.6308,15.6375,8410569740.26,1.9202,1.6017,14.1532,57.8551,57.7152,2.4258,81.7569,91.13,0.6555,141.2774,1280904477.66,-21991905825.97,6.8062,87227011.56,5,5,5,30.5589,24.6546,117.6932,10.576352870815155,31.380448795237648,2.0400364238239987,1309.1350365,False,53.241885714285715,17.8160145695296,10.0,81.05790028381531,False,False,五年营收连乘增速低于3%或缺失
600809.SH,山西汾酒,白酒,主板,19940106,SSE,20260918.0,112.7,13.5051,3.6095,13748996.534,5.8208,20260831.0,20260630.0,16.5695,16.5694,16.3568,6439269103.86,5.4522,5.2783,39.3414,75.3999,30.7421,-12.1832,-24.2886,-24.39,0.3161,75.4086,11615268.63,-9709781705.75,2.1105,76514775.19,20260423.0,20251231.0,32.926,32.944,32.2791,12253039162.88,7.3883,10.0383,28.7429,74.8525,31.7557,7.5179,0.0281,0.06,0.2328,54.0984,196844114.48,-9570051624.09,2.8606,174280861.29,5,5,5,42.0748,41.053,73.5995,0.540011691540099,32.122006683838464,22.580344374218363,1374.8996534,False,49.86691904761905,16.0,15.0,80.86691904761905,False,False,最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
603409.SH,汇通控股,汽车配件,主板,20250304,SSE,20260918.0,17.74,21.9711,2.1698,333117.9946,1.1349,20260826.0,20260630.0,4.8625,4.758,4.7857,72735717.6,0.1505,0.4,31.0689,28.1469,10.6585,31.874,6.0326,6.62,0.0402,30.9585,34592017.91,-191808438.75,2.1093,42496632.41,20260418.0,20251231.0,12.9232,12.4026,11.7931,141449772.78,1.2057,1.22,27.953,25.4295,12.0051,15.5166,-9.6393,-11.88,0.123,87.5482,34978070.07,-244497473.26,2.5911,58821187.31,5,5,5,23.7198,20.1,76.881,5.23695620900156,31.794574177351564,33.345009232601306,33.311799459999996,False,48.6448228175533,22.0775,9.869491666666667,80.59181448421997,False,False,上市不足五年；总市值低于200亿元或缺失
601899.SH,紫金矿业,铜,主板,20080425,SSE,20260918.0,31.41,12.3451,4.1354,83521434.5586,3.2374,20260822.0,20260630.0,20.0148,19.4348,11.7433,38034770076.0,2.0861,1.473,49.5547,37.7472,25.653,15.7817,68.1703,75.89,0.2857,86.9629,165632172587.0,74314311032.0,1.3309,808078064.0,20260321.0,20251231.0,31.8309,31.183,17.5458,50723514740.0,2.8368,1.95,51.5586,27.7273,18.283,14.9648,61.5487,60.05,0.2161,91.8638,164498128198.0,98921390498.0,1.1446,1714881582.0,5,5,5,24.4173,12.8721,100.069,5.281421370994743,51.66013239300005,15.273979867370024,8352.14345586,False,43.890302866284216,22.265931946948008,14.04675,80.20298481323223,True,True,
603259.SH,药明康德,化学制药,主板,20180508,SSE,20260918.0,160.0,22.3994,5.8247,48539153.6,1.3045,20260804.0,20260630.0,13.5915,12.9683,11.4737,10572177317.83,3.2506,3.8,27.8495,53.9095,38.5028,38.935,29.4279,89.39,0.3356,71.6845,15112423897.2,-20613411554.71,2.5403,605013674.54,20260324.0,20251231.0,27.6853,19.1414,23.9198,13240556954.42,5.7656,6.7,22.181,47.6387,42.5312,15.8372,102.6451,32.56,0.3785,71.8893,8420113174.81,-26711196463.66,3.2065,1119452992.76,5,5,5,19.1414,16.5716,99.66,4.4731490510601155,40.889899986642476,22.415236867763166,4853.91536,False,44.94192554056642,25.0,9.986313888888889,79.9282394294553,True,True,
920206.BJ,彩客科技,染料涂料,北交所,20260608,BSE,20260918.0,39.47,19.3597,3.1989,282392.958,1.2668,20260819.0,20260630.0,11.7019,11.6223,11.3784,85364777.49,0.3201,1.32,7.5583,41.2347,28.4075,6.8838,-0.5613,0.15,0.0757,22.8059,1391939.04,-470489544.92,11.0579,5326305.54,20260328.0,20251231.0,28.5684,28.2238,27.4511,144586210.81,2.29,2.3,15.0545,40.0855,28.8844,11.4908,26.5528,27.54,0.2879,85.0492,10007777.78,-254858906.25,4.8561,24318628.28,5,5,5,28.2238,27.4511,90.2889,5.367371918639513,33.809818989932936,16.072689406125605,28.239295799999997,False,52.222378265136015,17.074585762450244,10.614677777777779,79.91164180536404,False,False,上市不足五年；总市值低于200亿元或缺失
