ts_code,name,industry,market,list_date,exchange,trade_date,close,pe_ttm,pb,total_mv,dv_ttm,h1_ann_date,h1_end_date,h1_roe,h1_roe_dt,h1_roic,h1_profit_dedt,h1_ocfps,h1_eps,h1_debt_to_assets,h1_grossprofit_margin,h1_netprofit_margin,h1_or_yoy,h1_netprofit_yoy,h1_dt_netprofit_yoy,h1_ocf_to_or,h1_ocf_to_profit,h1_interestdebt,h1_netdebt,h1_current_ratio,h1_rd_exp,fy_ann_date,fy_end_date,fy_roe,fy_roe_dt,fy_roic,fy_profit_dedt,fy_ocfps,fy_eps,fy_debt_to_assets,fy_grossprofit_margin,fy_netprofit_margin,fy_or_yoy,fy_netprofit_yoy,fy_dt_netprofit_yoy,fy_ocf_to_or,fy_ocf_to_profit,fy_interestdebt,fy_netdebt,fy_current_ratio,fy_rd_exp,years,profit_positive_years,cash_positive_years,roe_median,roic_median,cash_conversion_median,gross_margin_std,profit_cagr5,revenue_cagr5,market_cap_yi,financial,quality_score,growth_score,valuation_score,score,eligible_basic,eligible,gate_failures
603861.SH,白云电器,电气设备,主板,20160322,SSE,20260918.0,11.21,28.8958,1.5139,605931.888,1.1128,20260825.0,20260630.0,2.1625,,1.5278,,-0.8151,0.16,62.1488,17.97,4.0031,-0.0817,6.8297,,-0.1957,-434.1543,2862877473.8,2331314214.41,1.198,75118912.1,20260425.0,20251231.0,5.4673,4.8729,4.2278,181981480.63,-0.4807,0.4,60.8218,19.2963,4.5532,-1.1442,4.0119,8.88,-0.0527,-101.1447,2214213629.12,1652800046.3,1.1387,163498037.2,5,5,3,3.0505,2.9926,30.742,0.8615445124890528,53.02866470186611,10.229041097277891,60.5931888,False,9.522488888888889,12.091616438911156,8.303044444444444,29.917149772244493,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失；经营现金流正值年份不足四年；五年经营现金流利润总额比中位数低于60%或缺失
300563.SZ,神宇股份,通信设备,创业板,20161114,SZSE,20260918.0,27.02,79.3101,4.3691,492137.1462,0.8719,20260825.0,20260630.0,1.8649,1.6458,1.7598,18981870.3,0.2686,0.12,40.5601,17.0437,4.977,9.0279,-35.689,-43.45,0.1134,201.8002,476480144.23,258472568.37,4.6762,14315549.44,20260421.0,20251231.0,6.7399,6.7301,5.3048,73881427.75,1.297,0.41,41.6237,21.1161,8.6641,-3.7015,-6.9799,93.83,0.2755,275.2732,470612187.1,-332728220.17,4.3765,25742614.27,5,5,4,4.5142,5.3048,107.9579,2.6374386936950778,5.762778923932532,6.327884640739789,49.213714620000005,False,22.64257383231359,6.180823111954326,1.089875,29.913271944267915,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；最新扣非利润下降超过10%或缺失
300960.SZ,通业科技,运输设备,创业板,20210329,SZSE,20260918.0,16.21,53.0872,3.5855,235280.6934,1.2338,20260822.0,20260630.0,1.6016,1.2471,1.4688,8132340.66,0.1761,0.0723,40.8112,40.3487,5.8682,-5.5434,-44.6897,-54.38,0.1429,249.595,151877307.83,-141445318.09,2.2635,26056955.14,20260327.0,20251231.0,8.3219,8.0429,7.2902,50989564.89,0.1767,0.37,41.9947,41.3885,10.3487,20.0925,7.3611,8.52,0.0501,46.1839,148947313.74,-44569238.38,2.1901,54348609.9,5,5,4,7.0476,7.0008,101.1848,2.448273324610633,-5.829099261898463,9.914351227644701,23.52806934,False,22.86808314037232,3.9657404910578804,3.0784277777777778,29.912251409207975,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
000955.SZ,欣龙控股,纺织,主板,19991209,SZSE,20260918.0,4.17,,3.4769,224510.715,,20260820.0,20260630.0,-0.4763,-1.1497,-0.1227,-7441364.39,-0.014,-0.0057,17.4375,9.0752,-1.4261,-5.5694,-265.5827,-81.96,-0.036,,101840000.0,43709882.27,4.7244,1243399.16,20260418.0,20251231.0,0.1107,-1.3396,0.3974,-8686485.86,0.0197,0.0013,19.9766,8.9802,-0.236,-3.183,104.3226,59.81,0.0209,,122342436.25,-147519232.91,4.07,1964773.93,5,0,5,-3.2924,-1.8102,202.8457,2.1428120349204685,,-18.161221339220834,22.4510715,False,29.910742478174708,0.0,0.0,29.910742478174708,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688026.SH,洁特生物,医疗保健,科创板,20200122,SSE,20260918.0,21.02,129.8948,2.7157,295046.179,0.3406,20260831.0,20260630.0,1.7261,1.5019,2.1422,18112757.76,0.2501,0.15,30.2827,39.405,7.9426,3.4743,-55.0773,-57.8,0.1265,146.4203,395328866.74,83482881.81,7.7534,15979344.58,20260430.0,20251231.0,4.0095,3.0307,4.1162,36460806.57,1.3662,0.35,29.6422,41.3933,8.7051,0.9522,-36.2336,-48.79,0.34,307.4963,387393798.56,39642077.86,7.5248,29122819.08,5,5,5,5.7739,5.3665,172.9497,5.684296071370668,-19.75291593810833,2.276903672710895,29.5046179,False,27.878826066504445,1.605621469084358,0.42575,29.910197535588804,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润下降超过10%或缺失
002424.SZ,ST百灵,中成药,主板,20100603,SZSE,20260918.0,4.5,,1.9572,623475.675,,20260825.0,20260630.0,0.9471,0.8734,0.9438,27692319.4,0.052,0.02,43.9453,41.7832,2.8967,-33.6181,-42.0698,100.01,0.0748,102.698,1062397989.21,881190399.53,0.9737,21194534.33,20260428.0,20251231.0,-3.294,-4.3432,-5.5095,-137608040.9,0.5357,-0.08,48.7732,47.3845,-3.3826,-20.3053,-410.4106,-66.93,0.2456,950.8222,1229459698.36,874659559.67,0.9729,54340424.74,5,2,5,-1.4032,1.406,264.98495,5.190562297092676,,-0.2522095870448826,62.347567500000004,False,24.906943008761523,5.0,0.0,29.906943008761523,False,False,ST或退市标记；总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失
600064.SH,南京高科,园区开发,主板,19970506,SSE,20260918.0,7.76,7.8755,0.6748,1342743.5296,4.1237,20260821.0,20260630.0,6.4403,6.8554,4.3628,1336683352.12,0.5281,0.726,47.0534,17.798,90.0944,-28.1185,-9.0698,-1.15,0.6496,72.897,10405473045.04,8417639150.86,1.0231,21265912.38,20260423.0,20251231.0,9.6565,7.2737,6.3017,1378617527.39,0.5667,1.058,47.6515,23.0493,50.628,72.7562,6.0859,-14.94,0.2873,78.9331,10635803411.32,9250918054.19,1.1551,45943874.34,5,5,2,9.6535,6.3017,-33.2775,4.502069714808957,-1.2041835985163396,3.2842918277223854,134.27435296,False,12.459656101447015,2.4199667310889543,15.0,29.87962283253597,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新营收不增长或缺失；经营现金流正值年份不足四年；五年经营现金流利润总额比中位数低于60%或缺失
688589.SH,力合微,半导体,科创板,20200722,SSE,20260918.0,20.65,199.9642,3.1309,300103.3525,0.4829,20260821.0,20260630.0,1.8382,0.6554,1.9237,6876743.04,-0.015,0.13,31.225,40.5387,9.1758,6.0072,-22.3748,-60.17,-0.0103,-9.9285,343490601.16,117148688.3,9.9723,34264841.83,20260327.0,20251231.0,1.9421,0.5226,2.4317,5534343.41,0.5089,0.14,29.5922,45.2765,5.7469,-34.7924,-75.6132,-92.67,0.2066,369.2471,336166397.75,-325945403.21,12.2614,89229574.66,5,5,4,6.8446,6.4696,93.3733,1.8454257833898393,-23.386395680692797,10.664103022878123,30.010335249999997,False,23.80845873015873,5.4670812091512495,0.603625,29.87916493930998,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新扣非利润下降超过10%或缺失
601010.SH,ST文峰,百货,主板,20110603,SSE,20260918.0,1.47,,0.6551,265878.3414,,20260829.0,20260630.0,0.271,0.2551,0.3126,10384929.88,0.0414,0.01,29.5167,45.7889,1.5247,-16.5098,-82.821,-81.82,0.107,319.2217,124335836.74,-228242121.13,0.7989,,20260429.0,20251231.0,-2.2572,-1.7707,-1.768,-74649855.86,0.0327,-0.05,34.2653,47.2425,-6.3504,-20.4284,-185.2334,-173.82,0.0402,,175070890.17,-379580420.82,0.7705,,5,4,5,2.4301,2.529,184.6285,2.2009583839773077,,-8.528255163625042,26.58783414,False,29.874401010014182,0.0,0.0,29.874401010014182,False,False,ST或退市标记；总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
600550.SH,保变电气,电气设备,主板,20010228,SSE,20260918.0,10.88,78.4779,20.4293,2003583.008,,20260820.0,20260630.0,14.7126,13.9161,4.982,126419797.91,-0.21,0.073,86.5966,12.2203,3.8429,28.4281,77.3403,76.58,-0.1006,-244.7881,2280353644.05,1273425705.28,1.1027,49977043.16,20260411.0,20251231.0,27.4399,17.0812,8.8691,122642103.54,0.1171,0.107,88.4568,15.3443,3.87,20.4182,104.5368,34.63,0.0378,93.7938,2370451417.67,864752426.78,1.0831,116047350.67,5,3,4,2.9781,4.5032,149.24765000000002,2.3738469849592243,,6.922841599407525,200.3583008,False,18.099678967733816,11.76913663976301,0.0,29.868815607496828,False,False,五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新资产负债率不低于75%或缺失
002373.SZ,千方科技,软件服务,主板,20100318,SZSE,20260918.0,7.33,148.7533,1.0135,1158277.9506,0.7079,20260820.0,20260630.0,-0.1817,0.0419,-0.6064,4810081.81,-0.2509,-0.01,33.7182,36.9307,-0.974,-0.8212,-112.2896,-82.92,-0.1208,,517260800.06,-2432529995.04,1.9187,575873204.21,20260418.0,20251231.0,2.363,0.7874,2.0089,89444610.25,0.4913,0.17,33.5577,31.2042,3.5421,13.3526,122.5096,108.11,0.0945,227.0508,407715681.17,-2892312979.91,1.9199,1139130538.14,5,3,5,0.7874,2.0089,175.3599,2.308556775996639,-35.24103881722432,-2.6931346945428425,115.82779506000001,False,28.980885348335434,0.0,0.884875,29.865760348335435,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688428.SH,诺诚健华,生物制药,科创板,20220921,SSE,20260918.0,28.36,54.617,6.5426,5018835.4516,,20260825.0,20260630.0,3.1999,2.4298,2.3465,187066149.84,0.0461,0.14,31.4785,89.5391,21.078,55.4558,918.6917,327.3771,0.0717,32.988,2233035694.74,-4095149751.32,4.2146,497073877.28,20260326.0,20251231.0,8.891,7.6583,6.7797,553393638.83,0.0475,0.38,28.4049,91.9528,27.1245,135.2678,245.8055,225.7084,0.0353,12.8002,1337150220.17,-5735137350.08,5.8263,951618328.31,5,1,2,-6.3464,-10.7232,12.8002,6.811121708132956,,344.82666848520876,501.88354516000004,False,11.664493376861348,17.0,1.196222222222223,29.86071559908357,False,False,上市不足五年；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；经营现金流正值年份不足四年；五年经营现金流利润总额比中位数低于60%或缺失
003009.SZ,中天火箭,航空,主板,20200925,SZSE,20260918.0,48.1,,3.9086,792290.694,0.0373,20260820.0,20260630.0,0.9556,0.6723,0.7475,11914192.26,-0.3282,0.1048,32.7931,21.34,4.4261,27.046,329.3069,1070.46,-0.1413,-353.0307,139633529.2,-510649163.93,1.9909,28236262.26,20260331.0,20251231.0,-6.4834,-7.3449,-4.6041,-115406785.03,0.0903,-0.6555,50.5964,18.923,-13.0101,-15.3222,-620.6455,-1040.69,0.0179,,627307608.6,-137011614.01,1.8848,71649096.02,5,4,5,5.6566,4.2003,83.15934999999999,4.99799580612069,,-1.9327411695530983,79.2290694,False,20.81404230371425,9.0,0.046625,29.860667303714248,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失
688015.SH,交控科技,运输设备,科创板,20190722,SSE,20260918.0,16.09,19.0259,1.1482,303587.2463,2.6103,20260829.0,20260630.0,2.0359,1.5098,2.5024,40099149.72,-0.8268,0.29,54.1851,38.7908,7.8618,0.3666,6.1578,2.91,-0.1632,-165.5744,156857949.39,-882716509.73,1.4997,116540948.49,20260428.0,20251231.0,5.9935,4.7519,6.7934,124023759.04,0.1175,0.83,56.6245,35.5807,8.0392,15.7563,87.1782,161.63,0.0088,8.9669,168498892.29,-1184011496.76,1.4552,301779685.75,5,5,4,4.7519,6.7934,57.6968,2.2809376379024475,-9.530428389353606,4.543508925035367,30.35872463,False,13.978880642977636,3.504473570014147,12.368230555555556,29.85158476854734,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年经营现金流利润总额比中位数低于60%或缺失
600959.SH,江苏有线,影视音像,主板,20150428,SSE,20260918.0,3.12,97.6792,0.6903,1560223.9224,0.5128,20260825.0,20260630.0,0.4594,-0.7431,0.5897,-168236064.92,-0.0097,0.02,34.6362,17.972,3.7564,-11.8735,-48.6852,-2031.1942,-0.0132,,1758465390.37,-484301484.68,0.8545,52349626.64,20260410.0,20251231.0,1.1433,-1.0778,1.1037,-243601667.38,0.2813,0.05,36.0998,22.1848,3.939,0.1081,-29.2857,-18.5019,0.1761,,4154061487.05,550006479.98,0.8904,136827307.47,5,0,5,-0.918,1.3876,3150.0411,2.710245268421292,,1.69440707122277,156.02239224000002,False,28.52583004057002,0.677762828489108,0.641,29.844592869059127,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
300981.SZ,中红医疗,医疗保健,创业板,20210427,SZSE,20260918.0,18.15,192.122,1.4805,778389.975,1.9219,20260826.0,20260630.0,3.0164,2.1914,2.3756,115248486.3,0.492,0.3712,29.5295,23.9638,10.7235,19.4604,2662.3774,974.79,0.1427,115.9766,1581865643.03,782410364.23,2.5313,25690182.76,20260427.0,20251231.0,-2.0938,-3.2945,-2.0839,-176831832.28,0.0087,-0.26,27.1062,11.1486,-4.908,-3.3967,-28.985,-23.26,0.0016,,1353785453.84,146448833.88,2.6826,51075427.79,5,1,5,-2.5522,-2.0839,84.7423,22.455679215445702,,-13.061815848743874,77.83899749999999,False,18.534614285714284,8.89208,2.402375,29.829069285714283,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失
300492.SZ,华图山鼎,文教休闲,创业板,20151223,SZSE,20260918.0,21.61,98.7302,29.0418,594936.266,1.9824,20260827.0,20260630.0,19.1987,50.0662,4.3764,84876544.42,1.0051,0.17,91.1502,55.3809,2.1088,-10.4918,-84.7131,-57.99,0.1281,311.7653,769779745.88,118223756.18,0.9125,86093940.43,20260429.0,20251231.0,113.9907,110.5382,31.0577,233333146.44,3.4067,1.23,93.7902,59.4037,7.5245,12.886,354.0698,854.47,0.2095,213.4754,722115717.01,150967656.17,0.9292,209307502.52,5,4,4,2.6616,4.2514,116.09645,14.989497736982385,74.06080692029511,91.1061710137429,59.49362659999999,False,11.347111904761906,16.0,2.4779999999999998,29.825111904761904,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失；最新资产负债率不低于75%或缺失
301093.SZ,华兰股份,医疗保健,创业板,20211101,SZSE,20260918.0,64.23,567.6467,6.2694,1368942.9822,0.0599,20260827.0,20260630.0,0.3507,-0.0836,0.2968,-1828210.17,0.1363,0.04,15.2973,39.0164,2.4035,-3.4724,-82.4555,-105.25,0.075,310.9382,133985418.83,-468479757.43,6.8525,22920760.96,20260424.0,20251231.0,2.7118,2.0751,2.6108,46047619.44,0.7034,0.367,13.9291,38.8721,9.664,5.6343,21.3873,18.63,0.1864,162.367,90746967.65,-263409543.38,9.1584,39508116.08,5,5,5,2.6608,3.6623,161.4054,6.748661501586813,-9.802683424245828,6.775585908968362,136.89429822,False,27.03208656150824,2.710234363587345,0.074875,29.817195925095582,False,False,上市不足五年；总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688010.SH,福光股份,元器件,科创板,20190722,SSE,20260918.0,27.8,156.8073,2.5971,446361.248,,20260829.0,20260630.0,-0.7506,-3.0156,-0.6321,-52037715.59,-0.3251,-0.0823,34.3767,14.4376,-5.8019,-12.5377,54.98,-24.0321,-0.1998,,709548221.61,360788071.88,2.5969,37139048.74,20260428.0,20251231.0,0.737,-3.6158,0.9014,-62043878.26,0.013,0.0804,32.8268,20.1578,1.7026,8.8135,26.9306,-72.2375,0.0031,,611481747.68,345977083.44,2.2804,69811526.04,5,2,5,-2.1112,0.9014,332.1866,2.565023320166894,,2.849088317916171,44.636124800000005,False,28.674260424895692,1.1396353271664683,0.0,29.81389575206216,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688667.SH,菱电电控,汽车配件,科创板,20210312,SSE,20260918.0,98.59,33.0257,2.8621,519524.9345,0.8114,20260822.0,20260630.0,3.5917,3.269,3.5014,58883500.0,2.1196,1.23,18.8379,28.4285,14.1996,-28.0514,50.386,59.94,0.2457,176.2518,5156115.69,-358690940.23,4.4608,49920138.02,20260410.0,20251231.0,7.9617,6.6619,7.8632,113489616.96,3.8524,2.61,19.054,25.4323,11.3535,-0.17,750.5608,1612.04,0.1701,149.5345,4251286.83,-570030957.54,5.1265,116514178.96,5,5,3,2.7813,4.0219,28.796,6.19564002020776,-5.31101730096617,9.38149624547886,51.95249345,False,14.044391654036815,8.752598498191544,7.008538888888889,29.80552904111725,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新营收不增长或缺失；经营现金流正值年份不足四年；五年经营现金流利润总额比中位数低于60%或缺失
603882.SH,金域医学,医疗保健,主板,20170908,SSE,20260918.0,28.01,127.5193,2.055,1297586.4983,3.1417,20260825.0,20260630.0,2.9162,3.115,2.8294,203157557.21,0.5237,0.41,29.4233,36.7125,7.3371,-3.7586,324.2659,307.38,0.0841,90.3143,861106137.65,-1372312644.7,3.1324,157476337.8,20260425.0,20251231.0,-2.4653,-2.2868,-2.3551,-160703492.04,2.5947,-0.37,28.5905,34.7409,-2.9616,-16.1219,54.558,32.47,0.1993,,835646006.24,-2015701163.54,3.2383,344417779.39,5,3,5,4.2904,6.8133,75.1943,6.011720077648324,,-6.061228517262074,129.75864983,False,20.87215590385075,5.0,3.927125,29.79928090385075,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失
301270.SZ,汉仪股份,软件服务,创业板,20220831,SZSE,20260918.0,32.47,329.8153,3.4115,324700.0,0.3079,20260826.0,20260630.0,0.2015,0.0808,0.012,782342.42,0.0557,0.0199,6.7023,80.407,1.413,-8.8949,-69.2011,-79.5,0.0679,546.397,1475892.83,-111454739.34,5.5797,18832926.87,20260424.0,20251231.0,1.4247,0.9346,1.1196,9333383.49,0.3245,0.1452,7.0514,79.0404,6.1191,-0.0401,61.5334,223.05,0.1702,247.8139,1959143.55,-261190543.33,5.2506,36603651.57,5,5,5,2.4588,3.0201,164.2278,2.9612699991726497,-28.878632773975312,-0.7008815672332913,32.47,False,29.399206250517093,0.0,0.384875,29.784081250517094,False,False,上市不足五年；总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
300231.SZ,银信科技,软件服务,创业板,20110615,SZSE,20260918.0,8.25,126.405,2.3114,366915.8625,1.8163,20260829.0,20260630.0,1.0453,0.7682,1.0726,12559703.41,0.3229,0.0385,35.7915,17.94,2.4312,-16.1364,-65.0549,-73.97,0.2041,533.5113,564466597.98,276394914.39,2.2316,34464251.34,20260425.0,20251231.0,3.7014,3.6562,3.168,60099425.79,0.2984,0.137,32.9561,18.2494,3.2665,15.7107,151.5655,151.72,0.0712,171.996,445498340.43,-71786659.61,2.4003,83739525.33,5,4,4,7.1227,5.7284,155.03334999999998,2.0298323583488362,-17.697657231896535,-4.272101849763176,36.69158625,False,27.513288109365313,0.0,2.270375,29.783663109365314,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688057.SH,金达莱,环境保护,科创板,20201111,SSE,20260918.0,16.24,122.0774,1.4159,448224.0,1.2315,20260829.0,20260630.0,0.193,0.0676,-0.3585,2140299.82,0.4098,0.02,10.0903,38.9646,3.5516,-18.7738,-90.3808,-95.61,0.8273,7652.5898,183913031.61,-1129801407.85,8.3791,11846447.84,20260430.0,20251231.0,2.9789,,1.5681,,0.9779,,10.1153,58.3755,28.8102,-21.7368,-31.1971,,0.8431,293.1384,184351562.28,-1821195879.71,9.4966,,4,4,5,7.21835,4.3706,123.8778,3.4246793886435545,,-19.901140243410598,44.8224,False,28.23497538209778,0.0,1.5393750000000002,29.77435038209778,False,False,总市值低于200亿元或缺失；五年扣非利润数据不足；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
688299.SH,长阳科技,元器件,科创板,20191106,SSE,20260918.0,13.12,,1.9199,377059.4848,,20260827.0,20260630.0,0.5089,0.1268,0.4885,2481899.08,0.3607,0.04,38.6392,30.7929,2.2268,-14.8656,216.5107,126.4811,0.2318,725.5034,730969671.93,255340672.85,1.703,27095812.63,20260423.0,20251231.0,-7.1121,-7.6292,-5.0482,-154016739.61,0.8923,-0.51,38.906,28.2248,-13.1232,-18.1303,-387.7507,-215.0233,0.2344,,641931351.43,286082324.13,1.7037,55082865.71,5,3,5,2.6732,3.8453,107.7602,2.8043533331233426,,0.9210538469671015,37.705948479999996,False,24.4003426588614,5.368421538786841,0.0,29.76876419764824,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新营收不增长或缺失
002190.SZ,成飞集成,汽车配件,主板,20071203,SZSE,20260918.0,24.34,,2.496,873147.1162,,20260821.0,20260630.0,-1.6022,-1.6292,-1.2001,-59904080.22,-0.1562,-0.1642,38.6587,4.916,-5.3046,10.8038,-294.8263,-289.85,-0.051,,622528895.08,495015477.71,1.0759,36584735.32,20260314.0,20251231.0,-1.3517,-1.5569,-0.1473,-50619391.61,0.6275,-0.1225,35.1294,7.95,-0.1578,-2.4878,41.471,26.33,0.0975,1884.3304,543272402.22,369671035.55,1.077,88336092.82,5,2,5,-0.0156,1.9868,82.9278,3.8928565645294464,,18.597271700340244,87.31471162000001,False,20.168209091613544,9.599668680136098,0.0,29.767877771749642,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；最新扣非利润非正或缺失；最新扣非利润下降超过10%或缺失
605188.SH,国光连锁,超市连锁,主板,20200728,SSE,20260918.0,13.12,382.2435,5.3784,666163.408,0.1131,20260825.0,20260630.0,1.7771,1.327,1.6412,16183487.83,0.193,0.0431,55.4723,21.1671,1.4807,1.0547,8.9188,17.1,0.067,342.2558,620068064.2,129462080.48,1.1707,,20260421.0,20251231.0,1.35,0.2056,1.8436,2383447.66,0.3323,0.0314,56.2254,21.5741,0.5557,4.7952,486.2168,122.6334,0.0593,810.9197,609564199.41,271260825.14,1.1135,,5,4,5,0.2056,1.7894,865.2821,2.217649628097279,-50.54696234641889,4.554715500289475,66.6163408,False,24.203457871328087,5.42032620011579,0.141375,29.76515907144388,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失
605378.SH,野马电池,电气设备,主板,20210412,SSE,20260918.0,14.83,229.0508,3.2224,387576.7112,1.0115,20260827.0,20260630.0,-0.8712,-1.0915,-1.5766,-13396839.79,0.0329,-0.04,21.4928,11.0394,-1.9252,-4.9807,-134.9138,-154.97,0.0155,,25081728.28,-127540912.23,3.085,20269727.79,20260428.0,20251231.0,4.5875,3.8832,3.932,49298314.85,0.6287,0.25,15.4058,14.2011,4.6979,-4.5385,-61.8787,-65.53,0.1325,243.8638,74965.48,-245945198.83,4.6159,38898819.64,5,5,5,6.6888,8.43,99.8857,2.7483483252673775,-13.498514060240252,2.4428356993170697,38.757671120000005,False,27.5169061062317,0.9771342797268279,1.264375,29.75841538595853,False,False,总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失；最新扣非利润下降超过10%或缺失
002631.SZ,德尔未来,家居用品,主板,20111111,SZSE,20260918.0,13.23,,5.2354,1054805.2767,,20260828.0,20260630.0,-1.1054,-1.9851,-0.7941,-40218364.83,-0.1211,-0.0281,34.397,18.0419,-5.7649,-26.967,60.8016,20.35,-0.2526,,457098678.2,-52709308.94,2.3438,14728083.32,20260422.0,20251231.0,-10.2864,-10.2186,-8.9671,-219456700.35,-0.1605,-0.2771,31.9328,15.4344,-19.5245,-23.5258,-146.7698,-86.21,-0.1097,,249241316.5,-968669517.16,2.5617,28837950.87,5,1,4,-3.5538,1.7986,307.30915000000005,4.2537526759321596,,-5.75334261594489,105.48052767,False,25.94762679976462,3.79375,0.0,29.74137679976462,False,False,总市值低于200亿元或缺失；五年扣非未连续为正；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失；五年营收连乘增速低于3%或缺失；最新扣非利润非正或缺失；最新营收不增长或缺失
301202.SZ,朗威股份,机械基件,创业板,20230705,SZSE,20260918.0,37.35,86.8283,4.2349,509454.0,1.3387,20260824.0,20260630.0,2.9697,2.9196,2.3524,35025132.53,-0.7762,0.26,44.3676,18.4941,4.2241,39.7589,-18.9845,-6.43,-0.1255,-208.2305,372947559.57,15369316.5,1.3846,21405820.3,20260428.0,20251231.0,5.5483,4.7324,4.9205,57166092.34,1.4377,0.49,37.3032,17.844,5.3508,-2.8283,-26.5235,-37.2,0.1566,259.5742,218926641.8,-38939617.41,1.6173,44231969.59,5,5,5,7.5734,6.8491,62.3649,1.5528732585114595,1.5988462440985396,11.824983757702778,50.9454,False,18.37777619047619,9.687874301192643,1.673375,29.739025491668833,False,False,上市不足五年；总市值低于200亿元或缺失；五年扣非ROE中位数低于10%；五年扣非利润CAGR低于5%或缺失
