symbol,name,trade_date,open,high,low,close,volume,amount,outstanding_share,turnover
000001,平安银行,2024-01-02,9.39,9.42,9.21,9.21,115836645.0,1075742252.0,19405546950.0,0.005969254321893771
000001,平安银行,2024-01-03,9.19,9.22,9.15,9.2,73361031.0,673673614.0,19405546950.0,0.0037804155270150736
000001,平安银行,2024-01-04,9.19,9.19,9.08,9.11,86419399.0,787470082.0,19405546950.0,0.0044533348749544
000001,平安银行,2024-01-05,9.1,9.44,9.07,9.27,199162216.0,1852659692.0,19405546950.0,0.010263159111833228
000001,平安银行,2024-01-08,9.23,9.3,9.11,9.15,112115619.0,1029006549.0,19405546950.0,0.005777503684326712
000001,平安银行,2024-01-09,9.16,9.19,9.09,9.18,76619388.0,700375720.0,19405546950.0,0.00394832406411508
000001,平安银行,2024-01-10,9.16,9.19,9.09,9.09,85862091.0,783771150.0,19405546950.0,0.004424615869948464
000001,平安银行,2024-01-11,9.08,9.22,9.03,9.17,93468637.0,853890237.0,19405546950.0,0.0048165937935596296
000001,平安银行,2024-01-12,9.13,9.27,9.11,9.19,77258215.0,711018266.0,19405546950.0,0.003981243878312845
000001,平安银行,2024-01-15,9.16,9.29,9.13,9.21,74513266.0,685950951.0,19405546950.0,0.0038397921064523255
000001,平安银行,2024-01-16,9.19,9.35,9.16,9.34,143831258.0,1334465409.0,19405546950.0,0.007411863132257656
000001,平安银行,2024-01-17,9.33,9.39,9.23,9.23,148229621.0,1380725065.0,19405546950.0,0.007638518068154735
000001,平安银行,2024-01-18,9.21,9.24,9.0,9.2,175513247.0,1597853727.0,19405546950.0,0.009044488539912039
000001,平安银行,2024-01-19,9.16,9.2,9.1,9.17,96398142.0,881865024.0,19405546950.0,0.004967556042010967
000001,平安银行,2024-01-22,9.16,9.26,9.04,9.1,158031966.0,1449858242.0,19405546950.0,0.008143649153882777
000001,平安银行,2024-01-23,9.05,9.18,8.96,9.16,113554458.0,1030898421.0,19405546950.0,0.005851649442944457
000001,平安银行,2024-01-24,9.23,9.34,9.07,9.33,175912316.0,1620099272.0,19405546950.0,0.009065053226958903
000001,平安银行,2024-01-25,9.33,9.54,9.27,9.5,216251395.0,2037648413.0,19405546950.0,0.011143792831873774
000001,平安银行,2024-01-26,9.47,9.67,9.44,9.62,227228706.0,2172799799.0,19405546950.0,0.011709471863146841
000001,平安银行,2024-01-29,9.69,9.88,9.58,9.7,237625184.0,2312173346.0,19405546950.0,0.012245219607170104
000001,平安银行,2024-01-30,9.61,9.7,9.49,9.5,157912214.0,1515156604.0,19405546950.0,0.008137478134827836
000001,平安银行,2024-01-31,9.46,9.56,9.38,9.46,135721747.0,1286857397.0,19405546950.0,0.006993966588506798
