symbol,name,trade_date,open,high,low,close,volume,amount,outstanding_share,turnover
301183,东田微,2025-01-02,53.8,55.59,51.0,53.09,4067972.0,218060313.0,46088000.0,0.08826531852109008
301183,东田微,2025-01-03,53.36,53.65,48.96,49.15,4026973.0,204610017.0,46088000.0,0.08737573771914599
301183,东田微,2025-01-06,48.67,49.63,47.01,47.62,3284735.0,157642206.0,46088000.0,0.07127093820517272
301183,东田微,2025-01-07,47.7,54.44,47.7,53.95,7613050.0,393969017.0,46088000.0,0.16518508071515361
301183,东田微,2025-01-08,53.77,54.6,51.6,54.39,5629700.0,300106162.0,46088000.0,0.12215110223919458
301183,东田微,2025-01-09,54.5,56.98,54.5,55.55,7238400.0,404354587.0,46088000.0,0.1570560666550946
301183,东田微,2025-01-10,54.6,57.6,53.3,53.42,6617400.0,369460906.0,46088000.0,0.14358184342996008
301183,东田微,2025-01-13,51.73,53.73,50.68,53.49,3968242.0,208077752.0,46088000.0,0.08610141468495053
301183,东田微,2025-01-14,54.15,55.76,53.08,55.66,5668610.0,310327001.0,46088000.0,0.1229953567089047
301183,东田微,2025-01-15,55.24,56.18,54.23,54.4,3568012.0,196126738.0,46088000.0,0.07741737545565006
301183,东田微,2025-01-16,54.84,61.39,53.75,59.33,13682792.0,788014837.0,46088000.0,0.29688404790834927
301183,东田微,2025-01-17,58.43,59.88,56.3,56.78,10947700.0,630973336.0,46088000.0,0.23753905571949313
301183,东田微,2025-01-20,56.97,58.38,56.28,57.61,9394071.0,537446670.0,46088000.0,0.20382900104148585
301183,东田微,2025-01-21,58.3,58.49,54.86,57.88,8597318.0,485625124.0,46088000.0,0.18654135566741886
301183,东田微,2025-01-22,56.8,58.88,56.74,57.61,8241505.0,478257654.0,46088000.0,0.17882105971185558
301183,东田微,2025-01-23,57.97,59.9,55.9,55.9,7618772.0,439058439.0,46088000.0,0.16530923450789795
301183,东田微,2025-01-24,55.35,58.38,55.35,57.99,7385944.0,424413348.0,46088000.0,0.1602574205867037
301183,东田微,2025-01-27,57.42,57.5,52.82,52.9,6964300.0,379118861.0,46088000.0,0.15110874848116645
301183,东田微,2025-02-05,52.9,54.24,52.9,53.57,4176200.0,222851256.0,46088000.0,0.09061360874848116
301183,东田微,2025-02-06,53.46,55.9,53.01,55.63,4979471.0,273924649.0,46088000.0,0.10804267922235723
301183,东田微,2025-02-07,55.61,57.8,54.83,56.33,6883370.0,390661526.0,46088000.0,0.14935275993751085
301183,东田微,2025-02-10,56.3,57.41,55.88,57.0,5024575.0,285421117.0,46088000.0,0.10902132876236764
301183,东田微,2025-02-11,56.87,57.56,56.23,56.42,4698600.0,267295296.0,46088000.0,0.10194844645026906
301183,东田微,2025-02-12,56.0,57.49,55.79,57.34,4679172.0,266391813.0,46088000.0,0.10152690505120639
301183,东田微,2025-02-13,57.01,58.47,56.13,56.66,6972372.0,401047654.0,46088000.0,0.15128389168547127
301183,东田微,2025-02-14,56.1,57.35,54.07,54.77,5726130.0,315946662.0,46088000.0,0.12424340392293004
301183,东田微,2025-02-17,54.58,57.99,54.58,57.08,7217700.0,410165857.0,46088000.0,0.15660692588092345
301183,东田微,2025-02-18,56.81,57.52,53.82,54.02,4879400.0,270703356.0,46088000.0,0.10587137649713592
301183,东田微,2025-02-19,54.07,55.45,53.28,54.85,4386400.0,239625015.0,46088000.0,0.0951744488804027
301183,东田微,2025-02-20,54.95,56.0,53.57,55.8,4491100.0,247495512.0,46088000.0,0.09744618989758723
301183,东田微,2025-02-21,55.83,56.88,54.83,56.83,6206226.0,348173724.0,46088000.0,0.1346603454261413
301183,东田微,2025-02-24,56.78,59.65,55.6,58.47,10167538.0,587973759.0,46088000.0,0.22061139559104323
301183,东田微,2025-02-25,57.22,59.58,56.7,58.92,10218000.0,594758399.0,46088000.0,0.22170630098941155
301183,东田微,2025-02-26,59.4,59.77,58.0,59.13,7181438.0,422594991.0,46088000.0,0.15582012671411213
301183,东田微,2025-02-27,58.6,59.54,56.11,57.9,6762925.0,390398206.0,46088000.0,0.14673938986287102
301183,东田微,2025-02-28,57.41,57.58,52.5,53.57,5640945.0,309480299.0,46088000.0,0.12239509199791702
301183,东田微,2025-03-03,53.61,54.56,52.18,53.24,2919900.0,156043398.0,46088000.0,0.06335488630446102
301183,东田微,2025-03-04,52.7,54.08,52.51,54.08,2335900.0,124969283.0,46088000.0,0.05068347509113001
301183,东田微,2025-03-05,53.93,54.4,53.1,53.68,2466004.0,132399550.0,46088000.0,0.05350642249609443
301183,东田微,2025-03-06,54.08,55.0,53.86,54.96,3462064.0,188954187.0,46088000.0,0.07511855580628363
301183,东田微,2025-03-07,54.5,54.66,53.0,53.67,3018672.0,162811119.0,46088000.0,0.06549800381878146
301183,东田微,2025-03-10,53.46,54.29,53.28,53.76,1823471.0,97944435.0,46088000.0,0.0395649843777122
301183,东田微,2025-03-11,53.0,53.54,52.66,53.01,1812547.0,96207007.0,46088000.0,0.0393279595556327
301183,东田微,2025-03-12,54.3,56.1,53.66,54.55,4397900.0,240348462.0,46088000.0,0.09542397153272002
301183,东田微,2025-03-13,54.37,55.1,52.2,52.71,3096954.0,164644666.0,46088000.0,0.06719653705953828
301183,东田微,2025-03-14,52.79,56.46,52.3,55.17,6278735.0,347226697.0,46088000.0,0.13623361829543482
301183,东田微,2025-03-17,55.99,56.02,54.5,55.69,3441054.0,189894982.0,46088000.0,0.07466268876931088
301183,东田微,2025-03-18,55.5,55.95,54.9,55.59,2725900.0,151115445.0,46088000.0,0.05914554764797778
301183,东田微,2025-03-19,55.31,55.54,53.46,53.92,3219446.0,174036009.0,46088000.0,0.06985432216629058
301183,东田微,2025-03-20,53.91,54.18,53.0,53.01,2010646.0,107687152.0,46088000.0,0.04362623676445062
301183,东田微,2025-03-21,52.6,52.7,51.01,51.07,2542854.0,131660310.0,46088000.0,0.055173884742232254
301183,东田微,2025-03-24,50.89,52.04,49.13,51.87,2403375.0,121541024.0,46088000.0,0.05214752213157438
301183,东田微,2025-03-25,51.69,51.85,50.77,51.2,1296800.0,66545422.0,46088000.0,0.028137476132615864
301183,东田微,2025-03-26,51.35,51.76,50.9,50.9,973700.0,50022937.0,46088000.0,0.021126974483596597
301183,东田微,2025-03-27,50.83,51.22,49.88,50.16,1372775.0,69401601.0,46088000.0,0.029785952959555634
301183,东田微,2025-03-28,49.98,51.16,49.45,49.45,1336800.0,67141221.0,46088000.0,0.029005381010241277
301183,东田微,2025-03-31,49.62,49.62,47.85,49.14,1698023.0,82447523.0,46088000.0,0.03684306110050339
301183,东田微,2025-04-01,49.66,50.12,49.23,49.23,1200300.0,59457212.0,46088000.0,0.02604365561534456
301183,东田微,2025-04-02,49.33,50.28,49.3,49.66,1126500.0,56085256.0,46088000.0,0.024442371116125673
301183,东田微,2025-04-03,49.2,49.79,48.37,48.7,1278200.0,62675755.0,46088000.0,0.02773390036452005
301183,东田微,2025-04-07,45.5,45.5,38.96,38.96,2789400.0,115162094.0,46088000.0,0.06052334664120813
301183,东田微,2025-04-08,38.9,41.2,38.1,39.54,2586600.0,102368620.0,46088000.0,0.056123068911647284
301183,东田微,2025-04-09,38.78,41.19,36.03,40.72,3066100.0,120405417.0,46088000.0,0.06652707863218191
301183,东田微,2025-04-10,43.0,43.36,41.86,41.92,2708123.0,115353459.0,46088000.0,0.05875982902273911
301183,东田微,2025-04-11,41.31,43.34,41.31,42.84,2352800.0,100443144.0,46088000.0,0.05105016490192675
301183,东田微,2025-04-14,44.28,44.5,43.4,43.69,1989300.0,87425084.0,46088000.0,0.043163079326505815
301183,东田微,2025-04-15,44.0,44.01,42.81,43.08,1386000.0,59855022.0,46088000.0,0.030072904009720534
301183,东田微,2025-04-16,43.13,43.25,41.25,42.22,1502533.0,63436829.0,46088000.0,0.03260139298732859
301183,东田微,2025-04-17,41.98,42.68,41.71,41.92,1159600.0,49090909.0,46088000.0,0.0251605624023607
301183,东田微,2025-04-18,42.01,42.79,41.54,42.55,1526700.0,64392329.0,46088000.0,0.03312575941676792
301183,东田微,2025-04-21,42.95,45.1,42.57,45.1,2665633.0,117310382.0,46088000.0,0.057837897066481514
301183,东田微,2025-04-22,44.85,44.98,43.57,43.76,3130233.0,137755104.0,46088000.0,0.06791861222010068
301183,东田微,2025-04-23,44.24,45.3,44.09,44.91,2643333.0,118160240.0,46088000.0,0.05735404009720534
