symbol,name,trade_date,open,high,low,close,volume,amount,outstanding_share,turnover
300750,宁德时代,2024-01-02,162.22,162.53,156.62,156.83,21403268.0,3390080350.0,3894854493.0,0.005495267676486214
300750,宁德时代,2024-01-03,156.1,157.28,154.4,155.8,19757581.0,3070016674.0,3894854493.0,0.005072739183327432
300750,宁德时代,2024-01-04,155.5,155.72,149.77,151.2,27241762.0,4114835335.0,3894854493.0,0.006994295178153655
300750,宁德时代,2024-01-05,150.99,154.73,149.49,150.9,21035318.0,3195235677.0,3894854493.0,0.005400796881579422
300750,宁德时代,2024-01-08,150.2,153.39,149.08,150.0,19385405.0,2926528362.0,3894854493.0,0.0049771833671425425
300750,宁德时代,2024-01-09,149.96,151.37,145.75,148.7,23391625.0,3473507460.0,3894854493.0,0.006005776349807273
300750,宁德时代,2024-01-10,146.94,153.11,146.55,150.66,23211960.0,3500326620.0,3894854493.0,0.005959647540548057
300750,宁德时代,2024-01-11,150.66,157.77,148.51,154.82,32801802.0,5037065544.0,3894854493.0,0.008421829893505086
300750,宁德时代,2024-01-12,154.0,157.33,152.2,154.63,25462228.0,3943737151.0,3894854493.0,0.006537401601462086
300750,宁德时代,2024-01-15,153.5,153.7,149.35,151.7,17272193.0,2618158008.0,3894854493.0,0.004434618297305413
300750,宁德时代,2024-01-16,151.66,157.25,150.56,156.95,28469270.0,4421625829.0,3894854493.0,0.007309456630835939
300750,宁德时代,2024-01-17,156.86,156.86,151.75,152.24,21761525.0,3343384132.0,3894854493.0,0.0055872498033266065
300750,宁德时代,2024-01-18,150.1,155.2,150.01,154.61,30778779.0,4688436698.0,3894854493.0,0.007902420759316412
300750,宁德时代,2024-01-19,153.8,157.89,153.4,154.9,26594908.0,4136034233.0,3894854493.0,0.006828216059880417
300750,宁德时代,2024-01-22,153.5,159.95,150.65,155.66,40488810.0,6323471153.0,3894854493.0,0.010395461517950986
300750,宁德时代,2024-01-23,155.0,158.8,153.19,153.91,32305895.0,5033058276.0,3894854493.0,0.008294506266681219
300750,宁德时代,2024-01-24,154.5,154.99,149.51,153.48,24870983.0,3776131708.0,3894854493.0,0.00638560003838377
300750,宁德时代,2024-01-25,152.0,155.1,149.71,155.0,29479609.0,4503492568.0,3894854493.0,0.007568860159726639
300750,宁德时代,2024-01-26,152.5,154.48,150.0,150.0,27181270.0,4118576148.0,3894854493.0,0.0069787639175869975
300750,宁德时代,2024-01-29,149.44,150.78,147.02,147.02,21767500.0,3235910043.0,3894854493.0,0.0055887838786074
300750,宁德时代,2024-01-30,145.5,147.44,140.4,140.75,32727425.0,4680164654.0,3894854493.0,0.008402733673059966
300750,宁德时代,2024-01-31,145.0,152.96,144.0,151.59,59522108.0,8943013793.0,3894854493.0,0.0152822417646091
