symbol,name,trade_date,open,high,low,close,volume,amount,outstanding_share,turnover
300223,北京君正,2025-01-02,68.2,68.2,63.28,64.33,15512528.0,1018454446.0,419590599.0,0.03697062812410628
300223,北京君正,2025-01-03,64.35,64.85,61.68,61.77,11579154.0,731440923.0,419590599.0,0.02759631418720132
300223,北京君正,2025-01-06,61.44,62.62,60.4,61.18,7839631.0,480838382.0,419590599.0,0.01868400059172918
300223,北京君正,2025-01-07,61.5,62.89,61.08,62.7,8847455.0,547653726.0,419590599.0,0.02108592285214665
300223,北京君正,2025-01-08,62.02,63.71,59.87,62.65,10612726.0,656910096.0,419590599.0,0.02529304999991194
300223,北京君正,2025-01-09,62.16,64.0,62.16,62.61,8696854.0,549968043.0,419590599.0,0.020726999176642658
300223,北京君正,2025-01-10,62.11,63.98,60.9,60.9,9696736.0,606359895.0,419590599.0,0.02310999346293743
300223,北京君正,2025-01-13,60.0,61.9,59.95,61.38,6683055.0,407288452.0,419590599.0,0.015927561332230895
300223,北京君正,2025-01-14,61.8,64.92,61.09,64.75,12321201.0,780825521.0,419590599.0,0.02936481663165194
300223,北京君正,2025-01-15,64.75,65.2,63.94,64.17,8081067.0,521028788.0,419590599.0,0.01925940909843883
300223,北京君正,2025-01-16,64.4,65.5,63.2,63.98,9092702.0,584684724.0,419590599.0,0.021670414021835605
300223,北京君正,2025-01-17,63.38,66.85,63.33,65.54,13031625.0,851541190.0,419590599.0,0.031057952754561118
300223,北京君正,2025-01-20,65.6,65.69,64.23,64.48,9688454.0,629622647.0,419590599.0,0.023090255175140375
300223,北京君正,2025-01-21,64.73,66.28,63.89,66.11,11240519.0,733616624.0,419590599.0,0.026789253683922504
300223,北京君正,2025-01-22,65.52,67.35,65.31,66.8,11924203.0,792490115.0,419590599.0,0.02841866101961927
300223,北京君正,2025-01-23,68.38,68.68,65.81,65.81,10873288.0,731538912.0,419590599.0,0.02591404103407951
300223,北京君正,2025-01-24,65.5,66.96,65.3,66.51,7701023.0,510080235.0,419590599.0,0.018353659539450264
300223,北京君正,2025-01-27,66.7,66.85,64.4,64.4,6824377.0,446550278.0,419590599.0,0.016264370594251565
300223,北京君正,2025-02-05,66.89,77.28,66.23,73.37,39028520.0,2840536386.0,419590599.0,0.09301571601703117
300223,北京君正,2025-02-06,72.05,78.0,71.38,76.7,39645089.0,3001534956.0,419590599.0,0.094485169816686
300223,北京君正,2025-02-07,77.5,78.91,75.01,77.08,39901385.0,3074533833.0,419590599.0,0.09509599379751595
300223,北京君正,2025-02-10,77.23,80.39,76.63,78.39,34221582.0,2699477026.0,419590599.0,0.08155945839005797
300223,北京君正,2025-02-11,77.1,80.0,76.0,76.19,28189126.0,2184967632.0,419590599.0,0.06718245372318268
300223,北京君正,2025-02-12,75.19,80.04,74.31,80.02,37965488.0,2925099338.0,419590599.0,0.09048221788210274
300223,北京君正,2025-02-13,79.0,81.85,78.41,78.88,33611850.0,2685852984.0,419590599.0,0.08010629904508418
300223,北京君正,2025-02-14,77.5,79.08,75.56,78.28,24471243.0,1891649463.0,419590599.0,0.05832171420980764
