symbol,name,trade_date,open,high,low,close,volume,amount,outstanding_share,turnover
688012,中微公司,2024-01-02,152.88,152.88,142.0,146.05,9838940.0,1445527529.0,619279423.0,0.015887723109443603
688012,中微公司,2024-01-03,145.43,149.08,144.73,145.44,4235711.0,620604784.0,619279423.0,0.006839741226150832
688012,中微公司,2024-01-04,145.5,147.8,142.3,144.9,4862084.0,702920268.0,619279423.0,0.007851195792113377
688012,中微公司,2024-01-05,144.0,146.38,143.2,144.2,4830363.0,699000166.0,619279423.0,0.007799973357099579
688012,中微公司,2024-01-08,142.63,144.18,137.1,137.73,7255346.0,1006435298.0,619279423.0,0.011715787301397223
688012,中微公司,2024-01-09,137.7,139.97,135.0,136.36,5005903.0,685405023.0,619279423.0,0.008083431830739191
688012,中微公司,2024-01-10,135.92,138.99,133.01,136.94,5032309.0,687286736.0,619279423.0,0.008126071710281903
688012,中微公司,2024-01-11,136.0,138.49,135.61,137.5,4526994.0,621279513.0,619279423.0,0.007310099176345473
688012,中微公司,2024-01-12,138.0,138.69,134.59,134.66,4460638.0,608607252.0,619279423.0,0.007202948837523381
688012,中微公司,2024-01-15,136.61,141.25,134.66,137.29,8204067.0,1129278397.0,619279423.0,0.01324776295691646
688012,中微公司,2024-01-16,137.29,140.96,136.7,140.23,6860592.0,956240515.0,619279423.0,0.011078346454279008
688012,中微公司,2024-01-17,139.53,140.5,136.35,136.71,4852579.0,670450128.0,619279423.0,0.00783584730862275
688012,中微公司,2024-01-18,135.63,139.6,132.6,139.31,8021160.0,1087587823.0,619279423.0,0.01295240839933414
688012,中微公司,2024-01-19,139.31,143.2,139.31,141.52,7767287.0,1099930369.0,619279423.0,0.012542459367328276
688012,中微公司,2024-01-22,141.2,142.73,138.3,139.85,6824776.0,959781653.0,619279423.0,0.011020511495341579
688012,中微公司,2024-01-23,138.78,139.59,135.11,137.11,5668162.0,779455768.0,619279423.0,0.009152834390236151
688012,中微公司,2024-01-24,138.0,138.38,126.32,132.0,11373411.0,1480973175.0,619279423.0,0.018365556124734988
688012,中微公司,2024-01-25,131.88,135.79,129.0,134.96,6569892.0,872722876.0,619279423.0,0.010608929920799258
688012,中微公司,2024-01-26,133.43,134.0,126.5,126.5,9692847.0,1250228287.0,619279423.0,0.01565181506119573
688012,中微公司,2024-01-29,126.5,128.48,121.0,121.71,8959178.0,1108950183.0,619279423.0,0.014467101064974348
688012,中微公司,2024-01-30,120.5,121.35,114.6,114.71,8480272.0,996992133.0,619279423.0,0.0136937732549205
688012,中微公司,2024-01-31,114.04,116.55,113.12,114.06,7683004.0,880683755.0,619279423.0,0.012406360868218287
