ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
601919.SH,20260320,1.1838,1.3,7.8527,1.0474,1.1043,10.0872,24239984.4486,19876477.4001
300052.SZ,20260320,2.9652,1.28,,8.8593,17.3663,,334917.2901,334907.6976
301560.SZ,20260320,9.2003,0.73,49.2532,4.5132,4.123,0.222,438246.4,87649.28
688004.SH,20260320,2.9746,1.53,,3.031,10.308,,176273.688,176273.688
600624.SH,20260320,1.0196,1.63,,5.2196,4.9106,,324727.8383,324727.8383
300923.SZ,20260320,3.3224,1.65,42.3301,1.8428,3.9369,1.6854,208525.8,202870.9305
600720.SH,20260320,0.8624,0.76,10.6372,1.0616,1.3703,3.2436,1619984.4689,712389.1383
300555.SZ,20260320,0.764,0.74,,5.2102,16.057,,247600.0,245105.2604
600989.SH,20260320,2.2889,0.72,20.591,4.8298,4.8652,2.1578,23371418.32,23371418.32
600562.SH,20260320,0.8682,1.18,49.4983,4.9151,8.8826,1.0051,3138174.7617,3138174.7617
001380.SZ,20260320,2.4798,1.72,20.4496,3.0599,2.7842,0.9676,567439.5658,184368.072
300388.SZ,20260320,0.9034,0.76,15.5617,1.2257,1.5576,2.3522,564584.0095,563556.0686
601058.SH,20260320,0.6879,0.63,11.8222,2.0711,1.2201,2.8636,4363309.0437,4363309.0437
601798.SH,20260320,2.4658,0.88,,2.4483,4.0534,,310212.1733,310212.1733
301055.SZ,20260320,1.2439,1.03,65.4056,4.5792,3.0042,0.6064,299676.0,299676.0
000009.SZ,20260320,1.134,0.83,325.3373,2.2751,1.0234,0.3375,2292921.2149,2290082.1934
002848.SZ,20260320,2.0756,0.51,,18.5076,13.5203,,213617.7,210775.6989
002221.SZ,20260320,3.4539,0.87,37.1355,1.2962,0.4721,,1440580.779,1335239.8524
603322.SH,20260320,8.0998,2.06,,17.2569,2.0198,,497186.3414,497186.3414
603091.SH,20260320,3.4701,1.76,26.3835,3.5606,5.1861,1.302,753806.6208,231819.0569
688113.SH,20260320,1.3164,1.38,28.1827,2.5552,5.1694,1.1004,251021.685,251021.685
300765.SZ,20260320,0.6378,0.84,,15.8819,19.6334,0.0657,4236252.3191,4236252.3191
301010.SZ,20260320,4.144,1.0,112.3589,2.9331,2.3915,0.8889,243000.0,243000.0
