ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
301665.SZ,20260421,1.3855,0.63,25.8546,3.4371,2.3649,2.2371,1206900.0,279383.94
301468.SZ,20260421,5.1763,0.6,158.1448,3.1529,15.3948,0.4775,708470.0603,408389.1897
600467.SH,20260421,1.4944,0.72,86.0194,1.0293,2.5517,0.3701,352099.6273,352099.6273
603336.SH,20260421,2.9743,1.61,648.5989,4.3985,5.9319,0.0485,626980.5134,626980.5134
301595.SZ,20260421,7.1498,0.78,84.8117,5.784,4.9935,0.5194,521151.64,117259.119
300962.SZ,20260421,0.9226,1.16,42.0971,4.3282,11.8602,0.8908,432699.1092,432699.1092
001979.SZ,20260421,0.4838,0.58,75.7365,0.794,0.5011,2.2569,7753787.6671,7235681.8392
688472.SH,20260421,2.4245,0.76,47.5876,2.0693,1.2073,0.6922,4859948.9094,1797770.9576
603626.SH,20260421,4.5671,0.74,,6.1572,4.0875,,1313400.2262,1313400.2262
688347.SH,20260421,3.5288,0.87,593.1578,4.9466,12.9191,,22338999.4732,5242034.0
688283.SH,20260421,1.8988,1.1,117.3788,5.5684,22.6215,0.5728,548952.6,548952.6
002635.SZ,20260421,4.5293,0.56,98.7045,1.8854,2.3115,1.2019,1097718.7953,658167.0934
002463.SZ,20260421,3.7217,0.75,50.255,12.7105,10.1392,0.5006,19208996.8263,19193494.2713
603959.SH,20260421,6.457,0.84,,138.0863,3.1064,,328010.0256,328010.0256
688361.SH,20260421,2.5203,1.13,975.6352,11.0,27.4223,,5630624.851,4451948.7427
300624.SZ,20260421,4.2251,0.88,,12.7797,9.0242,,1380034.6807,1222262.6958
000839.SZ,20260421,1.6683,0.98,,7.9997,3.7765,,1226905.6482,1226905.6482
300274.SZ,20260421,3.2539,0.66,20.9812,6.0594,3.1669,1.4754,28243359.2292,21660770.7622
301356.SZ,20260421,1.6135,0.88,50.6377,1.5251,2.9367,,457704.0,116142.39
600152.SH,20260421,20.3471,0.77,,4.135,4.8591,,688332.2669,688332.2669
300049.SZ,20260421,2.2157,0.91,98.7926,7.6948,9.5418,,1522286.5455,1342263.0467
600540.SH,20260421,2.253,0.86,,6.4512,0.6491,,281386.4486,281386.4486
300741.SZ,20260421,0.7817,0.6,123.8323,1.5288,7.757,0.5935,1037757.8,1037752.1553
002686.SZ,20260421,13.4196,1.55,375.1558,2.7945,2.718,0.1233,458653.6977,423413.4125
300810.SZ,20260421,3.2228,1.26,,5.135,12.7001,0.0581,400897.8,387159.1971
920876.BJ,20260421,2.3512,0.81,239.8514,6.1771,2.8703,,158397.8664,96864.6785
600927.SH,20260421,0.2823,0.9,33.2919,1.6014,1.8398,0.6236,2100366.6673,2100366.6673
688157.SH,20260421,2.0731,1.02,286.3475,4.6318,8.6558,0.4145,625724.32,625724.32
002587.SZ,20260421,2.792,1.03,,3.1703,5.3555,0.3082,421549.0689,344655.4229
920199.BJ,20260421,5.4129,1.56,602.5507,4.5495,8.7637,,239337.8372,133276.3741
603327.SH,20260421,3.2556,0.58,111.4656,4.6106,4.2865,1.7333,1102959.6248,1102959.6248
601311.SH,20260421,2.7052,0.73,16.1327,1.2205,0.7332,2.8293,1202474.771,1202474.771
002512.SZ,20260421,7.8843,1.31,,12.5483,2.6977,,487273.5248,479369.8805
600966.SH,20260421,0.8854,0.87,61.6468,1.2374,0.4703,0.3852,913064.6487,913064.6487
000430.SZ,20260421,2.2214,0.61,,3.5419,13.7979,,643660.1207,294592.4064
601238.SH,20260421,0.1578,0.95,,0.6948,0.7643,0.2784,7311296.2503,5294111.1756
301613.SZ,20260421,1.2373,0.76,29.3866,4.1401,2.2088,1.4184,676053.8609,394335.8609
600929.SH,20260421,2.0207,0.72,177.8557,1.5309,2.0715,1.2327,1157919.9587,1157919.9587
300008.SZ,20260421,6.075,1.22,46.0413,5.6922,3.0404,,1373783.1607,1309595.6064
600028.SH,20260421,0.2031,1.04,20.9089,0.801,0.2389,4.149,66509032.8221,52113861.4563
002348.SZ,20260421,3.4033,1.34,,21.2112,28.1135,,944358.4,900822.4
300331.SZ,20260421,8.4458,1.65,,8.0954,6.4898,,1266632.6311,1025433.5017
603389.SH,20260421,0.5972,0.68,,57.8279,64.7855,,1352647.296,1352647.296
002825.SZ,20260421,6.3244,2.49,39.428,2.123,1.7217,1.1459,352805.7862,265095.8088
605018.SH,20260421,1.3522,0.68,69.1495,2.1595,2.8548,1.1891,585231.9123,585231.9123
002132.SZ,20260421,6.1634,0.52,345.7915,1.8294,1.2386,1.0435,636301.2929,635364.8988
688020.SH,20260421,11.4819,3.49,,6.9506,25.8591,0.1622,924816.525,924816.525
300659.SZ,20260421,2.5774,1.1,,2.7011,4.6493,,336947.7371,244875.0163
600118.SH,20260421,10.0831,2.12,3332.2961,18.615,19.4145,0.01,11848541.1327,11848541.1327
300036.SZ,20260421,2.1937,0.9,170.1983,2.9804,5.2832,,797296.3863,709457.0432
000837.SZ,20260421,0.9113,0.8,211.8102,2.2955,2.7393,0.274,1120344.6915,1103106.654
688699.SH,20260421,1.6408,0.85,,4.1366,7.4102,,492759.3933,492759.3933
300413.SZ,20260421,0.9212,0.7,42.2569,1.7078,3.074,1.0407,3954703.8029,2159873.7112
920855.BJ,20260421,0.4773,0.9,34.6754,2.1108,4.5428,1.2899,121665.8661,109136.0911
002324.SZ,20260421,10.095,2.63,74.1239,4.1656,2.0351,0.2879,1905431.9928,1329760.7229
300004.SZ,20260421,3.1065,0.64,102.9504,3.8161,11.4533,,679190.9412,679190.9412
300756.SZ,20260421,3.2112,1.08,103.6861,5.7724,12.3172,0.0932,845199.0179,703788.3831
300915.SZ,20260421,1.1285,0.85,374.1375,1.8953,2.7704,1.2297,291443.7447,133406.899
001318.SZ,20260421,0.8934,1.35,33.0514,2.6699,7.8563,1.3216,384982.92,384982.92
300373.SZ,20260421,2.3715,1.06,32.2671,4.4627,5.7576,1.0051,4422307.6384,4412464.112
002303.SZ,20260421,1.5884,0.9,19.953,1.1683,1.3113,5.7941,520650.0529,328739.5594
603119.SH,20260421,10.2348,1.25,104.91,14.34,21.2283,0.2422,2920485.7224,1636948.369
605117.SH,20260421,1.012,0.48,41.0133,12.5676,10.6386,2.0634,13004364.6831,13004364.6831
688162.SH,20260421,1.4966,0.62,60.2805,2.011,1.1251,,487804.5575,487804.5575
301276.SZ,20260421,3.7285,1.59,25.0429,1.6207,3.0145,2.3024,337737.6,188329.3838
920204.BJ,20260421,2.998,1.71,73.1093,3.0995,4.737,0.3708,152557.6555,80885.0222
600595.SH,20260421,1.2581,0.73,29.9645,2.09,1.5387,,3486877.4492,3486877.4492
603398.SH,20260421,2.6432,1.18,,7.6607,19.4237,,492183.1297,492183.1297
603759.SH,20260421,0.7228,0.9,16.5871,1.539,1.7453,,438210.24,438210.24
002004.SZ,20260421,1.3877,1.09,,1.0738,0.8795,3.7887,1041437.4945,989731.8197
301355.SZ,20260421,2.5878,0.74,349.8947,1.6239,1.4267,0.7896,244847.8996,125757.8121
300244.SZ,20260421,4.5033,1.11,,1.8605,1.146,1.2692,1203710.3937,965810.1515
920786.BJ,20260421,5.0239,0.97,35.9549,2.3206,1.3357,,176231.679,119239.3616
300896.SZ,20260421,0.8447,0.82,26.7665,4.5565,14.0894,4.3614,3455601.3366,2334834.1429
300687.SZ,20260421,3.0636,0.8,122.3536,3.2023,4.0383,0.3232,885027.9589,713130.3133
603203.SH,20260421,3.1021,1.18,47.4143,8.0479,10.9775,1.3733,1174704.6375,1153829.0157
600850.SH,20260421,1.4895,1.0,27.5491,2.8754,1.2412,2.0267,1386245.0342,1386245.0342
603703.SH,20260421,2.6157,1.08,,6.9368,6.37,,573920.272,573920.272
605151.SH,20260421,1.0318,0.6,,1.957,1.4295,0.4036,266686.468,266686.468
300281.SZ,20260421,1.4263,1.05,,2.3301,6.6101,0.5789,289476.1938,274552.2052
300677.SZ,20260421,3.1296,1.05,21.0377,1.9723,3.6362,0.2694,3581500.3486,2546904.2149
300058.SZ,20260421,16.3079,0.86,300.2694,8.5475,0.9821,,6746025.6855,6535030.9999
002032.SZ,20260421,0.3748,1.68,17.94,5.9844,1.6518,5.9516,3761512.9736,3759943.5171
002614.SZ,20260421,1.3563,0.85,55.8119,0.8847,0.7464,1.6306,382352.1321,270495.9728
002816.SZ,20260421,4.5271,1.12,,11.2328,13.8866,,259900.0,259900.0
000713.SZ,20260421,0.9843,0.7,102.6026,1.7253,1.8851,0.2385,514851.5607,396039.6621
600420.SH,20260421,0.4843,0.54,13.8874,0.949,1.3966,3.0769,1307643.3747,1307643.3747
301286.SZ,20260421,1.762,1.0,86.1499,10.1953,18.5824,0.1585,2002100.4,807042.1076
600423.SH,20260421,4.3125,0.45,355.8246,3.9004,14.7058,,218043.7421,218043.7421
600491.SH,20260421,6.1573,1.28,,0.3227,0.5169,,316659.8967,316659.8967
300746.SZ,20260421,1.2566,0.74,,3.9504,2.7917,,303843.7895,300892.1757
688282.SH,20260421,3.1684,1.16,,6.5971,27.9053,,840048.0,840048.0
601133.SH,20260421,2.8418,0.53,67.9114,4.3288,2.705,0.8744,1266716.1992,1258003.7989
301033.SZ,20260421,1.3205,0.82,38.0301,5.092,11.5091,1.0244,387546.8036,326391.5136
002278.SZ,20260421,4.2512,0.95,94.7878,3.2646,5.6157,0.401,451962.634,386991.5599
301128.SZ,20260421,8.2647,0.97,129.5401,20.0134,10.088,0.2416,1834944.6885,1614114.4852
300869.SZ,20260421,1.2245,0.86,,3.0057,10.6538,1.9246,521942.5218,343116.2064
601633.SH,20260421,0.134,0.66,17.922,2.0193,0.7935,2.1784,17680564.0995,12828296.7921
603922.SH,20260421,8.0734,2.2,200.6085,3.81,5.6694,,396032.0,396032.0
600789.SH,20260421,0.7346,0.46,45.5168,1.6702,1.3878,1.1715,859145.9975,738706.4375
600916.SH,20260421,1.1219,0.83,37.4156,2.1194,0.2557,3.8546,1525440.0,1525440.0
003016.SZ,20260421,0.9817,1.11,,1.2955,2.4051,,346930.3299,338978.3447
300588.SZ,20260421,1.335,0.76,,18.0345,27.1569,,494186.7284,456377.6594
600009.SH,20260421,0.2716,0.77,28.8229,1.6426,5.2905,1.8607,6820466.0426,5608852.1506
920419.BJ,20260421,0.8472,0.54,23.3532,2.3404,1.6785,0.7148,144525.6536,135271.0923
603028.SH,20260421,1.5708,1.08,,4.8258,1.3596,,247141.44,244687.59
688691.SH,20260421,7.2992,0.84,,9.8506,16.8344,0.1673,1219560.0,741543.3966
603112.SH,20260421,1.4962,0.55,19.9775,2.5569,2.7003,1.6129,1114480.3317,1103427.9006
002421.SZ,20260421,3.609,0.7,,2.0347,2.4195,0.1754,604365.7671,571907.3639
600736.SH,20260421,4.2954,2.69,46.2853,1.0671,1.4471,0.2601,796694.6916,796694.6916
688311.SH,20260421,2.6241,1.03,,4.057,13.1693,,691517.6558,691517.6558
601007.SH,20260421,6.7395,1.25,51.585,2.0359,1.7953,0.8343,327210.0,327210.0
600059.SH,20260421,0.6065,1.02,39.1118,1.3842,4.3942,0.906,804891.9507,804891.9507
000932.SZ,20260421,1.0013,0.97,13.2558,0.6244,0.2857,1.9842,3460567.6258,3460567.6258
002841.SZ,20260421,0.8983,0.88,25.0126,1.9004,1.0409,1.8602,2534892.2569,1891657.5606
688475.SH,20260421,0.651,0.74,38.5652,3.9465,3.9722,1.1694,2356987.5,2356987.5
300987.SZ,20260421,1.8216,0.94,147.7476,3.7883,9.8715,0.711,304780.944,304780.944
688138.SH,20260421,0.6483,0.91,48.0051,3.2365,7.2474,0.906,898439.2,898439.2
688018.SH,20260421,4.6655,1.76,51.9595,6.2385,10.5621,0.238,2804659.7078,2629471.6752
603920.SH,20260421,8.7081,1.37,52.9291,6.6946,7.9714,1.4997,4324274.4943,4324274.4943
601377.SH,20260421,0.7241,0.75,17.9317,0.9201,4.3467,2.5168,5147048.4272,5147048.4272
300916.SZ,20260421,15.6877,6.3,36.4637,3.6418,3.1229,1.1628,497575.3841,321382.571
300039.SZ,20260421,0.7979,0.54,17.9807,1.3766,5.3054,2.1886,621324.0,544654.1782
003026.SZ,20260421,7.4507,1.19,110.6798,7.3907,11.5174,0.3983,486589.726,359240.2012
688351.SH,20260421,0.7778,0.74,223.0367,6.3222,24.5262,,1139322.6,1139322.6
301099.SZ,20260421,17.5228,2.26,84.3539,6.7827,1.4656,0.3698,878968.0016,538053.7994
300132.SZ,20260421,2.4327,0.7,33.392,3.1644,2.1167,,445809.3046,438474.1481
605166.SH,20260421,2.4114,0.58,24.5755,1.8218,0.6444,1.1759,355962.7289,355962.7289
600326.SH,20260421,1.2226,0.93,,3.2088,3.5721,,1268454.3778,1268454.3778
001373.SZ,20260421,2.7059,0.68,,2.7329,4.2488,0.1734,237656.6325,114635.7927
920029.BJ,20260421,0.4271,0.79,17.1187,3.2431,4.0055,1.722,1209841.7562,1177240.8387
301337.SZ,20260421,3.1436,0.77,,2.6503,11.7688,,290613.8,103153.3265
300390.SZ,20260421,8.5546,0.69,177.2467,6.2793,9.4434,0.6992,7128672.5118,5768728.1126
301100.SZ,20260421,1.0591,0.8,,1.8915,3.1188,,377400.0,165112.5
300706.SZ,20260421,14.781,1.87,,8.6763,4.5291,,609833.363,452125.553
300069.SZ,20260421,7.4686,0.7,111.0837,9.1363,10.2998,,257985.0,257985.0
600730.SH,20260421,5.9188,1.93,611.094,2.8846,44.1464,0.1135,516843.9378,516843.9378
002432.SZ,20260421,4.9239,0.53,19.7101,1.6781,23.7251,0.2306,3723526.1263,3510784.5333
688050.SH,20260421,0.5356,0.66,37.1847,3.5425,6.6563,0.6854,986936.402,986936.402
300592.SZ,20260421,1.937,0.85,179.3169,2.3511,0.563,0.3687,543057.4529,468551.1771
