ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
920139.BJ,20260205,1.33,0.46,,5.3649,18.1411,,574589.7597,550742.9688
002310.SZ,20260205,0.7029,0.54,,9.0201,39.7541,,1385843.409,969980.4846
300415.SZ,20260205,1.327,0.85,17.4223,3.8646,2.1161,1.9068,1205141.68,1165352.9815
002569.SZ,20260205,0.647,0.49,,69.3809,16.7379,,200173.9,194539.4308
600279.SH,20260205,0.601,0.51,12.8475,0.9584,1.537,0.7353,645655.258,645655.258
002682.SZ,20260205,11.7777,2.29,,3.7962,1.7478,,408841.9678,408835.861
600802.SH,20260205,4.0632,1.67,,2.6783,1.713,,296486.7148,296486.7148
300805.SZ,20260205,20.1155,1.28,150.9877,4.0155,2.5218,0.1353,626901.0585,425894.9469
300520.SZ,20260205,14.7282,1.09,,7.5902,8.1441,,1343050.6518,1278560.7834
002330.SZ,20260205,2.3009,0.57,,1.4588,1.0201,,334175.8425,334104.0041
688577.SH,20260205,0.8274,0.62,207.0064,8.1686,9.8355,0.585,815235.2947,815235.2947
301151.SZ,20260205,0.8626,0.77,40.9987,1.6211,3.7595,1.5876,331755.0483,331440.3892
603599.SH,20260205,4.7292,0.69,18.9715,1.3797,3.6045,1.7869,1375416.9803,1375416.9803
000547.SZ,20260205,25.214,1.11,,10.8809,21.5298,,5115098.4608,5085187.3984
002453.SZ,20260205,1.7943,0.71,,5.2121,13.6982,,477671.8701,360304.724
002493.SZ,20260205,0.6177,0.72,187.1003,3.1527,0.4457,0.6949,13775440.8683,12910471.737
002810.SZ,20260205,7.7882,1.13,40.4789,2.9504,3.3679,0.5252,659450.1918,610650.5037
605080.SH,20260205,3.281,0.92,18.373,1.7106,3.6531,0.741,376215.5527,373053.4896
300590.SZ,20260205,1.3491,0.58,65.9827,3.1223,6.656,1.7663,569377.912,438700.6797
300697.SZ,20260205,10.5928,0.53,45.4852,6.1596,2.4742,0.793,755389.44,351803.7469
300400.SZ,20260205,1.6134,0.72,45.4565,7.2692,6.4607,3.9667,495441.8836,489923.5828
600365.SH,20260205,1.0842,0.79,,5.2875,1.8385,,142565.42,134165.92
603606.SH,20260205,1.1306,0.64,38.6922,4.9963,3.8724,0.8053,3830574.5998,3830574.5998
002140.SZ,20260205,3.5699,1.78,18.7608,1.8722,0.9312,1.6488,858820.8267,857544.1479
002472.SZ,20260205,2.0115,0.71,29.1255,3.6414,4.0555,0.992,3449284.4145,3066120.0956
300751.SZ,20260205,8.8127,1.07,98.9668,10.4595,9.9437,0.3725,8220374.6815,5688621.2252
