ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
301283.SZ,20260612,1.1799,,15.5992,1.9106,1.3629,4.437,304852.289,239650.4684
301023.SZ,20260612,7.6914,,40.8633,3.3974,10.4596,2.5346,276135.7738,153171.7976
300173.SZ,20260612,0.8761,,,3.2763,2.3521,,265970.7027,265970.7027
688008.SH,20260612,5.5604,,107.4626,13.1849,48.2628,0.088,27484834.0722,25780839.6042
300684.SZ,20260612,7.8341,,46.2296,7.8574,8.423,1.3982,1579312.1329,1077289.8877
000429.SZ,20260612,1.1626,,17.0593,2.3623,6.0523,4.0169,2722229.5761,1696935.5376
300415.SZ,20260612,1.0421,,13.7472,3.1372,1.5881,2.8254,977889.0693,945603.2941
688590.SH,20260612,3.4536,,,2.5883,1.8291,0.2359,386241.5764,386241.5764
300032.SZ,20260612,2.9162,,,4.963,2.1594,,321267.8432,321267.8432
603588.SH,20260612,4.4342,,17.7964,2.1436,1.3185,0.6948,2164516.1634,2164516.1634
603699.SH,20260612,0.8463,,23.93,8.0547,5.0198,3.2916,4028369.9432,3939309.6147
301013.SZ,20260612,30.2595,,,17.766,21.8006,0.0983,1189050.9259,962672.2125
301248.SZ,20260612,4.1412,,,6.8389,12.4286,0.0297,1031514.255,753837.9057
600610.SH,20260612,4.3099,,157.2742,62.7112,8.3469,,872017.5285,576903.5379
300666.SZ,20260612,21.7191,,131.7286,14.3115,14.813,0.1403,7271909.2797,6060341.4079
002747.SZ,20260612,14.4423,,239.5355,9.6308,6.4156,,3118246.6156,2520907.7114
002736.SZ,20260612,0.5196,,9.6956,1.0488,4.4228,4.1723,10518270.1226,9871964.9702
600053.SH,20260612,1.1007,,,1.5224,12.514,,338595.3648,338595.3648
002531.SZ,20260612,2.6577,,,1.9857,3.3627,,1721409.7544,1711740.3164
600250.SH,20260612,2.6687,,277.4601,4.4171,3.8221,,275882.0183,275882.0183
300135.SZ,20260612,1.671,,,3.566,2.0762,0.2985,308736.0,308736.0
600098.SH,20260612,1.4703,,10.2,0.882,0.4741,5.2938,2450599.6217,2450599.6217
600475.SH,20260612,1.6786,,37.3302,1.615,1.5517,3.0437,1398577.8615,1379441.8215
688618.SH,20260612,1.681,,126.1212,4.1465,9.9041,0.5158,342346.7524,341918.6637
002055.SZ,20260612,4.0022,,,2.5819,0.7674,,349999.7198,343920.2198
603206.SH,20260612,6.1586,,117.498,2.4682,1.1917,0.3279,558515.978,558515.978
600578.SH,20260612,3.6924,,14.0543,1.9886,1.4037,1.6021,5014271.1402,5014271.1402
600449.SH,20260612,1.3292,,33.1653,0.8458,1.2967,1.2403,616853.5442,616853.5442
920055.BJ,20260612,3.3317,,13.1888,1.6613,1.8569,1.8966,197200.0,44370.0
688231.SH,20260612,2.489,,112.3612,3.7252,5.0438,0.4158,1045686.8577,1045686.8577
002062.SZ,20260612,1.0614,,36.719,1.983,1.7123,1.2542,961359.4808,873892.6459
300927.SZ,20260612,10.2559,,116.8959,3.7504,2.3226,0.352,369128.52,360151.3967
603093.SH,20260612,2.9475,,22.6717,2.3836,10.6633,,1372289.9954,1166445.9874
600513.SH,20260612,2.8504,,,3.5492,1.5679,0.5597,453875.4693,453875.4693
688276.SH,20260612,0.7043,,,1.5641,10.1919,1.1623,601458.1475,601458.1475
600519.SH,20260612,0.4039,,19.5248,6.0285,9.3815,4.0045,161499292.1148,161499292.1148
002957.SZ,20260612,4.7039,,70.9004,6.3883,7.7883,0.3358,2114611.7163,2108047.0632
002259.SZ,20260612,4.0251,,17.1512,7.3889,3.4557,,338547.7202,338547.7202
002170.SZ,20260612,3.0484,,10.8574,3.1503,2.0889,6.4278,1101349.1874,893392.0109
002972.SZ,20260612,9.9905,,35.0818,2.6497,8.3202,2.2585,325223.6336,178002.4284
600685.SH,20260612,1.6983,,30.1134,2.0147,1.6262,0.5771,3673703.0764,2134910.0354
603356.SH,20260612,4.1668,,,8.0964,2.6218,,244545.56,244545.56
688030.SH,20260612,2.6626,,,4.1876,3.0501,,284952.9073,284952.9073
002872.SZ,20260612,1.3158,,,0.842,3.081,,163452.0,110467.9209
688153.SH,20260612,2.5491,,929.1769,3.1833,5.5157,,1265980.8695,1204083.1283
300159.SZ,20260612,1.5685,,96.8022,4.9116,20.6734,,1372105.5699,768258.7837
300854.SZ,20260612,4.7801,,,4.8155,9.1109,,440602.7063,358380.0936
002863.SZ,20260612,1.7106,,45.158,1.0231,0.5183,0.3527,288951.073,288951.073
920118.BJ,20260612,1.3175,,28.7015,1.6994,0.5887,1.5915,97475.235,59074.2035
001366.SZ,20260612,2.0638,,,2.5657,1.4549,,206473.8,206473.8
601916.SH,20260612,0.7613,,6.52,0.4608,1.3513,5.0649,8459107.8766,6635686.2766
688089.SH,20260612,1.268,,37.1942,1.2916,4.9062,1.6407,205168.8173,205168.8173
601200.SH,20260612,1.0222,,16.1345,0.8235,1.5738,1.3831,973324.4715,973324.4715
601187.SH,20260612,1.1883,,7.8603,0.7733,3.4209,3.7547,2108663.1825,2104070.6935
600797.SH,20260612,1.7437,,,2.2472,2.1856,,743929.0919,743929.0919
002996.SZ,20260612,2.7981,,18.5159,1.3238,0.2625,1.6967,428439.575,266437.4131
002394.SZ,20260612,2.0982,,12.5205,0.7254,0.7942,5.3419,302983.2,302441.5424
601006.SH,20260612,0.4385,,17.5913,0.6102,1.2817,4.4101,10050623.7457,10050623.7457
600657.SH,20260612,0.9249,,,0.5063,1.7425,,784266.6136,784266.6136
688261.SH,20260612,4.4473,,211.4823,3.1538,7.4404,0.0519,929731.1854,926102.6276
003031.SZ,20260612,4.1396,,102.5923,10.1322,19.3119,0.3056,6495161.1696,4898256.4224
002952.SZ,20260612,3.4003,,251.7998,4.3729,3.9479,0.2148,381597.48,305679.7643
300351.SZ,20260612,4.0748,,352.6001,2.5513,2.7171,0.2585,616811.3044,417777.0988
688687.SH,20260612,1.0504,,252.459,1.6669,2.1551,1.53,279323.1855,279323.1855
301286.SZ,20260612,2.3952,,104.4023,12.2613,22.6515,,2484220.9,1001435.0064
300858.SZ,20260612,2.4619,,45.6987,2.1927,10.9123,0.9702,407363.4524,302614.275
600543.SH,20260612,0.8901,,,1.9543,5.5548,,135512.64,135512.64
920694.BJ,20260612,0.81,,21.8579,2.3808,2.8644,1.9646,201699.1029,95422.9034
600773.SH,20260612,5.0898,,,3.4883,32.9475,0.0644,1478765.9882,1478765.9882
603421.SH,20260612,1.2596,,,1.775,2.9016,,427184.7847,427184.7847
601126.SH,20260612,2.4617,,65.2201,12.2465,6.5665,1.0717,5596802.749,5542923.7172
002730.SZ,20260612,3.7326,,148.2815,6.1387,8.8549,,1012737.4244,967845.5744
002745.SZ,20260612,6.0353,,,1.1662,0.757,0.5365,1383243.0839,991730.9517
603890.SH,20260612,14.1547,,33.4256,3.0919,2.2031,0.6319,1020560.9945,1020560.9945
600548.SH,20260612,0.1222,,18.5938,0.9351,2.3727,2.8208,2195245.5499,1482978.4753
603368.SH,20260612,1.4036,,10.0465,0.8241,0.3144,,659768.0607,659768.0607
