ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
002037.SZ,20260407,4.6867,5.19,,2.1883,0.5993,,410817.1475,410817.1475
600289.SH,20260407,0.8025,0.86,,4.0537,14.1447,,453095.3855,406332.4871
300395.SZ,20260407,4.4528,1.15,119.9856,10.897,27.4008,0.1365,4958931.5551,4857922.3779
601607.SH,20260407,0.4848,0.83,11.194,0.8444,0.226,2.3727,6408049.206,4819750.5686
002458.SZ,20260407,2.4111,1.23,63.407,2.4219,3.5528,2.588,1048879.4434,682928.8298
600882.SH,20260407,3.7213,3.27,84.2361,2.0234,1.561,,940538.9251,940538.9251
001283.SZ,20260407,5.3641,0.79,31.7387,1.8362,1.0987,0.5541,644532.8391,514234.9859
000718.SZ,20260407,1.1013,0.81,,0.6722,4.0268,3.4146,622100.4587,467829.09
002141.SZ,20260407,1.339,0.85,,4.5822,2.8745,,381153.3095,376000.2529
920174.BJ,20260407,2.32,0.74,42.3409,2.7031,6.0168,,842892.4064,338084.9495
600500.SH,20260407,1.3306,1.51,,1.3972,0.3227,,1586031.3859,1586031.3859
300542.SZ,20260407,8.8215,6.51,,9.2051,3.7471,,498296.4714,413350.5551
000423.SZ,20260407,0.9854,0.89,20.4888,3.4466,5.3168,4.5897,3562479.7904,3556247.8209
300015.SZ,20260407,0.3946,0.64,27.2604,4.0457,3.959,2.5422,8775198.2665,7485991.8055
300699.SZ,20260407,1.2455,0.6,45.6594,4.8453,9.6348,1.4972,2755100.528,2722155.7193
600460.SH,20260407,0.923,0.77,77.2482,3.4936,3.2668,0.1596,4171828.1154,4171828.1154
002389.SZ,20260407,1.4428,0.62,766.0839,2.5763,7.0412,0.2864,2063399.064,2063074.6637
688625.SH,20260407,2.2614,2.53,38.0426,7.0709,10.8466,0.7073,1071357.8902,1071357.8902
000650.SZ,20260407,1.2287,0.8,18.3884,1.2893,2.1794,2.5641,818963.8669,778860.7129
605058.SH,20260407,2.3051,1.02,31.4485,2.6687,3.4317,1.8428,465360.3812,465360.3812
300809.SZ,20260407,0.8891,0.45,171.2822,4.9292,15.9465,0.3761,809043.5872,480467.2873
002279.SZ,20260407,1.6947,0.79,156.2198,4.858,2.3415,,680281.2212,623094.8784
002957.SZ,20260407,6.6648,1.22,63.8791,4.4164,5.77,0.5019,1414500.9455,1410110.4072
301067.SZ,20260407,2.2885,0.92,2255.8354,3.6228,3.7555,0.1603,300459.24,197231.301
