ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
002605.SZ,20260306,1.6034,0.82,19.5315,2.6798,3.8086,2.1102,986492.4816,796579.6437
300887.SZ,20260306,11.9185,2.63,,2.2287,4.7366,,639604.0136,424495.1418
600076.SH,20260306,1.4526,0.68,,1.3053,12.8808,,497481.0458,497481.0458
300277.SZ,20260306,8.6164,0.94,4263.7664,3.295,170.4009,0.0177,3780895.6791,1912112.7886
002204.SZ,20260306,1.583,0.8,23.7011,1.7805,0.8996,0.6856,1394449.1631,1394449.1631
300366.SZ,20260306,1.3771,0.65,,2.3208,2.5986,,380342.6699,332094.5587
601390.SH,20260306,1.2735,0.58,5.9011,0.4671,0.1316,4.3919,14638929.6039,12143947.3339
603225.SH,20260306,2.5141,1.17,25.558,1.6313,0.4504,1.0757,3127605.971,3110371.9304
300551.SZ,20260306,2.8996,0.57,,15.0876,34.7284,,660402.0333,658479.4902
000890.SZ,20260306,21.67,0.68,,,15.3413,,379651.091,379639.3966
920433.BJ,20260306,0.6445,0.75,,3.9334,11.2226,1.0256,149713.0134,99050.0917
003015.SZ,20260306,3.9102,0.79,55.1561,4.4567,7.586,1.1375,485683.2006,427510.1238
301082.SZ,20260306,6.757,1.62,,4.394,1.9226,0.4978,454655.1306,420346.1056
603307.SH,20260306,0.9827,0.82,22.5226,1.9428,3.1098,2.4977,271763.384,267464.0
920729.BJ,20260306,2.5956,0.82,61.2604,3.6813,10.4328,1.4301,248475.15,69833.9623
688028.SH,20260306,5.0233,0.61,182.599,8.6717,22.8315,0.2984,1720818.6,1720818.6
002319.SZ,20260306,2.3278,0.62,,16.3848,7.4827,,297660.4367,284200.0
603032.SH,20260306,7.6171,4.03,,3.7942,7.8843,0.3032,431301.614,427881.6349
600549.SH,20260306,5.6079,0.84,50.8357,6.8311,2.5282,0.8162,11748135.1124,11499096.652
600917.SH,20260306,2.0295,0.55,34.6736,1.5683,0.8622,1.4311,894475.7825,894475.7825
000683.SZ,20260306,1.9609,0.81,33.3905,2.4557,3.0899,3.1266,3568158.2976,3215051.5421
600874.SH,20260306,1.6654,1.31,12.3515,1.017,2.1024,2.5994,1027053.4276,804693.4276
688372.SH,20260306,5.6338,0.73,68.6811,7.2669,13.0876,0.1883,2060818.4333,2060818.4333
300825.SZ,20260306,1.0797,0.57,,2.2407,4.336,,472640.4165,459705.2798
600067.SH,20260306,2.0286,0.99,,1.0539,0.5603,5.0595,592850.8828,592850.8828
