ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
001313.SZ,20260508,6.0056,2.44,124.9591,2.6193,0.9471,1.1731,671300.0,670487.9677
000702.SZ,20260508,2.1425,0.58,,7.3278,2.2361,,242984.0885,186910.8378
001387.SZ,20260508,3.4001,1.0,29.5145,2.015,1.1983,0.8253,266126.2016,165625.6242
301007.SZ,20260508,3.2064,1.13,116.2214,8.7723,8.8576,0.3984,577325.1,569739.0956
300622.SZ,20260508,4.4208,1.16,37.0275,6.1914,4.2256,,586268.7537,400802.9075
002829.SZ,20260508,5.8942,1.21,,3.2601,14.7008,,504769.018,354761.5808
300229.SZ,20260508,4.7084,1.58,,4.518,37.6874,,1702687.1965,1701535.9241
920455.BJ,20260508,1.0017,0.91,51.2131,4.0142,8.2463,2.2556,141605.1,74822.4287
300360.SZ,20260508,1.359,0.71,15.7141,1.801,4.9388,4.7011,765624.6306,744911.9125
601789.SH,20260508,10.3825,0.63,27.4337,1.5088,0.4428,1.1462,948171.7475,675988.723
300115.SZ,20260508,7.2595,2.13,90.3208,5.8259,2.5313,0.3562,4949802.7266,4935203.3067
300859.SZ,20260508,1.8126,0.81,61.5028,6.735,14.5106,0.9743,477245.0,477245.0
688551.SH,20260508,3.6089,0.87,83.2892,3.2172,8.5628,0.9825,423548.2319,423548.2319
688380.SH,20260508,2.9057,0.95,65.7588,6.1318,15.9522,0.5038,1979404.56,1979404.56
688722.SH,20260508,2.7196,1.78,41.6771,2.914,4.3782,0.3518,426417.3966,425351.6696
601336.SH,20260508,0.7808,0.63,5.4947,1.6411,1.3843,4.0923,20277052.9,13555355.71
601615.SH,20260508,5.7059,1.37,98.508,1.4282,0.9647,1.7356,3767653.5122,3767653.5122
000727.SZ,20260508,6.2435,1.86,,7.3626,0.2431,,1327163.1251,1327163.1251
600114.SH,20260508,2.5621,0.81,40.0797,6.1843,3.6045,0.8389,2204159.7182,2151794.7182
002285.SZ,20260508,3.0493,0.98,,2.8665,3.3991,,627741.147,622200.1121
002882.SZ,20260508,1.7524,1.15,150.1644,5.4789,2.5152,1.1165,1163202.3,663104.7119
600611.SH,20260508,1.394,1.03,,1.1555,5.4621,1.0684,1106409.5004,731632.0584
002506.SZ,20260508,5.4776,0.93,,27.527,1.8354,,2591690.1772,2589085.7691
002109.SZ,20260508,0.1496,0.1,,1.1298,1.1715,,442865.6383,442865.6383
300035.SZ,20260508,5.9587,0.54,35.2704,2.8019,1.5438,1.2142,1411293.5156,1201120.1826
688128.SH,20260508,0.7352,1.0,20.269,3.047,2.282,2.7614,1098622.0,1098622.0
300137.SZ,20260508,12.5943,1.59,3788.9771,6.3889,11.8232,,1047408.4739,1034626.5749
603890.SH,20260508,10.9963,1.38,29.6191,2.7399,1.9522,0.7131,904340.2036,904340.2036
601827.SH,20260508,0.3599,0.65,10.9012,1.0938,2.4691,3.0025,1364297.5728,1364297.5728
301267.SZ,20260508,0.6702,0.67,32.7544,2.7846,3.6113,1.703,1515360.0,1169793.6669
300514.SZ,20260508,2.0091,0.83,87.8249,2.4929,3.3515,2.3622,254000.0,203528.0728
600825.SH,20260508,0.8348,1.13,145.9421,2.4901,4.2808,0.2017,621708.2708,621708.2708
688202.SH,20260508,2.3521,0.51,,4.2028,6.5289,,823041.4792,823041.4792
000633.SZ,20260508,2.1517,0.85,357.8758,13.2749,9.4136,,264568.0783,264565.3474
002683.SZ,20260508,3.3988,1.54,31.7106,4.5858,1.4564,1.597,3066896.1143,2690232.5962
600212.SH,20260508,2.3726,0.66,2363.6523,8.7984,3.4089,,507692.3036,382980.9336
000720.SZ,20260508,24.0831,5.02,,3.8007,4.9482,,714966.4639,714966.4639
000969.SZ,20260508,2.9829,1.25,61.1239,3.9635,2.727,0.9011,2332153.0613,2311796.7136
603585.SH,20260508,3.3825,0.96,20.5189,1.3362,1.3497,,369574.6272,361725.8322
600728.SH,20260508,1.8417,0.89,183.1614,1.5254,1.1889,,1204918.5825,1204918.5825
688362.SH,20260508,3.9696,0.91,237.2234,7.6162,4.2948,,1986363.4859,1986363.4859
300791.SZ,20260508,0.4762,0.73,50.2099,2.097,1.3716,2.5935,591453.2263,491804.9978
002821.SZ,20260508,1.7874,0.59,40.1672,2.4841,6.4346,0.8863,4459692.8793,3917485.172
601127.SH,20260508,2.1077,1.63,26.3775,3.8078,0.9164,1.4175,15730125.3266,14061546.6298
000516.SZ,20260508,1.3424,1.24,,3.1908,2.5781,,1043325.8869,1022512.6316
000902.SZ,20260508,1.733,1.12,12.3486,1.6027,1.0441,1.9096,1971187.1548,1795312.4198
603459.SH,20260508,23.4196,0.81,109.9978,14.9917,15.8498,,6109172.8307,640715.3091
600746.SH,20260508,1.307,0.81,144.8255,1.738,1.6456,0.608,947120.5789,947120.5789
603773.SH,20260508,15.1931,1.18,,15.4818,6.2938,0.0678,1634959.0051,1634391.5551
301072.SZ,20260508,2.8998,0.99,,3.7648,3.2844,,268917.7216,171878.2029
600004.SH,20260508,0.5267,0.74,16.5191,1.0451,2.7296,1.6784,2213853.1097,2033011.0051
300901.SZ,20260508,3.8147,2.03,603.5307,4.5254,11.5282,,438000.0,438000.0
600590.SH,20260508,4.8248,0.9,189.5639,4.3862,3.1465,,1424292.4825,1408761.1034
601083.SH,20260508,5.3233,1.04,10.9386,1.6707,2.2859,3.904,1617650.0,242650.0
920370.BJ,20260508,1.1687,1.2,,1.8596,2.7535,,104798.8867,91572.7838
688766.SH,20260508,3.7968,0.62,106.7904,17.4447,13.9888,0.0964,4700558.9885,4700558.9885
000099.SZ,20260508,1.4819,1.44,45.5081,2.5301,6.3037,1.0318,1413453.1896,1413453.1896
300014.SZ,20260508,5.242,1.17,33.9131,3.1282,2.1904,0.9999,15191345.5757,14766272.918
301335.SZ,20260508,2.6272,0.89,59.3876,1.7013,1.0586,0.7432,329693.4744,131520.5129
920108.BJ,20260508,2.1319,0.7,84.9313,4.2625,3.5439,0.6439,204401.4,86612.6006
688652.SH,20260508,4.3779,0.89,133.3471,9.4036,14.273,0.0994,2113440.0,1519035.0
688671.SH,20260508,2.5351,0.78,,1.9789,6.1683,,197867.628,118054.7474
603186.SH,20260508,7.4152,0.63,46.6793,5.7654,2.952,,1350123.1505,1350123.1505
688767.SH,20260508,3.5945,1.5,204.6904,2.6286,13.8037,1.7191,620480.0028,620480.0028
688522.SH,20260508,3.3572,1.28,94.8288,4.6316,21.5943,0.3392,1083209.2915,440071.7965
300660.SZ,20260508,3.4987,2.35,75.0878,5.6848,4.7158,0.8317,2035365.5665,2033736.037
301269.SZ,20260508,1.5326,0.68,,9.6664,37.3181,0.1619,5028934.7458,5028934.7458
301256.SZ,20260508,1.3632,0.79,92.1961,3.8814,3.7888,1.1339,677280.0,677280.0
003035.SZ,20260508,2.4629,1.03,87.7136,4.2467,7.9317,0.0887,2988636.3629,2988636.3629
600803.SH,20260508,0.2685,0.55,14.4001,2.5947,0.4872,5.957,6278252.197,6229461.7618
605055.SH,20260508,4.572,2.44,,6.1098,3.6935,0.4354,600160.0,600160.0
603338.SH,20260508,1.5854,0.75,14.9787,2.4326,3.154,1.7575,2881119.4315,2881119.4315
605111.SH,20260508,9.4582,1.74,48.6717,4.2588,9.5064,0.1459,1849060.5883,1849060.5883
301029.SZ,20260508,3.2281,0.97,36.4292,4.2088,6.1534,1.5085,1891826.6899,1377790.3339
688611.SH,20260508,1.63,1.55,,12.2615,48.6611,0.2072,1057774.6816,1057774.6816
003022.SZ,20260508,2.4138,0.85,85.203,4.3083,4.5844,0.2895,3229403.424,3226656.1529
603257.SH,20260508,15.5552,1.84,39.8901,3.0918,3.9838,0.756,793680.0,164688.6
000558.SZ,20260508,2.4215,0.87,,5.142,11.4523,,540184.8346,539958.8508
300334.SZ,20260508,2.5674,0.78,,4.5778,8.874,,250714.2455,250684.7016
688518.SH,20260508,4.2349,0.74,58.9099,2.9633,2.9898,0.5226,979603.0227,979603.0227
301016.SZ,20260508,2.4836,1.3,79.0967,5.5222,14.4541,0.5939,551591.04,528887.5954
600661.SH,20260508,1.5647,0.8,29.8103,11.4494,2.0869,,291706.7089,291706.7089
920159.BJ,20260508,13.5387,1.28,22.329,2.8636,1.3247,,318212.0,60292.8
603466.SH,20260508,5.5787,1.35,,2.8967,3.8155,1.9742,602550.3666,602550.3666
300294.SZ,20260508,1.3738,1.5,2602.6483,1.1981,4.8474,1.7484,894033.0125,894033.0125
002595.SZ,20260508,0.6453,1.11,28.8892,5.5065,6.0184,0.4628,6901600.0,6853875.5568
688285.SH,20260508,1.003,0.8,61.0707,2.1109,2.8191,0.2094,359356.8669,359356.8669
600973.SH,20260508,3.2386,1.47,,3.0823,0.1991,,1043609.7147,1043609.7147
600645.SH,20260508,1.8692,0.79,105.6699,3.1267,8.1805,,1162852.9917,1162408.86
600180.SH,20260508,0.0215,0.02,,0.6302,0.1603,1.3945,270570.2385,270570.2385
689009.SH,20260508,2.0444,0.73,20.6615,4.201,1.4115,3.5397,3110315.9432,2391550.6203
002469.SZ,20260508,1.6965,0.66,34.0964,1.7232,1.8181,1.4205,456799.2915,442395.6493
600999.SH,20260508,0.4038,0.51,10.3999,1.1137,5.084,3.1156,13844870.6752,11815832.393
002936.SZ,20260508,0.838,0.8,8.5814,0.3621,1.2902,1.087,1672944.8099,1293390.4439
300430.SZ,20260508,0.775,0.57,,1.8545,4.7413,0.5166,237823.7593,226329.7498
301062.SZ,20260508,2.167,0.6,,2.5127,2.9396,1.1424,340567.626,246209.3423
300463.SZ,20260508,2.0671,1.71,,1.0314,3.0354,0.9763,648202.6209,526881.7502
601177.SH,20260508,6.7792,1.27,26.0642,2.3506,2.7778,0.3576,684550.9665,671700.74
600671.SH,20260508,1.9189,0.99,149.612,33.1243,11.9957,,244532.0011,244414.8303
603985.SH,20260508,8.5135,0.63,106.42,3.7823,2.8288,,1263499.0366,1263499.0366
000403.SZ,20260508,0.8716,0.89,31.5143,1.3721,4.279,2.2992,1112915.339,1101540.8223
300620.SZ,20260508,6.8229,1.14,306.6171,29.2843,39.4828,0.0386,6456267.921,6402443.6011
603727.SH,20260508,1.075,0.62,,1.6309,3.1312,1.097,505686.1022,505686.1022
002066.SZ,20260508,1.9112,0.88,,8.8083,1.4741,0.6323,548038.031,538923.0
688313.SH,20260508,7.738,0.86,201.9706,48.129,35.1709,0.034,7982078.5525,7982078.5525
688336.SH,20260508,1.0558,0.99,14.9095,5.1447,10.2675,0.1711,4434770.659,4425438.0648
301658.SZ,20260508,12.0032,1.24,255.352,5.561,6.8792,0.293,1773195.8805,418891.7283
002939.SZ,20260508,0.4394,0.64,15.3734,1.1155,7.0036,1.8625,3639053.1143,3249598.9872
603272.SH,20260508,9.8739,1.57,,5.0196,22.2695,0.3666,270466.47,270466.47
000815.SZ,20260508,24.2546,1.49,204.9959,11.3462,46.6626,,1596323.9284,1596323.9284
601128.SH,20260508,1.2538,0.97,5.449,0.7381,2.0006,5.2913,2364679.8274,2364679.8274
001239.SZ,20260508,1.7726,0.82,115.8128,2.7181,1.8142,,368880.0,175218.0
000002.SZ,20260508,1.1421,0.79,,0.4317,0.2127,,4772283.7884,3886774.346
300929.SZ,20260508,3.875,0.83,,2.5098,5.3158,,192649.8498,182775.3918
301563.SZ,20260508,16.8972,1.55,87.4317,8.9843,3.0344,,1136796.8563,256977.6748
600182.SH,20260508,2.872,1.52,22.1368,4.2331,1.0139,6.0501,488920.0,244460.0
603187.SH,20260508,1.574,0.66,14.7825,1.3352,1.7537,5.3411,574987.1672,568954.4938
301108.SZ,20260508,2.3687,0.82,39.3418,1.6074,3.6261,0.633,304802.3304,175568.8878
688511.SH,20260508,6.8632,2.12,136.1469,4.0779,25.4155,0.9575,322163.7029,322163.7029
002211.SZ,20260508,2.6429,1.0,,33.9541,3.1959,,163908.3202,163908.3202
301366.SZ,20260508,3.9496,0.9,186.8004,4.0993,7.432,0.6709,887385.8112,495479.5846
688799.SH,20260508,5.3531,1.65,36.3509,3.9216,5.4541,0.6914,814052.68,814052.68
002702.SZ,20260508,4.8497,0.68,,3.3076,2.0585,,342903.92,283044.8938
300800.SZ,20260508,1.6135,0.84,66.5126,1.481,3.5443,1.2127,304945.592,301786.772
920266.BJ,20260508,0.8952,1.24,,1.1662,2.3458,,102176.0058,97636.1366
688393.SH,20260508,1.4627,0.77,,2.0029,6.733,0.3954,236632.7108,236632.7108
603168.SH,20260508,1.4918,0.71,,1.8945,5.4624,,251038.8849,249956.8974
920010.BJ,20260508,12.1323,1.52,111.8575,4.4867,6.4976,0.3754,312354.0,231099.1402
002407.SZ,20260508,16.7264,1.02,79.5542,4.7493,3.9475,0.5564,4165323.5589,3774606.9402
002468.SZ,20260508,1.2585,0.68,15.6622,2.1871,0.4204,0.4039,2492145.9262,2383564.892
300168.SZ,20260508,1.7615,0.81,,8.266,4.0977,,849970.8598,849117.7016
001233.SZ,20260508,6.3429,0.73,24.0394,2.3963,5.0501,3.2906,1130345.9241,215075.6218
688816.SH,20260508,14.4211,2.05,102.1734,3.776,15.0947,,687000.0,132482.7425
688238.SH,20260508,1.4701,1.14,,3.1836,16.2632,,431609.4055,426361.8905
688607.SH,20260508,3.4416,1.23,,7.2016,18.2671,0.0882,604565.1252,544197.1252
002716.SZ,20260508,7.4419,1.17,76.5332,8.817,2.603,,3579676.4031,2947915.1636
002287.SZ,20260508,0.3269,1.25,19.7095,2.6111,5.4438,2.48,1316443.9851,1313745.347
688239.SH,20260508,5.8852,1.17,68.3882,6.5935,6.3679,0.2371,1364541.2934,1364541.2934
688383.SH,20260508,1.9098,0.83,,8.248,13.7695,0.1952,1035574.542,1035574.542
688093.SH,20260508,0.934,0.85,22.9537,3.1758,8.517,1.2231,911524.4535,911524.4535
600508.SH,20260508,0.9468,0.64,51.4035,0.7649,1.2367,2.1481,975669.3,975669.3
603078.SH,20260508,7.3486,1.0,95.2415,5.0971,7.9427,0.3413,1016925.423,1016925.423
300455.SZ,20260508,3.3507,1.75,,12.4223,18.9175,0.0519,2073631.5671,2047210.2176
603598.SH,20260508,25.6701,4.74,336.2519,30.05,0.7886,,671510.421,670763.421
002797.SZ,20260508,3.167,0.74,35.6959,1.8591,8.4865,0.9463,3286276.8,3286276.8
301120.SZ,20260508,4.8364,1.0,237.1012,4.8602,16.5267,0.1457,758854.0754,446424.433
920371.BJ,20260508,0.9573,1.3,21.9848,2.9934,2.0634,1.0811,190037.1208,180198.8837
688256.SH,20260508,3.0404,1.46,273.4566,60.7064,89.8345,0.0851,74297528.4632,74297528.4632
002476.SZ,20260508,2.4652,1.27,122.0042,3.8042,5.2154,0.1669,366588.0,366588.0
301513.SZ,20260508,23.0351,0.95,66.0311,6.8369,10.6023,,903900.0,182126.7116
300578.SZ,20260508,9.2077,2.62,,3.8674,10.2384,,445908.6453,445788.0426
002495.SZ,20260508,2.6563,0.65,128.793,2.29,10.0447,0.2895,253554.5376,188051.8341
688776.SH,20260508,2.146,1.09,,5.3214,40.8205,,908578.2015,908578.2015
