ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
603528.SH,20260610,1.5646,,,2.5091,12.6344,0.7432,471561.3275,471561.3275
300973.SZ,20260610,1.2719,,15.1612,1.6832,0.9757,2.7443,425044.9964,297597.5325
601607.SH,20260610,0.2516,,10.3733,0.7796,0.2092,2.5231,6026087.9396,4532462.1956
002483.SZ,20260610,1.2363,,13.343,1.0702,0.75,2.7778,478692.943,478035.4315
002570.SZ,20260610,6.1377,,37.0959,3.4209,2.0604,,557302.3598,557277.5918
300450.SZ,20260610,2.8013,,44.676,4.01,4.7659,0.1299,7165667.7375,6674293.4736
300478.SZ,20260610,4.3903,,,161.431,12.8299,,506565.327,506565.327
688053.SH,20260610,1.2064,,,2.2043,17.5877,,349100.0,349100.0
603325.SH,20260610,1.4702,,13.6999,1.6749,3.5604,2.1121,464023.2,198262.56
300753.SZ,20260610,3.5845,,,3.9066,7.4971,,259028.64,180622.244
603617.SH,20260610,1.9508,,57.3733,1.7735,2.4271,0.7143,272867.9359,270708.4359
920580.BJ,20260610,6.5468,,53.8093,3.2637,7.3482,0.541,111284.0,70863.4178
688031.SH,20260610,9.4427,,,20.4088,35.442,,1645994.8266,1645994.8266
605179.SH,20260610,0.3787,,103.9418,4.9145,1.9308,0.4526,558192.0,558192.0
000516.SZ,20260610,0.9192,,,2.6909,2.1743,,879886.4239,862333.6142
601788.SH,20260610,0.6651,,15.6181,1.0224,5.5626,1.5816,6358276.1542,5387337.699
603087.SH,20260610,0.9001,,32.742,2.9863,8.4992,1.7813,3353270.096,3131818.0681
002870.SZ,20260610,4.2699,,87.5493,3.3416,0.9368,0.3063,541245.9563,531644.1702
601208.SH,20260610,14.6855,,165.5777,10.346,11.472,0.3015,6298490.6496,6298490.6496
002856.SZ,20260610,1.5295,,,,9.5257,,329622.0003,301831.2231
300554.SZ,20260610,11.3682,,,6.7792,14.4182,,335667.8248,232460.0463
000504.SZ,20260610,1.2689,,66.321,10.0967,5.4512,,279529.564,278766.6711
688172.SH,20260610,2.2643,,,4.8632,44.0475,,8835528.4023,4816162.1162
002701.SZ,20260610,0.8302,,13.7932,1.1922,0.462,2.5918,1185169.0971,1184077.7677
300341.SZ,20260610,1.4006,,41.6005,3.7705,4.6735,0.4861,745070.8838,742130.6918
301046.SZ,20260610,2.6973,,,3.9497,4.2989,1.5444,437496.4027,337354.7002
000537.SZ,20260610,2.0081,,28.0803,0.8966,3.5374,2.8375,1784363.1363,1784363.1363
603150.SH,20260610,6.5073,,66.078,3.8195,1.2694,0.4115,664801.291,664801.291
300977.SZ,20260610,2.3604,,116.4136,1.8911,5.2466,0.8881,257110.9419,160120.7182
688111.SH,20260610,1.682,,27.358,6.5618,15.9086,0.419,9927747.6924,9927747.6924
603170.SH,20260610,0.4132,,17.4866,3.3058,1.5523,3.7288,472011.8,472011.8
605339.SH,20260610,0.2289,,375.7415,1.6169,1.8188,,553274.9633,553274.9633
002826.SZ,20260610,2.2258,,30.9581,3.5733,4.3152,0.9857,289258.1468,280188.8548
603400.SH,20260610,6.1092,,52.9362,4.7997,4.029,1.5291,588600.0,117720.0
301328.SZ,20260610,2.3072,,93.4165,4.3816,11.6121,0.6396,859032.728,620849.4636
300620.SZ,20260610,5.9615,,339.1604,33.1416,43.6734,0.0698,7141514.4197,7081977.3681
605155.SH,20260610,1.3986,,24.4284,1.9933,2.9815,1.4409,265521.7628,259317.958
603060.SH,20260610,4.5188,,48.7985,2.9804,2.2926,1.522,602166.7808,602166.7808
300298.SZ,20260610,1.1341,,68.6286,2.8059,1.6704,1.4995,811324.4661,651995.1665
600714.SH,20260610,8.1415,,584.8368,11.0303,27.6367,0.2429,830524.0188,830524.0188
600533.SH,20260610,1.4293,,,1.7103,0.4467,,226800.0,226800.0
000983.SZ,20260610,1.578,,30.6601,1.0997,1.1004,3.5704,4070481.4593,4070456.4898
688066.SH,20260610,3.6159,,,,8.8802,,303082.893,303082.893
688150.SH,20260610,2.0128,,92.422,9.9246,34.9406,0.6348,1887834.7112,1887834.7112
603099.SH,20260610,5.4969,,78.9743,6.9766,12.8876,0.2068,1050748.9079,1050748.9079
600521.SH,20260610,1.3459,,57.8164,2.2458,2.5223,1.7268,2157540.328,2157540.328
000731.SZ,20260610,0.9133,,,0.8308,0.8607,4.728,317221.3702,317221.3702
601528.SH,20260610,0.8884,,4.7862,0.4752,2.1521,4.3841,939875.3082,830804.6817
603466.SH,20260610,10.6753,,,3.4598,4.5311,0.1663,715568.0762,715568.0762
601339.SH,20260610,0.6257,,14.8876,1.1548,1.3301,2.0833,1079689.68,1079689.68
301503.SZ,20260610,2.2829,,28.7153,2.1835,1.4528,1.0017,239600.0,97277.6
688255.SH,20260610,4.2153,,105.2203,3.2193,4.8613,0.4709,339024.4728,339024.4728
300191.SZ,20260610,5.5537,,134.4118,8.1579,11.4843,0.172,930240.0,643013.865
688268.SH,20260610,13.6745,,191.0841,10.3733,16.2818,0.3009,2385365.1364,2383820.6284
300509.SZ,20260610,2.0669,,21.3458,3.9749,2.1226,1.6322,272391.6,227088.1376
000703.SZ,20260610,0.7908,,21.9723,1.8297,0.4159,0.3411,4837495.98,4813223.9115
920896.BJ,20260610,1.7075,,25.1706,3.372,3.3689,1.9621,154771.863,67738.8054
603032.SH,20260610,6.5317,,76.0684,4.5094,8.582,0.1918,522895.8308,519724.3873
601700.SH,20260610,1.2928,,,2.5517,1.6837,0.4064,548881.0186,548881.0186
