ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
002997.SZ,20260529,4.7946,1.71,16.6202,2.5866,1.8772,0.471,666688.4201,666688.4201
000898.SZ,20260529,0.5713,1.33,,0.4503,0.2055,,1911321.1366,1623324.9016
300418.SZ,20260529,5.6633,1.07,,4.4616,6.1784,,5563117.1859,5081267.4929
688079.SH,20260529,7.5159,0.62,,6.7838,12.3948,,847349.2843,832594.655
000547.SZ,20260529,6.8179,1.19,,8.6016,11.4102,,3244890.5861,3225915.7559
300579.SZ,20260529,1.8408,1.42,,7.785,7.2127,0.1315,616140.0,594400.0227
300907.SZ,20260529,8.9694,0.93,96.789,5.1221,3.2178,,412992.0,412992.0
601236.SH,20260529,0.2752,1.05,29.0489,1.3036,13.9987,3.0492,3235716.391,3235716.391
688091.SH,20260529,5.814,1.44,140.9041,6.6671,29.7875,,965719.4061,965719.4061
000669.SZ,20260529,0.7518,0.37,67.5206,48.9012,2.3577,,297338.6443,297338.6443
300144.SZ,20260529,1.3363,1.47,22.5973,2.2609,7.9302,2.965,1769042.1128,1750640.5493
300140.SZ,20260529,1.6464,1.04,20.466,1.2965,3.1052,1.9967,1862539.2766,613092.8713
688282.SH,20260529,1.7036,0.85,,5.3142,21.8779,,669680.0,669680.0
600339.SH,20260529,1.17,0.72,53.0424,0.7345,0.1989,1.3559,1976434.2047,1976434.2047
002365.SZ,20260529,3.0618,0.96,100.1658,1.7366,4.0871,0.8344,346546.62,288459.2372
600691.SH,20260529,1.4187,1.08,,2.0626,0.6545,,641515.127,641408.207
002236.SZ,20260529,1.9808,1.14,13.9822,1.4781,1.6341,3.3056,5456398.4015,3990790.9046
002385.SZ,20260529,1.8759,0.95,,1.942,0.4892,0.8914,1440526.3193,1160305.1313
300200.SZ,20260529,3.8236,0.95,44.3905,2.4133,2.9274,,399512.162,392974.9709
301182.SZ,20260529,5.1833,0.89,,11.2871,8.8945,,748175.8336,682295.8336
301291.SZ,20260529,6.7895,0.85,36.2514,3.5234,2.7638,1.359,1814872.5268,943463.4594
600272.SH,20260529,1.5135,1.04,129.5736,3.7515,2.6328,0.346,298109.9576,181600.0
600906.SH,20260529,2.9669,1.25,24.5299,1.7301,7.341,1.949,2164415.0,1416864.7117
002799.SZ,20260529,1.8361,0.89,,1.8739,3.2272,,238109.76,238105.5936
300411.SZ,20260529,2.8882,0.86,1024.1032,3.3846,10.1955,,326435.5656,248219.7465
600956.SH,20260529,1.8266,1.75,25.8404,1.6588,2.2126,2.3102,4102038.0034,2134412.6074
300818.SZ,20260529,3.3896,0.74,82.3211,2.9234,4.9575,0.2899,523937.6714,339404.7923
601616.SH,20260529,2.3976,1.01,,1.5152,4.4559,1.6548,361104.6599,361104.6599
