ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
605116.SH,20260514,1.0318,1.12,22.4901,3.2803,5.2559,1.3259,885479.4501,885479.4501
002651.SZ,20260514,2.9084,0.97,233.5147,3.4286,12.8434,0.6452,961117.8,525881.1861
300971.SZ,20260514,3.0323,0.67,31.0982,2.6986,5.191,0.7186,292236.0,229248.208
300808.SZ,20260514,2.2993,0.81,,4.5706,14.0348,,429120.0,318888.6682
603809.SH,20260514,1.5366,0.93,36.9542,2.7105,3.7081,,1022440.8646,1022440.8646
603010.SH,20260514,2.4,0.51,,3.4425,2.4415,,874620.288,853313.548
600107.SH,20260514,2.2715,0.76,,6.0027,10.0142,,243360.0,243360.0
603279.SH,20260514,1.0233,0.64,22.0558,2.2674,1.8245,4.9291,1052457.098,1052457.098
002737.SZ,20260514,0.7148,0.51,,1.9981,3.158,3.701,788984.0,788983.5947
002193.SZ,20260514,12.5319,2.15,,5.2386,3.9006,,141064.6815,141063.873
603393.SH,20260514,2.2929,0.98,22.332,1.3621,3.4014,,1283209.8568,1281090.9689
301009.SZ,20260514,2.0291,0.82,150.8558,2.1794,2.5211,0.637,292793.22,162664.7252
002313.SZ,20260514,5.0517,0.83,,49.5039,1.3501,,379641.6,379614.9065
002385.SZ,20260514,2.0998,1.28,,2.1971,0.5535,0.7879,1629729.7761,1335450.5819
300652.SZ,20260514,3.2241,0.51,45.0102,3.8718,5.6657,0.257,598923.6683,537533.4922
603609.SH,20260514,0.5115,1.34,,0.9718,0.1677,0.8094,620362.8438,620362.8438
002238.SZ,20260514,0.8928,1.06,,2.9828,4.6089,0.6897,581855.391,581855.391
605183.SH,20260514,0.4916,0.61,15.656,1.8122,3.069,1.8094,686207.1893,680508.5843
001400.SZ,20260514,4.8161,0.75,132.1259,8.7765,11.8265,0.4262,1126140.0,619799.3025
688038.SH,20260514,2.3089,0.83,,4.0469,9.9536,,239729.204,239729.204
603128.SH,20260514,1.4558,1.96,16.0915,1.18,0.4069,3.058,744847.4551,744847.4551
688163.SH,20260514,4.9597,1.68,87.6721,3.8273,21.5533,0.8128,426062.14,426062.14
300920.SZ,20260514,3.9747,0.99,187.1815,3.9966,11.3562,0.2123,471100.0,309363.9502
600536.SH,20260514,2.9286,0.77,,10.6118,7.2139,,3730477.4031,3370405.3005
600268.SH,20260514,4.8486,1.28,32.3524,4.2154,1.6903,0.8931,1592885.3799,1584983.5929
300588.SZ,20260514,4.6124,1.62,,15.5161,18.9233,,397493.8583,367082.5343
600009.SH,20260514,0.5599,1.0,30.3321,1.5302,4.9349,1.9231,6599006.1821,5426733.2738
920419.BJ,20260514,0.6068,0.78,24.3476,2.1133,1.477,0.7813,132232.192,123764.8307
603028.SH,20260514,3.8427,0.62,,5.7482,1.6371,,266947.2,264296.7
688691.SH,20260514,12.6695,0.86,,11.5853,18.4651,0.146,1397640.0,849823.4715
603112.SH,20260514,1.8142,0.83,21.0522,2.6619,2.8614,1.4936,1203573.9628,1191637.9799
002421.SZ,20260514,2.9165,0.79,,2.2802,2.9441,0.1712,619209.8386,584986.1383
600736.SH,20260514,12.7981,0.75,45.8669,1.3282,1.8713,0.2093,990111.9,990111.9
688311.SH,20260514,4.3301,1.22,,3.2565,11.2316,,579421.9312,579421.9312
601007.SH,20260514,2.043,0.79,43.8885,1.7741,1.6026,0.9524,286650.0,286650.0
002926.SZ,20260514,0.6609,0.84,14.4105,0.8927,4.7962,1.4569,2252250.0,2252250.0
000776.SZ,20260514,0.6973,0.65,10.1736,1.1552,3.9874,2.457,15923560.6149,12014740.3479
600265.SH,20260514,1.0059,0.83,,13.2305,17.2755,,280108.4,280108.4
600702.SH,20260514,3.2048,2.19,134.2281,2.0353,3.3657,0.9718,1455487.3367,1454874.9767
002201.SZ,20260514,9.9995,0.83,96.8951,7.3415,4.8131,0.1798,869934.3817,803700.9053
603722.SH,20260514,1.5084,1.03,,4.3405,7.2799,0.2486,385017.2767,377058.4767
301398.SZ,20260514,3.9273,0.66,374.3798,4.5576,11.0916,0.5972,502320.0,166927.215
600824.SH,20260514,1.1041,1.15,33.2442,1.6643,6.5671,0.45,421610.8292,421610.8292
600011.SH,20260514,2.4457,1.43,8.4914,1.6873,0.5237,3.5857,11820664.2993,8281275.569
301208.SZ,20260514,2.4864,1.08,80.4761,2.5705,3.3349,0.5967,402240.2011,221473.5451
600305.SH,20260514,0.7114,1.36,52.887,2.3691,3.522,1.3605,813256.5731,810696.3476
600292.SH,20260514,4.052,0.73,75.9173,3.8508,4.8875,,6719236.3123,673861.0163
920781.BJ,20260514,2.1636,1.18,,3.1724,4.9631,0.2508,112061.1142,74036.2786
600406.SH,20260514,2.3197,1.04,26.325,4.0945,3.274,2.1253,21902599.0374,21838296.3938
000055.SZ,20260514,1.4276,0.94,,0.6955,1.1597,1.3812,388742.4702,244659.3033
000997.SZ,20260514,5.0097,1.46,23.0816,3.0039,2.5019,0.977,2264273.84,2251627.0165
000049.SZ,20260514,3.336,0.93,32.6829,1.5549,0.459,1.2004,1057371.33,1057086.3356
301213.SZ,20260514,3.0427,0.6,304.2255,7.2494,27.3697,,582959.9927,376818.4141
002440.SZ,20260514,2.6522,0.68,14.195,1.1291,1.8636,1.4356,1143107.9034,962447.5383
920892.BJ,20260514,0.6402,0.68,22.2645,5.3995,4.0604,3.8521,241217.5158,213607.2037
605196.SH,20260514,4.1461,1.41,68.4811,6.2405,2.6,0.1518,2112869.9684,2088021.0994
002534.SZ,20260514,1.4351,1.04,32.8453,2.568,2.3764,1.0102,1455363.1432,1436956.5425
600881.SH,20260514,1.4952,0.76,,11.5752,0.799,,497751.2522,497751.2522
688231.SH,20260514,2.5473,1.4,111.0084,3.6803,4.9831,0.5837,1033097.1435,1033097.1435
003037.SZ,20260514,0.9215,0.98,118.2786,1.4694,0.6796,0.7266,410366.1544,410366.1544
688386.SH,20260514,2.3676,1.06,77.9015,5.2695,10.5843,0.0875,799660.7148,730548.0
603111.SH,20260514,1.5667,1.06,16.2349,1.406,1.3703,3.6714,578422.5809,572281.5379
002984.SZ,20260514,1.7115,0.74,16.9929,1.2223,1.9147,3.6946,1653913.8461,1139430.4031
600372.SH,20260514,1.1685,1.05,54.6567,1.6523,2.597,0.71,6266371.1359,6266371.1359
301098.SZ,20260514,11.7572,1.46,,1.9398,3.0363,0.4587,200489.7811,163161.3686
603120.SH,20260514,21.5112,2.17,56.2086,3.9746,7.4971,0.7637,473515.2,198520.2
301469.SZ,20260514,4.5498,1.26,35.3316,2.3071,2.7918,0.9509,325438.76,167515.4373
688012.SH,20260514,2.5168,0.81,88.9464,9.9848,18.4913,0.0771,24272376.8498,24272376.8498
600971.SH,20260514,1.1102,0.72,,0.7681,1.5239,3.5526,912003.7118,912003.7118
605198.SH,20260514,3.7001,2.4,62.2017,6.9124,12.501,0.4237,1971709.2,1596162.4
605050.SH,20260514,1.0965,0.95,16.3306,1.3572,0.5108,2.8303,606179.8926,606179.8926
300166.SZ,20260514,17.1898,0.83,,3.7938,8.1525,,2163616.9212,1720942.3166
600571.SH,20260514,2.1179,0.96,171.0275,5.2035,2.899,0.3643,601550.6186,590499.6969
002091.SZ,20260514,2.2746,0.57,11.5317,0.9101,0.3626,5.2511,1456805.462,1430380.7356
920914.BJ,20260514,2.1435,0.85,43.6458,2.4361,2.1839,0.4099,241531.909,241341.0978
300321.SZ,20260514,3.5383,0.67,426.4883,5.9165,9.7298,0.1017,375357.6,374917.5693
002861.SZ,20260514,4.755,0.78,,3.3,3.8504,0.5464,340899.6505,274807.7145
300668.SZ,20260514,4.4004,0.75,754.6521,9.6595,14.6708,,753225.6252,623784.4945
920634.BJ,20260514,2.1254,0.79,75.4858,4.381,1.5374,0.4969,128328.8021,81379.6718
