ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
605080.SH,20260318,1.1872,1.71,16.5688,1.5426,3.2944,0.8217,339273.3935,336421.8264
300590.SZ,20260318,0.9549,0.59,73.3234,2.9992,6.1831,1.8253,550981.2105,424526.1828
300697.SZ,20260318,2.9261,0.69,41.1607,5.574,2.239,0.8763,683571.2,318356.1971
300400.SZ,20260318,14.2147,1.97,56.8986,9.0989,8.0869,3.169,620151.5448,613244.2104
600365.SH,20260318,1.0757,0.7,,5.5232,1.9205,,148921.84,140147.84
603606.SH,20260318,2.6249,0.81,44.9927,5.8098,4.503,0.6925,4454332.4385,4454332.4385
002140.SZ,20260318,3.0757,0.73,18.1634,2.1098,0.9655,1.4631,967854.963,966416.1996
002472.SZ,20260318,1.5431,0.95,27.8701,3.4845,3.8807,1.0366,3300608.3622,2933959.7467
300751.SZ,20260318,6.115,1.62,89.8139,9.4922,9.0241,0.4105,7460113.6602,5162509.3203
002200.SZ,20260318,0.826,0.8,,,6.6409,,341050.9392,147968.8333
002068.SZ,20260318,2.9698,0.45,,2.6343,0.7641,,706666.7334,706340.594
920496.BJ,20260318,2.4952,0.58,157.3132,3.0279,2.8087,1.4591,170211.1,149058.3881
002128.SZ,20260318,0.6719,0.7,13.6136,1.8839,2.262,3.5796,6888355.344,6888355.344
002236.SZ,20260318,1.1364,0.93,15.3318,1.5653,1.8048,3.5591,5909586.5221,3804499.7659
688802.SH,20260318,11.8909,1.25,,17.3057,138.6649,,22797698.0,1033558.6815
300254.SZ,20260318,3.1238,0.78,152.4254,10.5608,3.655,,310403.5784,273829.184
603486.SH,20260318,0.5295,0.81,22.8653,4.2244,1.9168,0.7037,3679044.8996,3643646.9141
301288.SZ,20260318,0.9096,1.1,,2.524,16.4666,,200574.57,145049.5662
301118.SZ,20260318,3.4861,0.65,,2.1582,1.9472,0.4771,289265.55,275762.7154
300597.SZ,20260318,3.1162,1.48,,2.8754,5.5442,0.0393,271479.7499,270286.749
002161.SZ,20260318,4.3583,1.16,55.9465,3.6361,10.3988,0.1816,611039.6124,582117.4058
688217.SH,20260318,1.314,1.08,,1.9681,9.6143,0.5608,167288.4085,167288.4085
601088.SH,20260318,0.1947,0.77,19.518,2.3084,3.3871,6.3029,100808436.3679,78299448.2103
603638.SH,20260318,0.4759,0.75,46.7247,5.1554,5.794,0.7029,1773543.5205,1773543.5205
600860.SH,20260318,8.9968,0.98,,9.3693,4.4772,,723228.9901,586577.8809
603317.SH,20260318,0.6326,0.52,23.9963,3.01,3.9641,4.2758,1367093.7955,1367093.7955
600765.SH,20260318,1.3976,0.62,44.676,1.9389,2.6892,0.7055,2719969.7561,2719969.7561
603282.SH,20260318,1.3497,0.86,23.4038,2.1634,2.7822,1.0884,285973.34,285973.34
600729.SH,20260318,1.4211,0.88,10.0541,1.3141,0.6975,6.5285,1026255.6694,448485.0265
300467.SZ,20260318,1.7245,0.79,386.6852,9.7742,22.0027,,624042.2387,517639.3885
002529.SZ,20260318,2.2557,0.97,,9.7368,5.4988,,188240.0,188240.0
300928.SZ,20260318,2.0179,0.74,,2.3666,2.5482,,259840.0,174048.8805
300773.SZ,20260318,6.6368,0.56,117.0524,6.048,3.8181,1.5184,2076025.39,1963473.1384
001301.SZ,20260318,2.5524,0.51,21.609,3.1051,2.9512,0.9896,2099719.7199,1497911.5034
688222.SH,20260318,1.7148,0.73,89.9993,6.8769,19.5243,0.2336,1026141.48,1026141.48
601702.SH,20260318,0.4148,0.53,16.6445,3.3829,1.6849,1.4444,2073948.0562,2073948.0562
603373.SH,20260318,2.0817,0.67,35.1399,2.5462,1.6582,1.6552,454731.184,192123.9267
300421.SZ,20260318,2.4108,0.78,130.4138,5.7716,6.7698,0.4817,732429.9356,573787.0834
600755.SH,20260318,1.9245,1.09,28.1788,0.7113,0.0448,4.2098,1383040.8498,1379506.5411
600415.SH,20260318,0.6496,0.87,18.0736,3.4234,4.1763,2.3827,7594729.528,7594729.528
600486.SH,20260318,1.3214,0.62,25.4386,2.7807,2.7067,1.1904,3133164.5149,3122832.2954
002513.SZ,20260318,4.6741,0.67,,68.7234,1.2125,,266296.1304,204930.2831
300682.SZ,20260318,2.475,0.56,,2.9141,4.6512,1.3714,1965623.9017,1881441.7103
002714.SZ,20260318,0.8267,0.66,12.9338,3.523,1.8754,2.9786,28686010.3463,18925897.3661
688419.SH,20260318,3.4173,1.11,67.4353,5.2598,18.5243,0.5959,546296.9095,283801.0106
300225.SZ,20260318,3.0051,0.96,98.232,3.1615,3.5196,0.3484,272896.5847,272682.7697
300988.SZ,20260318,2.9647,0.42,37.8597,3.0599,2.0284,0.6016,389465.463,296115.4953
002494.SZ,20260318,3.3198,1.0,142.2377,1.7447,5.3709,,213935.1771,162598.8383
601512.SH,20260318,0.2072,1.03,17.1236,0.9025,4.1239,1.4097,1360992.12,1360992.12
688571.SH,20260318,0.8924,0.95,31.2355,2.0212,2.7126,2.4346,338912.3893,338912.3893
002575.SZ,20260318,21.5013,0.89,,6.4687,12.7475,,536355.0,509381.085
600650.SH,20260318,0.5529,0.73,64.177,1.8605,4.6798,0.7618,796524.9945,563968.7483
300157.SZ,20260318,10.3399,0.64,250.0148,,9.8098,,549620.5884,516004.1567
600651.SH,20260318,0.5832,0.98,368.1447,7.3314,9.555,,1827623.4229,1827623.4229
605033.SH,20260318,3.1095,0.89,106.0565,2.769,3.6234,0.6421,315827.2,315827.2
000816.SZ,20260318,4.3723,0.76,,2.5222,4.1651,,516583.7545,512805.6785
300538.SZ,20260318,2.1616,0.86,,2.9963,0.8678,,288340.9382,191761.6181
300766.SZ,20260318,7.3788,0.74,,9.2161,30.6958,,1447152.6092,1313344.6393
688021.SH,20260318,8.4092,0.99,147.0814,2.3675,5.9187,,206393.4496,206393.4496
001210.SZ,20260318,8.9944,1.62,25.2812,2.5329,2.8337,1.3075,339813.0689,206513.024
688468.SH,20260318,0.6009,0.82,68.9173,2.1684,9.1994,1.6117,306045.404,306045.404
600663.SH,20260318,0.2375,0.92,32.6377,1.5884,2.1981,1.8948,3992876.8674,2502457.144
002552.SZ,20260318,1.0802,0.72,38.011,5.2681,2.4,1.0923,710401.1411,674729.5222
