ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
001289.SZ,20260326,0.3065,1.16,29.6221,2.0768,4.7331,1.7576,15591057.1459,9403207.2159
000685.SZ,20260326,1.0825,0.85,11.5075,0.8887,2.8866,0.7534,1597545.5931,1358041.0204
002986.SZ,20260326,1.2464,0.37,,1.471,0.7626,2.052,560679.0532,445210.227
301325.SZ,20260326,3.8107,0.96,,2.2289,3.9062,,631257.0994,253984.0489
300268.SZ,20260326,1.069,0.93,,,1.4107,,233776.4,179435.465
600202.SH,20260326,2.6292,0.74,,2.7821,1.7385,0.1706,224637.6338,224637.6338
600675.SH,20260326,0.5183,0.82,135.0526,1.109,1.5176,,1602225.8627,1602225.8627
603018.SH,20260326,0.8434,0.54,14.7438,0.9415,1.1585,1.3651,495752.3922,495752.3922
301187.SZ,20260326,2.1754,3.01,26.9923,3.547,2.8139,2.2522,537909.7378,537907.997
002795.SZ,20260326,8.139,1.4,,7.7799,4.4695,,347608.005,341895.5813
300575.SZ,20260326,4.8116,0.9,,1.4498,1.1379,0.812,286195.44,205624.9296
300247.SZ,20260326,1.8388,0.88,47.2302,3.2168,4.202,,363426.2215,363080.4415
603038.SH,20260326,1.2038,0.71,111.6345,2.806,2.7746,0.3436,390925.1892,390925.1892
002030.SZ,20260326,0.8379,0.7,,1.0516,10.6338,,813998.6986,813998.6986
600157.SH,20260326,6.6799,0.89,144.4608,0.904,1.7944,,4254464.0083,4254464.0083
001208.SZ,20260326,6.4593,1.04,104.2217,4.1413,2.7061,0.2765,1198183.7609,494397.5711
002772.SZ,20260326,4.1139,0.82,18.5607,1.7919,2.9629,2.7124,621714.5886,616776.7999
603212.SH,20260326,5.4699,1.01,,2.3728,2.2161,,606362.0215,606362.0215
920099.BJ,20260326,1.0396,0.36,22.3334,2.5985,4.1317,0.6532,240060.7939,149578.3479
002394.SZ,20260326,2.2394,0.6,13.2355,1.0242,1.2441,0.731,442821.6,442254.709
002723.SZ,20260326,3.8072,0.84,,3.2436,2.7612,,305429.536,291427.4747
300050.SZ,20260326,8.2594,0.74,228.4977,8.6502,12.1632,,354150.3667,353934.4569
603819.SH,20260326,6.3056,2.98,103.9616,3.4103,1.8588,0.1591,273686.8451,273686.8451
920656.BJ,20260326,1.334,0.83,21.5622,2.1295,6.7906,1.3351,149800.0,48499.6689
000612.SZ,20260326,2.3013,0.56,12.5105,1.8636,2.0632,1.1566,1340032.1189,1340032.1189
301101.SZ,20260326,0.8922,0.76,34.8124,3.8267,8.0839,1.5264,657533.9823,622961.6816
605337.SH,20260326,0.6488,0.58,19.425,2.8209,3.1454,6.8575,416629.2276,416629.2276
300239.SZ,20260326,2.1251,1.32,47.7265,1.9223,4.1459,0.4481,325297.1473,323189.4571
601333.SH,20260326,1.6458,1.22,17.0693,0.7917,0.7886,2.2222,2231314.155,1780454.655
688678.SH,20260326,3.7095,0.72,140.3378,3.4372,3.9288,0.3346,774828.2816,774828.2816
301391.SZ,20260326,1.744,1.03,310.6744,3.1475,10.4271,0.1692,653321.8404,638337.7231
300583.SZ,20260326,1.1888,0.63,,1.4726,2.7241,0.1459,260081.6147,255210.1775
300636.SZ,20260326,1.8048,0.83,33.5029,1.3328,3.8372,0.5305,316643.4272,276987.6937
002952.SZ,20260326,5.7076,0.8,312.0252,4.4389,4.4479,0.2103,386034.66,309234.1802
002050.SZ,20260326,2.89,1.31,45.437,5.8145,5.9528,0.8425,18460557.1328,16162574.5773
300788.SZ,20260326,1.7008,0.58,44.2293,2.6116,3.3804,1.5796,575398.4844,575398.4844
603788.SH,20260326,0.7219,0.77,17.0154,1.5967,2.1587,4.7329,329913.2356,329913.2356
605259.SH,20260326,0.9998,0.61,14.8076,2.0436,1.4344,2.8222,366692.48,366692.48
002117.SZ,20260326,1.1293,0.77,26.5621,3.7788,4.2012,2.0629,533147.9322,532978.6642
920925.BJ,20260326,1.795,0.61,106.2698,4.3298,5.2381,0.1795,161081.6119,90462.7067
002634.SZ,20260326,3.1353,0.95,,,5.666,,319249.9965,310327.6039
000859.SZ,20260326,6.3891,1.53,,3.2837,3.9676,,895080.2947,895029.3457
688360.SH,20260326,2.9246,1.67,55.2897,3.5605,3.0376,0.5466,516941.5073,494480.6286
688737.SH,20260326,3.559,1.73,,1.7923,1.7956,,317204.6424,317204.6424
300286.SZ,20260326,3.0302,0.75,35.1667,3.2027,6.6019,1.396,715990.19,593197.7792
603883.SH,20260326,1.1271,1.01,24.2627,1.5162,0.4564,1.6489,1013118.4651,1013118.4651
300517.SZ,20260326,2.5778,0.56,,2.2201,7.433,0.8831,224062.2628,138660.7863
600638.SH,20260326,1.3438,0.98,24.5033,0.865,1.8474,0.625,398650.8973,398650.8973
300417.SZ,20260326,5.2922,0.74,,3.602,9.8993,,165378.1728,107613.9905
002756.SZ,20260326,5.8436,0.84,65.8819,3.2194,5.386,1.0623,3980186.6698,2869998.3225
920245.BJ,20260326,0.9506,1.0,89.9443,3.3216,3.3857,0.6454,115499.025,88340.6117
688022.SH,20260326,1.7646,0.69,70.1209,3.637,3.328,,248164.3152,248164.3152
002404.SZ,20260326,1.3407,0.63,23.0609,1.8781,0.8091,4.5249,371314.1717,302186.8446
600057.SH,20260326,0.8019,0.84,10.7059,1.437,0.06,4.2085,2315080.3113,1705395.7837
000921.SZ,20260326,0.7421,0.73,9.247,1.8394,0.3323,5.4671,3113167.9124,2063939.2968
002496.SZ,20260326,2.7366,0.84,,2.1398,8.2015,,283426.8593,209141.0269
601018.SH,20260326,0.2275,0.8,15.6984,1.0046,2.612,3.3094,8112479.9624,8112479.9624
600749.SH,20260326,1.6128,0.66,123.4203,3.3499,17.6505,,360421.241,360421.241
002657.SZ,20260326,2.1137,0.71,,4.3125,6.3685,,749814.649,741131.4582
001259.SZ,20260326,1.9378,0.79,480.3475,3.2939,5.7955,0.4943,235263.6749,151999.7633
000981.SZ,20260326,6.7474,1.85,,25.6564,12.5328,,4318907.4236,4109769.8322
301032.SZ,20260326,3.0477,0.76,31.2254,2.3709,1.2287,0.8432,285984.2124,189609.1112
000408.SZ,20260326,0.8869,0.49,31.7155,7.5217,34.1593,1.2841,12217926.5218,12217798.1353
600117.SH,20260326,0.4755,0.57,,2.0959,1.4222,,843074.748,843074.748
000601.SZ,20260326,33.2303,1.77,163.8683,2.1276,1.819,,858925.0625,846968.2139
600919.SH,20260326,0.5062,0.82,5.8396,0.8017,2.3299,5.012,19966241.0157,19966241.0157
300980.SZ,20260326,5.7264,0.88,116.2082,3.739,9.0292,0.4612,526718.7304,375172.6241
605266.SH,20260326,0.9743,0.74,22.4622,1.094,0.3158,5.6727,287295.3032,287295.3032
603326.SH,20260326,1.213,0.66,15.7984,2.4612,1.9393,5.0905,282152.4061,282152.4061
001914.SZ,20260326,0.4941,0.5,15.8884,0.9698,0.5396,2.4446,1040021.4998,1040017.7492
920247.BJ,20260326,1.2947,0.91,71.9863,6.4452,7.067,0.5651,308786.5654,223963.026
603171.SH,20260326,0.6201,0.7,189.6623,8.0452,9.7275,0.4006,2030912.31,2028638.22
000735.SZ,20260326,1.4473,0.62,,1.8251,3.1212,0.299,770362.5837,769950.4389
603303.SH,20260326,0.2632,0.63,24.1468,2.0072,1.4758,10.1204,638151.8414,638151.8414
002099.SZ,20260326,1.1995,0.71,,2.1908,6.0292,,1121769.6703,1119678.6191
920726.BJ,20260326,2.2879,0.81,85.8108,3.8485,7.859,1.0193,169585.56,93269.8979
300997.SZ,20260326,1.1742,1.0,195.2926,8.2518,5.7498,1.4543,862697.6927,783064.1363
600548.SH,20260326,1.3133,1.92,20.2701,1.0116,2.5147,2.658,2329751.9246,1573843.0524
920080.BJ,20260326,1.8358,0.8,28.1203,3.4962,4.9543,2.1349,194386.0,53070.6591
600381.SH,20260326,2.4597,2.7,,1.6533,5.9786,,170247.6149,170247.6149
600602.SH,20260326,5.1512,0.63,155.8225,6.1307,4.7594,0.2082,2955542.3363,2321568.7614
002707.SZ,20260326,1.6982,0.64,128.8098,6.8706,0.9132,,636799.3414,534734.2818
000603.SZ,20260326,2.689,0.52,50.9543,7.9518,11.5325,0.2637,2616363.76,2528188.4333
301002.SZ,20260326,3.7897,0.77,,4.4446,5.0739,,469714.5761,295833.3977
000042.SZ,20260326,1.1028,0.78,,1.8433,2.4226,,607655.661,607015.9186
601069.SH,20260326,1.4118,0.65,58.9188,5.9145,2.1788,0.1704,2692913.4076,2622529.0375
002205.SZ,20260326,1.2419,0.7,,6.6262,3.2151,,238436.8615,238436.8615
301066.SZ,20260326,1.7892,0.66,117.8913,2.5986,4.6351,0.9963,322549.4314,320069.1879
301238.SZ,20260326,1.4719,1.02,269.3023,1.9889,7.208,1.0288,1425599.9352,1425599.9352
600980.SH,20260326,1.2592,0.59,32.1518,2.6912,3.064,0.6853,400481.621,400481.621
600252.SH,20260326,1.1712,0.74,,1.3495,4.8061,,780119.9522,780119.9522
002136.SZ,20260326,3.6234,0.63,,2.4336,1.5566,,263184.48,262493.8502
300199.SZ,20260326,2.5072,0.59,,24.2733,17.5449,,1575702.5434,1330324.9555
603080.SH,20260326,1.342,0.43,16.788,2.0239,1.9727,2.57,308328.5,308328.5
002827.SZ,20260326,0.7441,0.62,44.6421,8.2454,4.813,0.4722,878235.82,874920.0
688433.SH,20260326,1.5035,0.73,468.5666,15.4243,44.4845,0.0636,3185372.2408,1554384.3251
603868.SH,20260326,0.2861,0.7,31.7626,4.3724,3.7,1.5225,1430510.4,1430510.4
603506.SH,20260326,1.1877,0.59,19.676,1.8301,1.2431,,228337.7793,228337.7793
