ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
301667.SZ,20260128,12.9691,0.46,76.6398,6.6946,4.8078,,832608.5376,167718.6863
603280.SH,20260128,9.8015,0.65,51.3718,3.1606,4.3007,0.6567,429181.9947,110621.0597
600481.SH,20260128,14.9512,1.77,,4.033,1.8999,,1665785.6265,1665785.6265
002845.SZ,20260128,2.7049,0.61,,2.0605,0.4803,0.2584,490017.3507,374352.0851
002615.SZ,20260128,2.6438,0.43,23.8992,2.272,1.1365,2.9986,386535.9498,253709.3245
301030.SZ,20260128,3.6078,0.89,,3.1184,,,262288.7957,261929.0002
920223.BJ,20260128,4.7146,1.02,,13.1628,8.4863,,330455.785,171407.4588
002056.SZ,20260128,1.9135,0.9,14.8158,3.401,1.5467,3.8227,3486043.9746,3482442.7381
600188.SH,20260128,1.8004,2.14,14.2942,2.7778,1.0545,4.9861,14494121.9055,8554127.6053
002459.SZ,20260128,2.6473,0.68,,1.7353,0.7478,,3931908.8712,3927235.0024
688188.SH,20260128,0.618,0.77,43.0832,7.8539,22.2578,1.3937,4572327.124,4572327.124
600416.SH,20260128,2.5577,1.03,79.2559,2.3111,4.5807,,2232858.747,2005339.9513
300897.SZ,20260128,2.401,0.72,88.1608,3.8914,6.8961,0.7808,381678.3065,237956.8807
300119.SZ,20260128,2.5128,0.83,22.4659,2.0109,2.4299,1.4531,939734.0155,677293.2065
603937.SH,20260128,2.9262,1.75,,1.7537,1.4759,,270511.2239,270511.2239
600580.SH,20260128,2.8585,0.65,71.0438,6.4589,4.3159,0.2815,6913932.1037,6894081.4937
600682.SH,20260128,2.2337,0.63,43.3553,0.5411,1.4509,0.2237,957734.1414,828810.9158
603298.SH,20260128,0.9309,0.93,16.8947,3.3435,2.0987,2.4648,3719866.2192,3719866.2192
300745.SZ,20260128,3.792,0.74,,2.1283,1.8405,,479041.9295,404005.1709
603936.SH,20260128,4.7541,0.61,,1.8204,2.2617,,796192.6791,796192.6791
002090.SZ,20260128,3.2986,0.71,60.6449,3.2671,2.9038,0.5225,498317.8763,492645.7849
920422.BJ,20260128,2.2781,0.67,56.5679,2.8397,2.3435,1.1013,120513.451,90195.331
920640.BJ,20260128,5.3577,0.98,120.3877,9.3108,9.998,0.2194,855476.496,823004.3849
688615.SH,20260128,3.6899,0.9,90.8699,14.4098,23.9013,0.4945,4044880.0,2792996.6896
603418.SH,20260128,3.2586,0.77,22.2754,2.5453,2.3917,,1123079.1387,235137.159
301678.SZ,20260128,15.2548,0.95,113.0,10.0635,20.2404,0.6233,1921713.9563,384342.7961
002536.SZ,20260128,11.6972,1.75,48.7645,4.933,3.8194,1.0111,1705389.7297,1615285.8324
688273.SH,20260128,5.6782,1.1,44.4294,3.3694,10.301,1.5181,451000.0,166088.8229
301001.SZ,20260128,24.0107,1.67,315.3102,3.6672,8.0867,1.0475,286400.0,180074.0
601226.SH,20260128,7.3991,1.22,99.43,2.9143,1.3872,0.3125,1269148.2804,1269148.2804
688265.SH,20260128,1.2001,0.62,75.2994,2.1437,8.7062,,364869.2408,364869.2408
300112.SZ,20260128,2.3006,0.85,,2.6236,2.4958,,263234.8859,215542.6636
002104.SZ,20260128,3.2349,0.8,311.2803,5.9463,15.2588,0.4476,1273593.7989,1078258.8092
002415.SZ,20260128,0.6701,0.6,20.6897,3.5224,3.1729,3.4393,29355083.5747,28975726.8272
002253.SZ,20260128,5.8412,2.36,,2.5224,23.2669,,268495.0531,247881.8124
002360.SZ,20260128,3.5372,0.89,,1.0449,4.5513,,208922.609,170311.5596
300949.SZ,20260128,3.6366,1.05,,3.8975,6.8129,,260497.5994,148111.99
301046.SZ,20260128,2.617,0.76,177.5821,3.7845,3.5673,1.0476,436117.578,334919.728
603988.SH,20260128,6.4318,0.83,210.9758,13.3614,12.5414,0.1049,896817.6,896817.6
688578.SH,20260128,0.9779,1.26,22.9917,7.0144,9.5818,0.7897,4558500.0,4558500.0
001391.SZ,20260128,1.345,0.85,26.9678,2.7745,3.149,1.0961,7239866.5664,900976.9339
300998.SZ,20260128,2.3945,0.95,,2.5399,2.5808,,320152.9828,251326.4737
001218.SZ,20260128,1.6584,0.8,23.7836,1.3981,0.6985,2.0876,318025.4892,226972.2163
603619.SH,20260128,8.1985,1.38,30.6711,3.6796,3.8503,1.463,1566402.7059,1566402.7059
002439.SZ,20260128,1.5563,0.67,,1.5984,7.0531,,1789238.1028,1071331.5165
603037.SH,20260128,3.5953,0.39,53.2327,4.8049,5.9733,1.443,464437.6123,463087.0939
300078.SZ,20260128,4.9256,0.72,,9.326,7.3808,,538814.4149,536642.9653
002946.SZ,20260128,0.4453,0.67,23.1704,4.5173,1.4534,1.7307,1591392.1373,1572960.9114
001267.SZ,20260128,10.9067,1.38,243.1749,13.9103,16.7825,0.1776,2207097.9099,1703913.7586
300465.SZ,20260128,1.9434,0.76,300.9607,12.8568,7.5507,,862648.75,862648.75
600689.SH,20260128,3.6435,1.43,159.3989,5.8441,2.0568,0.1089,276765.0793,209585.1049
