ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
601212.SH,20260511,1.7583,1.08,,3.7501,0.6856,0.0497,5960843.4814,5960843.4814
603211.SH,20260511,2.6458,0.64,122.0359,6.0923,5.7842,0.2137,763236.864,763236.864
300317.SZ,20260511,9.9925,0.83,,3.179,6.7153,,451622.4923,450928.8923
300118.SZ,20260511,10.0072,1.03,,2.6375,1.7792,,2187686.6031,1778566.774
603518.SH,20260511,1.9813,0.65,13.5809,0.8771,0.8092,3.1885,337063.5364,335816.2084
600691.SH,20260511,2.0204,0.74,,2.3911,0.7587,,743682.351,743558.403
001269.SZ,20260511,1.5269,1.01,,6.4924,9.5919,,437544.863,437544.863
000789.SZ,20260511,0.5784,1.15,,0.6167,0.9252,2.861,397906.7676,397906.7676
600435.SH,20260511,1.689,1.07,187.855,7.8676,5.3496,0.1321,2285172.5587,2285172.5587
002184.SZ,20260511,3.7582,1.24,,3.4071,1.8907,,433199.2035,295895.9636
601988.SH,20260511,0.1088,1.06,7.4613,0.6696,2.7225,1.9261,183016649.9104,119714812.4325
920834.BJ,20260511,2.2172,1.04,31.2236,4.6083,4.7143,1.9008,145200.0061,75983.6912
600236.SH,20260511,0.4847,1.31,25.497,4.7962,8.2499,1.4617,9167205.3837,9167205.3837
688667.SH,20260511,4.0338,1.05,57.9033,4.7548,7.8721,0.0598,866155.2267,866155.2267
920978.BJ,20260511,3.5706,1.14,29.3143,5.9371,4.229,1.8647,485896.8351,272423.4247
002745.SZ,20260511,8.146,1.68,,1.2012,0.7798,0.5208,1424799.743,1021525.4438
603871.SH,20260511,1.0565,0.92,14.4057,2.7641,2.1695,3.8215,1738739.0043,1738739.0043
300363.SZ,20260511,4.7741,1.49,90.6377,2.1736,3.3229,,1164596.5832,1069049.2331
600620.SH,20260511,1.2069,0.67,635.6833,2.7205,12.6975,0.2655,387972.5688,387972.5688
600056.SH,20260511,1.8256,2.06,32.1476,1.3082,0.4455,1.002,1572169.6151,1571614.4034
002431.SZ,20260511,0.4547,1.73,,10.3137,1.9991,,306408.8101,306408.8101
301246.SZ,20260511,22.3202,0.98,49.9783,2.7602,5.757,0.0936,1272021.624,540846.291
603699.SH,20260511,1.0912,0.79,30.2672,10.1877,6.3492,2.6024,5095159.2122,4982514.0084
002293.SZ,20260511,1.5387,0.95,16.5151,2.1092,1.8674,5.4661,915559.0441,907588.2098
600098.SH,20260511,1.0019,0.9,10.4335,0.9022,0.485,5.1753,2506693.4614,2506693.4614
688693.SH,20260511,22.6812,1.1,,11.7198,33.1549,,910221.0585,480586.2261
300654.SZ,20260511,4.3193,1.21,170.3161,4.9991,8.4815,0.4693,429098.3265,413289.6721
300288.SZ,20260511,1.8119,1.07,,3.99,14.8246,0.1176,430875.2876,327125.9735
002437.SZ,20260511,4.5755,1.15,18.1498,3.1282,3.5181,,747005.8222,698771.9611
002783.SZ,20260511,2.9007,1.2,38.8495,1.6939,1.29,1.1074,450919.9552,416453.09
002732.SZ,20260511,1.0475,0.85,52.2078,1.6946,1.6141,0.9231,255693.75,254420.0279
002752.SZ,20260511,3.6709,0.92,20.1375,1.9997,0.9895,1.3263,736596.5249,735547.2215
603997.SH,20260511,2.2166,1.24,34.1365,3.0344,0.6842,,1641221.6746,1641221.6746
301526.SZ,20260511,12.3364,0.78,141.6816,8.1331,7.7103,,6942186.4864,2585487.3712
301120.SZ,20260511,5.376,1.17,239.4223,4.9078,16.6885,0.1442,766282.8965,450794.7162
920371.BJ,20260511,0.5893,0.83,21.8659,2.9772,2.0523,1.087,189009.8931,179224.8357
688256.SH,20260511,3.6881,1.51,277.4965,61.6032,91.1616,0.0839,75395156.28,75395156.28
002476.SZ,20260511,2.6272,1.24,124.8557,3.8931,5.3373,0.1631,375156.0,375156.0
301513.SZ,20260511,26.0441,1.09,63.5547,6.4285,10.2047,,870000.0,175296.2043
300578.SZ,20260511,5.3096,1.13,,3.8348,10.1519,,442141.5202,442021.9365
002495.SZ,20260511,2.7241,0.72,129.2682,2.2984,10.0818,0.2885,254490.1632,188745.7523
688776.SH,20260511,2.6635,1.31,,5.3245,40.8449,,909120.1186,909120.1186
603023.SH,20260511,3.5518,1.23,25457.2438,3.5078,14.4851,,270128.825,270128.825
002327.SZ,20260511,1.5841,0.94,18.1046,1.6567,2.3463,8.3221,624492.9266,365782.6092
688305.SH,20260511,2.8371,1.02,96.2288,4.5143,16.3798,0.2891,866551.5406,862033.8326
001872.SZ,20260511,0.1162,0.73,11.9439,0.847,3.1864,3.3113,5556967.7972,5154181.9294
000877.SZ,20260511,0.2748,1.19,,0.4627,0.4758,,3420146.5048,3420145.7833
600664.SH,20260511,10.3761,2.76,32.5991,1.7234,0.6326,,1009922.4603,1009922.4603
603085.SH,20260511,5.4554,1.35,63.5157,5.8487,1.7358,,565867.5,565867.5
002978.SZ,20260511,1.3156,1.26,23.2396,1.7017,7.6185,1.5772,1493376.2271,1168400.5215
688098.SH,20260511,1.3036,1.49,,2.652,13.5209,,367937.024,367937.024
300432.SZ,20260511,4.0259,1.01,90.2809,9.3313,2.8875,0.267,4573608.6474,4522615.6547
301221.SZ,20260511,7.5774,2.76,101.846,2.3632,6.6572,0.3847,481543.3377,326097.8076
002246.SZ,20260511,4.0163,0.94,42.4205,4.1471,4.5897,0.1904,1297369.2182,1297369.2182
000952.SZ,20260511,3.4651,0.82,,4.2873,4.1865,,267344.5114,265219.401
603215.SH,20260511,1.9401,0.46,78.2768,2.2917,1.6505,1.4279,390996.1482,340006.7381
301130.SZ,20260511,3.7161,1.23,113.4468,2.9304,10.8386,0.7692,258552.0353,199478.6768
920344.BJ,20260511,3.0168,3.03,153.643,4.5225,9.4189,,283573.68,264759.1542
002832.SZ,20260511,5.3055,0.92,19.5104,2.0623,2.5964,2.5121,1181363.6639,806095.8479
605499.SH,20260511,0.8476,0.74,24.3652,5.6173,5.2172,1.2642,11433814.2328,10283257.075
600630.SH,20260511,1.5378,0.76,65.5728,4.3235,1.8915,0.4589,351785.4023,351785.4023
688646.SH,20260511,2.155,1.01,,4.0667,8.1031,,575145.2097,354172.3067
600807.SH,20260511,2.7378,0.97,,9.4252,8.7952,,278659.9403,247910.8162
601328.SH,20260511,0.6346,0.93,6.1132,0.5062,2.1966,2.3434,58938644.0767,17390317.1925
688712.SH,20260511,16.9327,1.45,181.6832,10.822,31.8351,,1909860.0,169985.326
600559.SH,20260511,1.2729,1.12,28.2595,2.2852,2.9981,4.0205,1251374.5034,1244208.9194
300420.SZ,20260511,10.5117,6.12,106.5184,1.9667,5.7613,,467764.7121,467718.9992
300639.SZ,20260511,15.5432,5.2,,1.2366,7.1159,,470652.4907,462399.6621
688382.SH,20260511,3.7795,1.34,,8.6918,181.4729,,1300127.4078,1300127.4078
301331.SZ,20260511,1.1962,0.94,59.434,2.6343,3.2531,1.8815,286142.3377,285434.081
600550.SH,20260511,3.9294,1.51,126.5766,32.3784,4.9269,,2889358.1851,2889358.1851
300270.SZ,20260511,8.2642,1.25,,8.0371,25.5032,,442399.6069,381219.0923
000798.SZ,20260511,1.911,0.82,47.0384,8.5542,0.7991,,346468.2003,346446.8928
301282.SZ,20260511,8.6578,1.09,77.4284,3.8056,2.9523,0.6914,648621.6656,542976.9656
603712.SH,20260511,2.5563,1.98,,3.3729,5.9235,,1290012.0,1290012.0
688079.SH,20260511,2.965,0.94,,5.5417,10.1253,,692200.8238,680147.7464
601686.SH,20260511,0.6457,1.78,12.2285,1.2382,0.1657,7.7041,827009.4365,827009.4365
002860.SZ,20260511,4.2839,1.55,25.295,2.0726,2.2528,0.7311,486691.0341,475633.7797
000751.SZ,20260511,9.4134,1.17,91.9093,2.8202,0.5316,,1042081.7338,909365.3625
002580.SZ,20260511,38.5372,1.54,83.5474,6.4479,4.3647,0.1167,1555409.039,1550165.0676
605258.SH,20260511,6.3012,1.33,57.2909,2.8162,3.4942,1.7953,343112.0,343112.0
000028.SZ,20260511,1.0692,1.23,12.5805,0.7292,0.1889,1.4782,1378055.1307,1183658.8566
301004.SZ,20260511,0.4487,0.72,18.3502,3.5437,3.0913,2.2688,636298.4226,593972.4798
688268.SH,20260511,10.2359,1.03,177.0628,11.7735,15.0871,0.3247,2210333.2643,2208841.2443
600742.SH,20260511,1.716,1.33,15.7704,0.8285,0.3716,7.0452,706648.0439,706648.0439
300642.SZ,20260511,4.102,1.45,,1.9735,7.5466,0.8617,280388.4707,237544.5164
688591.SH,20260511,3.8725,1.23,88.5042,3.5993,8.6758,0.5486,883769.5207,618333.5339
600399.SH,20260511,2.3304,1.12,,2.0869,1.4131,0.3153,1120152.8,1120152.8
600015.SH,20260511,0.5515,0.75,3.896,0.3288,1.0746,6.0994,10567512.5028,10217116.7247
920274.BJ,20260511,1.6347,0.92,87.4149,3.7047,2.9131,0.4336,185440.0015,185440.0015
688289.SH,20260511,2.8629,3.07,70.3648,1.5415,6.8874,2.7921,1104313.5394,1104313.5394
300823.SZ,20260511,7.9382,0.7,49.9524,2.6493,5.917,1.6599,257250.0758,166526.4327
600586.SH,20260511,3.8423,0.87,,1.6087,1.9226,0.2585,810717.1644,810717.1644
