ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
688306.SH,20260410,0.6254,0.93,918.5833,5.858,4.342,,1120193.9136,1120193.9136
002135.SZ,20260410,4.9521,1.48,108.6668,1.3454,0.9563,0.921,847796.188,793341.8703
003013.SZ,20260410,0.4658,0.94,13.0712,1.6633,2.3724,3.2201,608661.0551,528330.1032
000526.SZ,20260410,3.092,1.64,17.1176,4.035,1.2766,,402385.3819,394455.1336
600353.SH,20260410,3.4423,1.61,77.1568,6.5755,7.6249,0.3995,1246624.311,1244874.3608
600750.SH,20260410,0.8423,0.85,18.1987,4.0925,3.9105,4.618,1650052.0982,1632067.2075
002921.SZ,20260410,5.4269,1.15,,3.0918,3.6541,,409220.9389,352993.9776
002328.SZ,20260410,12.614,0.86,52.2804,2.3474,1.8498,1.4045,780259.47,577070.6069
002024.SZ,20260410,0.4123,0.95,216.7197,0.9975,0.2574,,1260008.396,1258447.5171
603806.SH,20260410,2.1962,1.42,59.7213,2.8788,2.9673,1.474,4596608.4874,4596608.4874
000563.SZ,20260410,1.1816,1.45,12.173,0.9206,5.9065,2.346,1743863.8921,1743863.8921
600078.SH,20260410,7.5134,2.48,,4.8504,2.3532,,841955.1991,824240.6391
603210.SH,20260410,1.61,1.82,28.3881,3.1403,2.8334,,573574.0,392061.5875
301080.SZ,20260410,5.5556,1.17,47.2885,3.0918,10.2829,0.5857,816997.3955,615753.9071
603663.SH,20260410,2.0528,1.29,236.9519,13.763,17.1342,0.1745,1819765.6253,1817702.1053
600815.SH,20260410,4.6748,1.03,,4.3366,11.9174,,658189.0521,658189.0521
002050.SZ,20260410,2.8328,1.69,46.4727,5.9471,6.0885,0.8237,18881358.5263,16530994.3306
300788.SZ,20260410,3.8998,2.18,46.7871,2.7626,3.5759,1.4933,608674.9995,608674.9995
603788.SH,20260410,0.4611,0.88,17.6597,1.6572,2.2405,4.5603,342404.8794,342404.8794
605259.SH,20260410,0.7998,0.8,15.135,2.0888,1.4661,2.7612,374799.04,374799.04
002117.SZ,20260410,1.794,1.36,36.0736,3.6318,4.3862,2.1148,520054.9083,519880.748
920925.BJ,20260410,2.5942,0.62,110.7815,4.4925,5.4605,0.1722,167920.4144,94112.1802
002634.SZ,20260410,8.5608,1.1,,,7.1089,,400555.3913,389360.6771
000859.SZ,20260410,3.9382,1.14,,3.1866,3.9895,,866409.0541,866359.7371
688360.SH,20260410,1.8957,1.36,54.8948,3.5351,3.0159,0.5506,513249.068,490948.6241
688737.SH,20260410,0.9014,0.77,,1.6572,1.6596,,293172.1761,293172.1761
300286.SZ,20260410,2.4017,0.88,30.5335,2.7924,5.7251,1.5955,626460.0682,519022.0849
603883.SH,20260410,0.6786,0.49,24.4626,1.5287,0.4602,1.6354,1021466.2577,1021466.2577
300517.SZ,20260410,1.8098,0.55,,2.2836,7.6458,0.8586,230475.7861,145180.7461
600638.SH,20260410,0.9778,1.04,24.793,0.8752,1.8693,0.6177,403364.6748,403364.6748
300417.SZ,20260410,3.7501,0.7,,3.6752,10.1006,,168742.2528,109803.0465
002756.SZ,20260410,5.2853,1.32,64.0437,3.1296,5.2357,1.0928,3869131.7526,2789919.8105
920245.BJ,20260410,1.6608,2.52,95.7859,3.5373,3.6056,0.606,123000.252,94078.0019
688022.SH,20260410,5.7874,2.38,83.2904,4.3201,3.9531,,294772.071,294772.071
002404.SZ,20260410,1.6603,1.02,21.645,1.9442,0.8211,4.3103,389795.8725,317058.228
688472.SH,20260410,2.9917,1.09,47.0881,2.0476,1.1946,0.6996,4808944.9478,1778903.7961
603626.SH,20260410,4.787,0.82,,6.3601,4.2222,,1356680.8421,1356680.8421
688347.SH,20260410,3.615,1.14,561.0915,4.6792,12.2207,,21131345.0991,4958647.75
688283.SH,20260410,1.1841,1.07,102.2214,4.8493,19.7003,0.6578,478065.0,478065.0
002635.SZ,20260410,11.9277,2.09,91.7643,1.7528,2.1489,1.2928,1020535.4425,611889.7196
002463.SZ,20260410,4.5865,1.25,44.4652,11.2462,8.9711,0.5658,16995978.7588,16982262.2124
603959.SH,20260410,6.2623,1.53,,127.3532,2.8649,,302514.4781,302514.4781
688361.SH,20260410,2.0301,1.08,1035.8236,11.6787,29.1141,,5977986.7821,4238824.908
300624.SZ,20260410,4.0291,0.93,,12.4771,8.8106,,1347360.842,1193324.2823
000839.SZ,20260410,1.5591,0.72,,8.1786,3.861,,1254344.4326,1254344.4326
300274.SZ,20260410,6.6024,1.4,20.1434,5.8174,3.0404,1.5367,27115532.2145,20795802.7321
301356.SZ,20260410,2.1444,0.94,52.5495,1.5827,3.0475,,474984.0,120527.19
600152.SH,20260410,16.1861,1.43,,3.0544,3.5727,,520085.0256,520085.0256
300049.SZ,20260410,2.6673,1.18,98.6723,7.6855,9.5302,,1520431.7142,1340627.5651
600540.SH,20260410,3.601,1.0,,6.2512,0.629,,272665.7942,272665.7942
300741.SZ,20260410,0.5568,0.93,121.7745,1.5034,7.6281,0.6035,1020513.16,1020507.6091
002686.SZ,20260410,7.17,0.82,327.4508,2.4392,2.3724,0.1413,400331.067,369571.9539
300810.SZ,20260410,2.6606,1.38,,5.1023,15.8768,0.0614,379648.8,366593.5284
920876.BJ,20260410,2.3604,0.86,231.7851,5.9694,2.7738,,153070.8717,93607.0739
600927.SH,20260410,0.5286,1.5,32.5305,1.5648,1.7977,0.6382,2052333.334,2052333.334
688157.SH,20260410,1.0547,0.93,297.7298,4.8159,8.9998,0.3986,650596.8617,650596.8617
002587.SZ,20260410,2.8165,0.51,,3.2389,5.4713,0.3017,430670.6871,352113.1909
920199.BJ,20260410,2.5372,0.63,348.099,4.5296,8.7396,,239610.2764,133428.0831
603327.SH,20260410,3.6851,1.14,104.0698,4.3047,4.0021,1.8565,1029777.4696,1029777.4696
601311.SH,20260410,5.5201,3.32,15.692,1.1871,0.7131,2.9087,1169626.6796,1169626.6796
002512.SZ,20260410,7.5815,1.16,,11.3164,2.4329,,439436.1696,432308.4539
600966.SH,20260410,0.8516,0.92,60.0221,1.2047,0.4579,0.3957,889001.4515,889001.4515
600358.SH,20260410,1.6243,1.07,,59.1109,7.4942,,320129.8424,320129.8424
002893.SZ,20260410,8.4686,0.52,34.169,2.302,2.2746,0.9605,279985.68,215350.8923
300648.SZ,20260410,1.8419,1.46,,6.7031,8.0012,,912885.9732,695014.2074
002382.SZ,20260410,4.7273,0.65,,1.0156,1.3538,,782552.8321,776385.9579
002243.SZ,20260410,0.6658,0.69,59.4878,1.438,4.457,0.8055,1052015.0663,1046399.65
688147.SH,20260410,1.3937,1.01,147.0823,10.8331,11.8937,0.0643,3130344.665,3130344.665
002898.SZ,20260410,2.1977,0.76,,5.0261,9.4525,,231440.0,133160.2677
600057.SH,20260410,0.5695,0.8,10.9292,1.467,0.0613,4.1225,2363370.33,1740968.4564
000921.SZ,20260410,0.8622,0.99,9.6697,1.7639,0.3504,5.5236,3081316.1055,2042846.9552
002496.SZ,20260410,2.1057,0.71,,2.1853,8.376,,289457.218,213590.836
601018.SH,20260410,0.1684,0.75,14.6798,0.9396,2.4459,3.5385,7587211.4756,7587211.4756
600749.SH,20260410,12.9833,6.73,132.0473,3.584,18.8843,,385614.4134,385614.4134
002657.SZ,20260410,3.8889,1.75,,4.4084,6.51,,766477.1967,757601.0462
001259.SZ,20260410,1.9073,0.88,468.1773,3.2104,5.6487,0.5072,229302.975,148148.6589
000981.SZ,20260410,2.665,0.97,,24.7656,12.0977,,4168945.3603,3967069.4908
301032.SZ,20260410,6.1763,2.03,34.7008,2.6348,1.3654,0.7587,317813.8212,210712.3175
000408.SZ,20260410,0.6339,0.86,33.8717,8.0331,36.4816,1.2024,13048575.941,13048438.826
600117.SH,20260410,0.3086,0.82,,2.0878,1.4167,,839819.6331,839819.6331
000601.SZ,20260410,5.4005,0.59,129.5514,1.682,1.4381,,679051.0407,669598.1667
600919.SH,20260410,0.2965,0.88,5.7859,0.7944,2.3085,5.0585,19782727.7711,19782727.7711
300980.SZ,20260410,7.3844,2.22,115.1421,3.7047,8.9463,0.4655,521886.4484,371730.6734
605266.SH,20260410,0.9018,1.08,23.1026,1.1252,0.3248,5.5155,295486.0783,295486.0783
002760.SZ,20260410,3.5682,1.18,115.7457,2.8117,3.6875,,233471.5824,233471.5824
002963.SZ,20260410,2.6799,1.0,,1.6739,6.2397,1.3908,216217.5793,164236.787
688728.SH,20260410,0.4307,0.95,678.8979,4.3524,4.3946,0.1654,3419771.4671,3286036.6325
301668.SZ,20260410,6.1493,1.01,49.5453,5.6172,6.2753,0.9881,556600.0,123102.5794
300059.SZ,20260410,4.4761,2.86,25.8418,3.399,88.4099,0.3033,31228778.4458,26355401.0662
600616.SH,20260410,0.8479,0.82,1665.6661,1.758,6.4403,0.9843,339854.5146,339854.5146
300831.SZ,20260410,7.9703,0.82,547.8677,5.8867,45.3756,0.2708,539520.0,311040.4286
920055.BJ,20260410,11.4233,0.6,15.6109,1.8797,2.1771,,223312.0,50245.2
688126.SH,20260410,0.8417,1.09,,3.4579,15.7601,,5856501.4524,4840499.1402
301011.SZ,20260410,1.4392,0.68,43.199,3.6951,3.5132,0.8289,353931.335,336078.9542
